clip_id,behavior,session_id,bytetrack_id,clip_idx,filename,size_bytes,resolution,fps
79_2_clip_0,drink,79,2,0,79_2_clip_0.mp4,3180254,224x224,25.0
79_4_clip_0,drink,79,4,0,79_4_clip_0.mp4,3170422,224x224,25.0
79_5_clip_0,drink,79,5,0,79_5_clip_0.mp4,2581030,224x224,25.0
79_6_clip_0,drink,79,6,0,79_6_clip_0.mp4,1746779,224x224,25.0
7_3_clip_0,drink,7,3,0,7_3_clip_0.mp4,2835369,224x224,25.0
7_5_clip_0,drink,7,5,0,7_5_clip_0.mp4,2222494,224x224,25.0
7_6_clip_0,drink,7,6,0,7_6_clip_0.mp4,1966180,224x224,25.0
80_1_clip_0,drink,80,1,0,80_1_clip_0.mp4,3220787,224x224,25.0
80_2_clip_0,drink,80,2,0,80_2_clip_0.mp4,2269873,224x224,25.0
80_4_clip_0,drink,80,4,0,80_4_clip_0.mp4,3183575,224x224,25.0
80_5_clip_0,drink,80,5,0,80_5_clip_0.mp4,1983119,224x224,25.0
80_6_clip_0,drink,80,6,0,80_6_clip_0.mp4,1608198,224x224,25.0
81_1_clip_0,drink,81,1,0,81_1_clip_0.mp4,2559049,224x224,25.0
81_2_clip_0,drink,81,2,0,81_2_clip_0.mp4,3101562,224x224,25.0
81_3_clip_0,drink,81,3,0,81_3_clip_0.mp4,2475312,224x224,25.0
81_4_clip_0,drink,81,4,0,81_4_clip_0.mp4,2242788,224x224,25.0
81_5_clip_0,drink,81,5,0,81_5_clip_0.mp4,2115197,224x224,25.0
81_6_clip_0,drink,81,6,0,81_6_clip_0.mp4,2227748,224x224,25.0
82_1_clip_0,drink,82,1,0,82_1_clip_0.mp4,1607779,224x224,25.0
82_2_clip_0,drink,82,2,0,82_2_clip_0.mp4,2681715,224x224,25.0
82_4_clip_0,drink,82,4,0,82_4_clip_0.mp4,2819352,224x224,25.0
82_5_clip_0,drink,82,5,0,82_5_clip_0.mp4,2181983,224x224,25.0
82_6_clip_0,drink,82,6,0,82_6_clip_0.mp4,2541590,224x224,25.0
83_1_clip_0,drink,83,1,0,83_1_clip_0.mp4,2909302,224x224,25.0
83_2_clip_0,drink,83,2,0,83_2_clip_0.mp4,2234120,224x224,25.0
83_4_clip_0,drink,83,4,0,83_4_clip_0.mp4,2575144,224x224,25.0
83_5_clip_0,drink,83,5,0,83_5_clip_0.mp4,1665739,224x224,25.0
83_6_clip_0,drink,83,6,0,83_6_clip_0.mp4,2319655,224x224,25.0
84_1_clip_0,drink,84,1,0,84_1_clip_0.mp4,3221647,224x224,25.0
84_2_clip_0,drink,84,2,0,84_2_clip_0.mp4,3130642,224x224,25.0
84_3_clip_0,drink,84,3,0,84_3_clip_0.mp4,2735806,224x224,25.0
84_4_clip_0,drink,84,4,0,84_4_clip_0.mp4,3042780,224x224,25.0
84_6_clip_0,drink,84,6,0,84_6_clip_0.mp4,2024047,224x224,25.0
85_1_clip_0,drink,85,1,0,85_1_clip_0.mp4,3153161,224x224,25.0
85_2_clip_0,drink,85,2,0,85_2_clip_0.mp4,2074876,224x224,25.0
85_3_clip_0,drink,85,3,0,85_3_clip_0.mp4,2552754,224x224,25.0
85_4_clip_0,drink,85,4,0,85_4_clip_0.mp4,2916335,224x224,25.0
86_1_clip_0,drink,86,1,0,86_1_clip_0.mp4,3072842,224x224,25.0
86_2_clip_0,drink,86,2,0,86_2_clip_0.mp4,2909644,224x224,25.0
86_3_clip_0,drink,86,3,0,86_3_clip_0.mp4,3192286,224x224,25.0
87_1_clip_0,drink,87,1,0,87_1_clip_0.mp4,3190891,224x224,25.0
87_2_clip_0,drink,87,2,0,87_2_clip_0.mp4,2732725,224x224,25.0
89_1_clip_0,drink,89,1,0,89_1_clip_0.mp4,3181253,224x224,25.0
89_2_clip_0,drink,89,2,0,89_2_clip_0.mp4,2541762,224x224,25.0
89_5_clip_0,drink,89,5,0,89_5_clip_0.mp4,2591658,224x224,25.0
8_2_clip_0,drink,8,2,0,8_2_clip_0.mp4,2763274,224x224,25.0
8_4_clip_0,drink,8,4,0,8_4_clip_0.mp4,2309983,224x224,25.0
8_5_clip_0,drink,8,5,0,8_5_clip_0.mp4,1989775,224x224,25.0
8_6_clip_0,drink,8,6,0,8_6_clip_0.mp4,3090460,224x224,25.0
90_1_clip_0,drink,90,1,0,90_1_clip_0.mp4,3240765,224x224,25.0
90_3_clip_0,drink,90,3,0,90_3_clip_0.mp4,2415021,224x224,25.0
91_3_clip_0,drink,91,3,0,91_3_clip_0.mp4,2603637,224x224,25.0
92_3_clip_0,drink,92,3,0,92_3_clip_0.mp4,2725213,224x224,25.0
93_2_clip_0,drink,93,2,0,93_2_clip_0.mp4,3212568,224x224,25.0
93_4_clip_0,drink,93,4,0,93_4_clip_0.mp4,3055881,224x224,25.0
94_1_clip_0,drink,94,1,0,94_1_clip_0.mp4,2858874,224x224,25.0
94_2_clip_0,drink,94,2,0,94_2_clip_0.mp4,3152469,224x224,25.0
95_2_clip_0,drink,95,2,0,95_2_clip_0.mp4,2177422,224x224,25.0
95_3_clip_0,drink,95,3,0,95_3_clip_0.mp4,2465734,224x224,25.0
96_1_clip_0,drink,96,1,0,96_1_clip_0.mp4,2695521,224x224,25.0
96_2_clip_0,drink,96,2,0,96_2_clip_0.mp4,3207804,224x224,25.0
97_3_clip_0,drink,97,3,0,97_3_clip_0.mp4,3218771,224x224,25.0
98_1_clip_0,drink,98,1,0,98_1_clip_0.mp4,3204281,224x224,25.0
99_2_clip_0,drink,99,2,0,99_2_clip_0.mp4,3213243,224x224,25.0
9_3_clip_0,drink,9,3,0,9_3_clip_0.mp4,2362012,224x224,25.0
9_4_clip_0,drink,9,4,0,9_4_clip_0.mp4,2326252,224x224,25.0
9_5_clip_0,drink,9,5,0,9_5_clip_0.mp4,2186856,224x224,25.0
9_6_clip_0,drink,9,6,0,9_6_clip_0.mp4,2015980,224x224,25.0
00000000082000000_2_clip_0,eat,00000000082000000,2,0,00000000082000000_2_clip_0.mp4,2299910,224x224,25.0
00000000082000000_2_clip_1,eat,00000000082000000,2,1,00000000082000000_2_clip_1.mp4,2496809,224x224,25.0
00000000082000000_2_clip_2,eat,00000000082000000,2,2,00000000082000000_2_clip_2.mp4,2700895,224x224,25.0
101_1_clip_0,eat,101,1,0,101_1_clip_0.mp4,1771453,224x224,25.0
101_3_clip_0,eat,101,3,0,101_3_clip_0.mp4,1363119,224x224,25.0
101_4_clip_0,eat,101,4,0,101_4_clip_0.mp4,1703897,224x224,25.0
101_5_clip_0,eat,101,5,0,101_5_clip_0.mp4,1201013,224x224,25.0
101_6_clip_0,eat,101,6,0,101_6_clip_0.mp4,1361061,224x224,25.0
102_2_clip_0,eat,102,2,0,102_2_clip_0.mp4,2200502,224x224,25.0
102_3_clip_0,eat,102,3,0,102_3_clip_0.mp4,1447741,224x224,25.0
102_4_clip_0,eat,102,4,0,102_4_clip_0.mp4,1848828,224x224,25.0
102_5_clip_0,eat,102,5,0,102_5_clip_0.mp4,1417421,224x224,25.0
103_1_clip_0,eat,103,1,0,103_1_clip_0.mp4,1912990,224x224,25.0
103_3_clip_0,eat,103,3,0,103_3_clip_0.mp4,1721488,224x224,25.0
103_4_clip_0,eat,103,4,0,103_4_clip_0.mp4,1626793,224x224,25.0
103_5_clip_0,eat,103,5,0,103_5_clip_0.mp4,1221795,224x224,25.0
103_6_clip_0,eat,103,6,0,103_6_clip_0.mp4,1469935,224x224,25.0
104_2_clip_0,eat,104,2,0,104_2_clip_0.mp4,2118378,224x224,25.0
104_3_clip_0,eat,104,3,0,104_3_clip_0.mp4,1427630,224x224,25.0
104_4_clip_0,eat,104,4,0,104_4_clip_0.mp4,1261764,224x224,25.0
104_5_clip_0,eat,104,5,0,104_5_clip_0.mp4,1420295,224x224,25.0
104_6_clip_0,eat,104,6,0,104_6_clip_0.mp4,1288305,224x224,25.0
105_1_clip_0,eat,105,1,0,105_1_clip_0.mp4,2007629,224x224,25.0
105_3_clip_0,eat,105,3,0,105_3_clip_0.mp4,1376593,224x224,25.0
105_4_clip_0,eat,105,4,0,105_4_clip_0.mp4,1384813,224x224,25.0
105_5_clip_0,eat,105,5,0,105_5_clip_0.mp4,1270913,224x224,25.0
105_6_clip_0,eat,105,6,0,105_6_clip_0.mp4,1586314,224x224,25.0
106_1_clip_0,eat,106,1,0,106_1_clip_0.mp4,1923776,224x224,25.0
106_3_clip_0,eat,106,3,0,106_3_clip_0.mp4,1423246,224x224,25.0
106_4_clip_0,eat,106,4,0,106_4_clip_0.mp4,1669278,224x224,25.0
106_5_clip_0,eat,106,5,0,106_5_clip_0.mp4,1435137,224x224,25.0
106_6_clip_0,eat,106,6,0,106_6_clip_0.mp4,1497458,224x224,25.0
107_1_clip_0,eat,107,1,0,107_1_clip_0.mp4,1747383,224x224,25.0
107_3_clip_0,eat,107,3,0,107_3_clip_0.mp4,1493224,224x224,25.0
107_4_clip_0,eat,107,4,0,107_4_clip_0.mp4,1650099,224x224,25.0
107_5_clip_0,eat,107,5,0,107_5_clip_0.mp4,1548309,224x224,25.0
107_6_clip_0,eat,107,6,0,107_6_clip_0.mp4,1373283,224x224,25.0
108_1_clip_0,eat,108,1,0,108_1_clip_0.mp4,1928458,224x224,25.0
108_3_clip_0,eat,108,3,0,108_3_clip_0.mp4,1463745,224x224,25.0
108_4_clip_0,eat,108,4,0,108_4_clip_0.mp4,1590560,224x224,25.0
108_5_clip_0,eat,108,5,0,108_5_clip_0.mp4,1323169,224x224,25.0
108_6_clip_0,eat,108,6,0,108_6_clip_0.mp4,1433153,224x224,25.0
109_1_clip_0,eat,109,1,0,109_1_clip_0.mp4,1979325,224x224,25.0
109_3_clip_0,eat,109,3,0,109_3_clip_0.mp4,1562197,224x224,25.0
109_4_clip_0,eat,109,4,0,109_4_clip_0.mp4,1582656,224x224,25.0
109_5_clip_0,eat,109,5,0,109_5_clip_0.mp4,1713685,224x224,25.0
109_6_clip_0,eat,109,6,0,109_6_clip_0.mp4,1346568,224x224,25.0
110_2_clip_0,eat,110,2,0,110_2_clip_0.mp4,2126958,224x224,25.0
110_3_clip_0,eat,110,3,0,110_3_clip_0.mp4,1593377,224x224,25.0
110_4_clip_0,eat,110,4,0,110_4_clip_0.mp4,1677933,224x224,25.0
110_5_clip_0,eat,110,5,0,110_5_clip_0.mp4,1331110,224x224,25.0
110_6_clip_0,eat,110,6,0,110_6_clip_0.mp4,1179525,224x224,25.0
111_2_clip_0,eat,111,2,0,111_2_clip_0.mp4,2131095,224x224,25.0
111_3_clip_0,eat,111,3,0,111_3_clip_0.mp4,1673954,224x224,25.0
111_4_clip_0,eat,111,4,0,111_4_clip_0.mp4,1567198,224x224,25.0
111_5_clip_0,eat,111,5,0,111_5_clip_0.mp4,1783719,224x224,25.0
111_6_clip_0,eat,111,6,0,111_6_clip_0.mp4,1477226,224x224,25.0
112_1_clip_0,eat,112,1,0,112_1_clip_0.mp4,1972479,224x224,25.0
112_3_clip_0,eat,112,3,0,112_3_clip_0.mp4,1747904,224x224,25.0
112_4_clip_0,eat,112,4,0,112_4_clip_0.mp4,1635692,224x224,25.0
112_5_clip_0,eat,112,5,0,112_5_clip_0.mp4,1560656,224x224,25.0
112_6_clip_0,eat,112,6,0,112_6_clip_0.mp4,1296672,224x224,25.0
113_2_clip_0,eat,113,2,0,113_2_clip_0.mp4,2102807,224x224,25.0
113_3_clip_0,eat,113,3,0,113_3_clip_0.mp4,1773323,224x224,25.0
113_4_clip_0,eat,113,4,0,113_4_clip_0.mp4,1599150,224x224,25.0
113_5_clip_0,eat,113,5,0,113_5_clip_0.mp4,1557970,224x224,25.0
113_6_clip_0,eat,113,6,0,113_6_clip_0.mp4,1403468,224x224,25.0
114_1_clip_0,eat,114,1,0,114_1_clip_0.mp4,2319400,224x224,25.0
114_3_clip_0,eat,114,3,0,114_3_clip_0.mp4,1690734,224x224,25.0
114_4_clip_0,eat,114,4,0,114_4_clip_0.mp4,1720752,224x224,25.0
114_5_clip_0,eat,114,5,0,114_5_clip_0.mp4,1369574,224x224,25.0
114_6_clip_0,eat,114,6,0,114_6_clip_0.mp4,1347238,224x224,25.0
115_1_clip_0,eat,115,1,0,115_1_clip_0.mp4,2063437,224x224,25.0
115_3_clip_0,eat,115,3,0,115_3_clip_0.mp4,1692440,224x224,25.0
