image_path,label,cow_id,burst_group_id,original_passage_id,farm_source,split
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_10_8.jpg,4.25,GS_burst_0002,GS_burst_0002,GS_10,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_10_9.jpg,4.25,GS_burst_0002,GS_burst_0002,GS_10,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_1.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_2.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_3.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_4.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_5.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_6.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_7.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1000_8.jpg,3.75,GS_burst_0004,GS_burst_0004,GS_1000,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_1.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_10.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_2.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_3.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_4.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_5.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_6.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_7.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_8.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1001_9.jpg,3.75,GS_burst_0005,GS_burst_0005,GS_1001,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_1.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_10.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_2.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_3.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_4.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_5.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_6.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_7.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_8.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1003_9.jpg,3.25,GS_burst_0007,GS_burst_0007,GS_1003,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_1.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_2.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_3.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_4.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_5.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_6.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_7.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1004_8.jpg,4.0,GS_burst_0008,GS_burst_0008,GS_1004,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_1.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_2.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_3.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_4.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_5.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_6.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_7.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_8.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1005_9.jpg,3.25,GS_burst_0009,GS_burst_0009,GS_1005,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_1.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_2.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_3.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_4.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_5.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_6.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_7.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1007_8.jpg,3.25,GS_burst_0011,GS_burst_0011,GS_1007,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_1.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_2.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_3.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_4.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_5.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_6.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_7.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1008_8.jpg,3.5,GS_burst_0012,GS_burst_0012,GS_1008,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_101_1.jpg,3.75,GS_burst_0014,GS_burst_0014,GS_101,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_101_2.jpg,3.75,GS_burst_0014,GS_burst_0014,GS_101,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_101_3.jpg,3.75,GS_burst_0014,GS_burst_0014,GS_101,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_101_4.jpg,3.75,GS_burst_0014,GS_burst_0014,GS_101,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_101_5.jpg,3.75,GS_burst_0014,GS_burst_0014,GS_101,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_1.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_2.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_3.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_4.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_5.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_6.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1010_7.jpg,3.5,GS_burst_0015,GS_burst_0015,GS_1010,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_1.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_10.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_11.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_2.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_3.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_4.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_5.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_6.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_7.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_8.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1011_9.jpg,3.25,GS_burst_0016,GS_burst_0016,GS_1011,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_1.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_2.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_3.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_4.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_5.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_6.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_7.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1012_8.jpg,3.5,GS_burst_0017,GS_burst_0017,GS_1012,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_1.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_2.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_3.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_4.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_5.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_6.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1015_7.jpg,3.75,GS_burst_0020,GS_burst_0020,GS_1015,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1016_1.jpg,3.75,GS_burst_0021,GS_burst_0021,GS_1016,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1016_2.jpg,3.75,GS_burst_0021,GS_burst_0021,GS_1016,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1016_3.jpg,3.75,GS_burst_0021,GS_burst_0021,GS_1016,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1016_4.jpg,3.75,GS_burst_0021,GS_burst_0021,GS_1016,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1016_5.jpg,3.75,GS_burst_0021,GS_burst_0021,GS_1016,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_1.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_2.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_3.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_4.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_5.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_6.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_7.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1017_8.jpg,3.5,GS_burst_0022,GS_burst_0022,GS_1017,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_1.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_2.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_3.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_4.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_5.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_6.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_7.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1018_8.jpg,3.5,GS_burst_0023,GS_burst_0023,GS_1018,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1019_1.jpg,3.5,GS_burst_0024,GS_burst_0024,GS_1019,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1019_2.jpg,3.5,GS_burst_0024,GS_burst_0024,GS_1019,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1019_3.jpg,3.5,GS_burst_0024,GS_burst_0024,GS_1019,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1019_4.jpg,3.5,GS_burst_0024,GS_burst_0024,GS_1019,GS_Gansu,train
