image_path,rel_path,cow_id,label,frame_id,official_split,split,sha256,width,height
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000013.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000013.jpg,1,0,13,train,train,420e497f4fcc0de4b0342d20fc86e8adc4642773031ca1045127e59771a22429,175,80
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000014.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000014.jpg,1,0,14,train,train,224bc7ab32fe09557d3b26cce6f034c1f163cd2090a91d96fda2eb6065eaac39,91,107
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000015.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000015.jpg,1,0,15,train,train,f5f28d3e88ef4192347cd468b7e81a3632a487feff7f2330bc0a00ecbfa40d7b,107,53
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000016.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000016.jpg,1,0,16,train,train,459c351f38f7514b48f6e06ea58b647bd58916f231f7ed513a5a8fe32c7bd35a,333,180
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000017.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000017.jpg,1,0,17,train,train,70178c41ee8b2d77e3e299399955e7a8fe76c2cbcb259575669662e06211b69c,91,49
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000018.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000018.jpg,1,0,18,train,train,fd30c246fa2d5ea5164d8f5389a9b57a6cde88351b6e3428ef33a81ba9179d9d,143,73
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000019.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000019.jpg,1,0,19,train,train,5f58e4045fbc84b00b59c2491865833da454b31747d1844c9307e2fc8bf4c5cc,112,53
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000020.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000020.jpg,1,0,20,train,train,e528fb5d2d4713b896e47dc4b95347a8e48c76f19be2636bc7939ae6d5a0765f,182,102
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000021.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000021.jpg,1,0,21,train,train,d5e17b833ee535bc45c4a6546ec6cc189b39a90a2adfce15019e5489a72d92dc,177,105
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000022.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000022.jpg,1,0,22,train,train,c197e377dc53ad08733c42d8947b21f4d8408d199ade11a56ed98da00220b5c1,130,60
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000023.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000023.jpg,1,0,23,train,train,2d140748b47955349e900cd96b08eb1850ae7325f1056d4bed81528943166cec,186,107
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000024.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000024.jpg,1,0,24,train,train,3cd280ccb0aed62281cd19324ca10f082635a5f7dbc7174ad90dcd8ab1c1573c,156,107
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000025.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000025.jpg,1,0,25,train,train,137b7537d5c124d948c681af90cff264fbd9c30758d5a3bc56638977dfa5b74d,92,49
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000026.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000026.jpg,1,0,26,train,train,ce05457a568f780e51a5acbf661fb5027744395baf469ce1c7b797e73985c841,145,128
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000027.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000027.jpg,1,0,27,train,train,fdd50024cc542845db4265b6f86a13c8fa007d0980e0f471bb8cc2935bffdcbe,376,162
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000028.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000028.jpg,1,0,28,train,train,edd9436a73af61f3ca2bd119bf7931a91dc4a24652d3444e40324ce50d27f240,143,59
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000029.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000029.jpg,1,0,29,train,train,4d455b054bf27fe139c821a446f7efb2a1bfdd3b0d262453aab2759d8dcb8cbe,141,112
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000030.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000030.jpg,1,0,30,train,train,0052f43fe1de5a86eac2e69dcaa5171cd710837a69ef025ac623e62f225481f5,125,69
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000031.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000031.jpg,1,0,31,train,train,2fe1399f4ef65a392c0348bcfa19eae2df2d691fbad558b0fb0065ec1fd008dc,168,114
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000032.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000032.jpg,1,0,32,train,train,42b544e2e7c5f27ea6bf4155837c782fda214a3cbfbb10d37e0688b3f328b8e1,110,48
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000033.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000033.jpg,1,0,33,train,train,f6b5a03b0f759ce570fe10de66c09df7ab60f91daee468d4cff7cc2aa0b5c1d9,150,53
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000034.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000034.jpg,1,0,34,train,train,4ffeedad85711c0a4022b89093a81a20425c2ed1736c17591b4cd1ef9adbfadf,90,71
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000035.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000035.jpg,1,0,35,train,train,f9dedccfbe79bd51134a6909f2bed452b9364940983b7bee1dcba79d7c75c070,141,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000036.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000036.jpg,1,0,36,train,train,c29d06b4250060e168626e4ab66b64ff15d48abad45390b05c7976a5e9991203,349,202
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000037.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000037.jpg,1,0,37,train,train,6e1d8dab089d1d184014ddc3eaefa6f1d0dd94cc0b34404fef470fb012dce333,103,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000038.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000038.jpg,1,0,38,train,train,e79524160668b76d9d655e8d015c39d9f3df8fb29f6018ef0f18a78c189dd0bc,168,96
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000039.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000039.jpg,1,0,39,train,train,181e7d06f5320af9e242f3ce5bb9be9a5aaebdece141c9a56df3935fb7f41bd4,105,44
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000040.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000040.jpg,1,0,40,train,train,0592e515a7843121dd2b10d18d8658b0f8a7761522a3e4c1e139ea15e72a166d,89,41
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000041.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000041.jpg,1,0,41,train,train,16b057f8d4f3367b93e44610eac9159f280daba99f738eeba8bc2edcf34258ba,139,157
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000042.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000042.jpg,1,0,42,train,train,d483b5d1329eae4199c22048908c78de89229fa79cf46f9a71ac90c536a334ea,324,177
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000043.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000043.jpg,1,0,43,train,train,0cf16101bf214707489dbdb2bb58d622140bfa8f77df65b410dd4336cbc25ad5,141,58
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000044.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000044.jpg,1,0,44,train,train,95c9d7c63a584cc3fffa26ff659e8c10937ae8ae48fb5f102767578b810765d9,150,116
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000045.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000045.jpg,1,0,45,train,train,e03ed5dbef214fe637665420aea26642314838cbcc68d53e6f3614348f7866f0,279,256
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000046.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000046.jpg,1,0,46,train,train,836428fad36df6cf3948c0ebc3db87a3c020d22720d309820dc89fe7fbeba47a,401,218
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000047.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000047.jpg,1,0,47,train,train,d06c36eaf410effb6052235cf57504c2f096a7771f88dda2ee237bf3743f494b,99,146
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000048.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000048.jpg,1,0,48,train,train,936699e3011f1a18a2c395ac5316742a2fa59cb645c2bd3df1698d6a43935895,159,141
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000049.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000049.jpg,1,0,49,train,train,200b2670b4d46a476fde5986088a550ae6b04cb289c1aef97058c82f545d2dfc,394,229
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000050.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000050.jpg,1,0,50,train,train,7d3d380747412ca59fe4b9345427c1c6ca3035858a35ab27938e51d35ae8f3f3,164,119
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000051.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000051.jpg,1,0,51,train,train,72b7adc4355c732546068a812a080cc24df49c528922573e510d25ba889a831d,283,315
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000052.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000052.jpg,1,0,52,train,train,61481032eb00c84c99f0dcf3f6b6222f4f205398ace7d72a987a1231aa659586,91,53
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000053.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000053.jpg,1,0,53,train,train,fa34028c75f03c6f27e095a06469b939f4022cc2cffb7889b04ce0f063f02039,141,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000054.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000054.jpg,1,0,54,train,train,3a4cabf09626a85eb867629a179572ad1dd67a89a83dee0f15f9a1bb9843ac09,116,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000055.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000055.jpg,1,0,55,train,train,cc09b75ce0c09f819745c7f2c3757d3996740939fb04c739c31737b5d6afcb32,164,132
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000056.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000056.jpg,1,0,56,train,train,fce53912c1c44e5f6e7203d66115fa685ec4cb2e13a538554f82c93ed27444b5,96,53
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000057.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000057.jpg,1,0,57,train,train,166dd7f707b68a8908887bdad08ce74178402c172ac18c25748e506b0b14373b,126,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000058.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000058.jpg,1,0,58,train,train,103f992926c10796d875dba6c9da9440ac95eaf26f0cfb4b1c3d8befe592c632,119,62
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000059.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000059.jpg,1,0,59,train,train,27aab701eb80cf5f506c92ae6bc3c7bac3729337c35dc61fe7857d4aaf31bfb5,173,136
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000060.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000060.jpg,1,0,60,train,train,1ae78b15cfc1bd6f27551e1fdc2a68d9468139283a45103d182990d89c35c21c,154,121
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000061.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000061.jpg,1,0,61,train,train,bf2b8ec88cf3db58b7ad98e728b6b96eefc2e12aed4ca42cfb553669b333203a,179,82
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000062.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000062.jpg,1,0,62,train,train,e88a25827a4bc37c746c18657cc373d912f51deda4a1c2ce581f3786d8acec5b,151,127
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000063.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000063.jpg,1,0,63,train,train,f38c1dd9fdda9b34e39385e89da0b9d611c669c1e6d30042e81553a103fb06d5,193,93
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000064.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000064.jpg,1,0,64,train,train,c71f706374883937128107f69db4b5fb4a120deaf37de62ba88ccc8b5c21d3e3,118,132
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000065.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000065.jpg,1,0,65,train,train,55381806141491bf7cc5ba2024d6ffe7535ca14532e447b8d21110b30538b41e,128,137
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000066.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000066.jpg,1,0,66,train,train,f064c40051581e569aa5a2df6d5a9f7fbf8efe363f67cc693ccc6dd7e9f16b7b,162,121
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000067.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000067.jpg,1,0,67,train,train,c10fb74ffaad19aac781f3ace3007596f2ab12bf148cae5374a136cd42565b9a,364,202
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000068.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000068.jpg,1,0,68,train,train,3962ffa02566baabf5a7c9160f3cd3b8f44320363f68d9237e0f9c7ee2ebb97a,304,315
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000069.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000069.jpg,1,0,69,train,train,af63d10efe75e850e514c077f85966f818aee51b36a7427f7cdf3c18a43ef12e,82,98
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000070.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000070.jpg,1,0,70,train,train,1ce87719df9b196855744f5b591c5a709abd4b2b2c118825b7ef0c5275ac7ca5,112,62
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000071.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000071.jpg,1,0,71,train,train,022bd856e32437022d66844f00a40bbf1152cf38cdd93ee3af2857e64391d0fa,89,46
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000072.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000072.jpg,1,0,72,train,train,7de4acfebce0384c3133b5e2d18a61e1153f96c8f3c42b3dacf6138d65f14990,340,188
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000073.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000073.jpg,1,0,73,train,train,04221e9a703891cf718bb4b69add35fdc72f7d1e145acce3a1e7aa7b8943d1de,191,67
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000074.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000074.jpg,1,0,74,train,train,b204812f103196592f32f58de2075796a73e733979ff0584089b54fc2d491a1e,315,171
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000075.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000075.jpg,1,0,75,train,train,4acef6b4de9482db17d3ed7c73d474b66ce5e6347825137dcd93a60885c4a8f3,116,57
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000076.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000076.jpg,1,0,76,train,train,9fd0ec448ecb8387ca68ca383b4369ee96d9cad1e5ad808080d09846eba0e40a,175,69
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000077.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000077.jpg,1,0,77,train,train,043737c59c61f90c8dcf2f6090ad868dc7bc5576b8fe248acff65fabe24f8ab7,121,48
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000078.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000078.jpg,1,0,78,train,train,40e2027e9ee6d35e3deedcb5a0796f4e9031b24adfdf80a5f303450c601b0b9f,182,94
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000079.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000079.jpg,1,0,79,train,train,f3cb95c49279466d99b43ceded266fbeb11c4d5c66f4b6a65b52dde8dc7195b2,193,87
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000080.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000080.jpg,1,0,80,train,train,538ba7df26ac6041149f7c8a94a89b97f10828d6fe38b7042183617afa8d7e3b,103,51
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000081.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000081.jpg,1,0,81,train,train,18c0833412b972e9f649656523e4bcce73748023e1f6e4b424cbb608a2d3fdb1,183,80
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000082.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000082.jpg,1,0,82,train,train,813ca4a4ff99c63435ea7ce461fa34cad73217b4ae99b7f2e5f7ed56479b7492,175,125
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000083.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000083.jpg,1,0,83,train,train,4855b28b93fa1697854ad181b1d41562159ed0c334b56269936f552f19073319,139,58
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000084.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000084.jpg,1,0,84,train,train,f06ceecca3106d2d789ec8abfb8a513c1031bf91ee207cf379d4a304dafc76f4,324,193
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000085.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000085.jpg,1,0,85,train,train,0ce4412d3d52776bc21f002a685b11b6044bf6ff24d70f03c8f748a455e47fa5,114,153
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000086.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000086.jpg,1,0,86,train,train,4bc7147539adb533313b671b3a14d29efbed4c8f80b4ffa4395dbf57111a21be,98,43
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000087.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000087.jpg,1,0,87,train,train,6a3844eb981244a7faaf8e4bdd20cd22565c3bbf450cd6bbb6206b83a0e7ea50,421,202
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000088.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000088.jpg,1,0,88,train,train,ac765150a779464791c658f69d89b965c0c72cda8dc8868dea3a783ba7b62854,170,89
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000089.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000089.jpg,1,0,89,train,train,4566dc2a9032a789b99ff7dfb40d7ca1fd37bcdf149e3a4124a7ac81d7239fab,132,49
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000090.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000090.jpg,1,0,90,train,train,5f90d20d0deea8902e20980bc46b941f8a47c3cf800b5bde2870ef6109a6cb57,125,64
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000091.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000091.jpg,1,0,91,train,train,031e8acc77eb1898e9c23d4198d636510329bf8c1ca89512aa7d113ac2122095,164,105
D:\cattle-health-monitoring-multi-task-model\datasets\id\opencow2020-DatasetNinja\identification-train\img\1_000092.jpg,datasets/id/opencow2020-DatasetNinja/identification-train/img/1_000092.jpg,1,0,92,train,train,1f138500deb9c9fe16f6389c6f0e933a07139419d782ac5eec0f72b80b52d1de,101,48
