image_path,mask_path,individual_id,subset,frame_no,time_offset_s,recording_id,setting_role,sha256
datasets/id/external/sideviewcows2026/barn/images/124/124_0038.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0038.png,124,barn,38,30708569,barn_cow_0124_sess_001,query_barn,adce1c2dc92a778f2858e2d0c0d32d8e1dc086ff70199353e5e837db920846ee
datasets/id/external/sideviewcows2026/barn/images/124/124_0039.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0039.png,124,barn,39,30708569,barn_cow_0124_sess_001,query_barn,3050f5d3b9816bc9dd8c58d26e264305e7ad3232540670302286d22521647ca8
datasets/id/external/sideviewcows2026/barn/images/124/124_0040.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0040.png,124,barn,40,30708569,barn_cow_0124_sess_001,query_barn,5551e0a23c08cd782204536699277f8e7714cf14a8bec6842d117de8333aa3b2
datasets/id/external/sideviewcows2026/barn/images/124/124_0041.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0041.png,124,barn,41,30708569,barn_cow_0124_sess_001,query_barn,3ee26e6f43dc686d7d80b41d54d295bd7b8be4acc21c09a034b01efb2962d110
datasets/id/external/sideviewcows2026/barn/images/124/124_0042.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0042.png,124,barn,42,30708569,barn_cow_0124_sess_001,query_barn,4c8c6f91433a56843336ecc012448c471484a149472e9fa367c9ce2de96e107e
datasets/id/external/sideviewcows2026/barn/images/124/124_0043.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0043.png,124,barn,43,30708569,barn_cow_0124_sess_001,query_barn,e28be14d9c0e4c89522e3b801f3e2a058f24a60f4be6fc4bd2a2c7f91158cec9
datasets/id/external/sideviewcows2026/barn/images/124/124_0044.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0044.png,124,barn,44,30708569,barn_cow_0124_sess_001,query_barn,60e2ee0f89e6aa4fa1b313e087ee96c5ed4288b38760acaa5c6fa67c135e4a0d
datasets/id/external/sideviewcows2026/barn/images/124/124_0045.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0045.png,124,barn,45,30708569,barn_cow_0124_sess_001,query_barn,b766b8efc9f49b3cd3b53d39c95481ba04aa2a256693971b74a15e8b90d14298
datasets/id/external/sideviewcows2026/barn/images/124/124_0046.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0046.png,124,barn,46,30708569,barn_cow_0124_sess_001,query_barn,24b740affe58bbf516eacaa204717124207f4c8d80b6ec7069730c604f8cdb44
datasets/id/external/sideviewcows2026/barn/images/124/124_0047.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0047.png,124,barn,47,30708569,barn_cow_0124_sess_001,query_barn,248778268ae8f5a267a2ab339ae82788f8ef7983ce8224a7391828db67f071d9
datasets/id/external/sideviewcows2026/barn/images/124/124_0048.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0048.png,124,barn,48,30708569,barn_cow_0124_sess_001,query_barn,d18c7a7e49e8a323ca0fbcf3617f719f1a00b4cb9d5b765a701896346569435f
datasets/id/external/sideviewcows2026/barn/images/124/124_0049.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0049.png,124,barn,49,30708569,barn_cow_0124_sess_001,query_barn,7690daa3421f82caeb29f232378f080c4d3a958671a4bd23774715adfde39b7f
datasets/id/external/sideviewcows2026/barn/images/124/124_0050.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0050.png,124,barn,50,30708569,barn_cow_0124_sess_001,query_barn,a55732f9629f88f9734cdb5153d62676fca2391faf56156404a3bcb0e97cd4aa
datasets/id/external/sideviewcows2026/barn/images/124/124_0051.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0051.png,124,barn,51,30708569,barn_cow_0124_sess_001,query_barn,ad659c4c3c868e101a4831b6609d7b75bed146b890d0858e05128467ffcb5b9a
datasets/id/external/sideviewcows2026/barn/images/124/124_0052.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0052.png,124,barn,52,30708569,barn_cow_0124_sess_001,query_barn,5b3a7fa093e811539ad9e2cff0371b07aec865244cd6c6942302caa0d13efd8b
datasets/id/external/sideviewcows2026/barn/images/124/124_0053.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0053.png,124,barn,53,30708569,barn_cow_0124_sess_001,query_barn,1139964f640a0b9e1961bf4cb7e39470e5b78b6ebee68e87381b15c17ab6c80c
datasets/id/external/sideviewcows2026/barn/images/124/124_0054.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0054.png,124,barn,54,30708569,barn_cow_0124_sess_001,query_barn,1d1ecb9cae435f7e9734a4362a0a27bb78e78c5b8d375418118314559c1e66df
datasets/id/external/sideviewcows2026/barn/images/124/124_0055.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0055.png,124,barn,55,30708569,barn_cow_0124_sess_001,query_barn,833792e05250084007ccc223e6db911e81eef57977efb51f37eb9947597f6a1d
datasets/id/external/sideviewcows2026/barn/images/124/124_0056.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0056.png,124,barn,56,30708569,barn_cow_0124_sess_001,query_barn,5760a230e0f72f3f8ea740385cc2bdc3785aa19aaa710843bd8c223495cb2f05
datasets/id/external/sideviewcows2026/barn/images/124/124_0057.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0057.png,124,barn,57,30708569,barn_cow_0124_sess_001,query_barn,91e800ffc5f01db7d21494defe14cd30943a34aed40a7b43c8d339192c393c9d
datasets/id/external/sideviewcows2026/barn/images/124/124_0058.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0058.png,124,barn,58,30708569,barn_cow_0124_sess_001,query_barn,568384530e932c8403d0215370b574fc100dbe3c48f8dc08067fc145a842cf1b
datasets/id/external/sideviewcows2026/barn/images/124/124_0059.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0059.png,124,barn,59,30708569,barn_cow_0124_sess_001,query_barn,06bbaad64861c252a13053a803285aeb624540b4bdafc4d3c5dec8c9544f6762
datasets/id/external/sideviewcows2026/barn/images/124/124_0060.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0060.png,124,barn,60,30708569,barn_cow_0124_sess_001,query_barn,c4af562a8fe737b0f8f006f38f2394b929d30f623abf0e51ef3e2ae5b42fdecb
datasets/id/external/sideviewcows2026/barn/images/124/124_0061.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0061.png,124,barn,61,30708569,barn_cow_0124_sess_001,query_barn,eeb92627cd18c1b6ab8ae499e243d094ff9b2d7257c32fea6200ec80efff8386
datasets/id/external/sideviewcows2026/barn/images/124/124_0062.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0062.png,124,barn,62,30708569,barn_cow_0124_sess_001,query_barn,1d7ff6d12f31eeed7ad6a85a65e034f11823931d9153c8a07ed6e14557a73ac2
datasets/id/external/sideviewcows2026/barn/images/124/124_0063.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0063.png,124,barn,63,30708569,barn_cow_0124_sess_001,query_barn,2202f3e48b2163d3d8011f73030a12a1911f8e0f0878a7baa09aa4275a9cb8f9
datasets/id/external/sideviewcows2026/barn/images/124/124_0064.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0064.png,124,barn,64,30708569,barn_cow_0124_sess_001,query_barn,71d5ee0c192fb9d22f50e4b2baef9497cc6db19db595d8421aa929d96458ffe7
datasets/id/external/sideviewcows2026/barn/images/124/124_0065.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0065.png,124,barn,65,30708569,barn_cow_0124_sess_001,query_barn,6f514bc8139b65e6faa9af64bda909a7884efeaa68593076be9343115bd1e9d5
datasets/id/external/sideviewcows2026/barn/images/124/124_0066.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0066.png,124,barn,66,30708569,barn_cow_0124_sess_001,query_barn,27101c456543918da0f90c88f950568a1fd57af1a3b72ef0ddbef84c5c411cd8
datasets/id/external/sideviewcows2026/barn/images/124/124_0067.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0067.png,124,barn,67,30708569,barn_cow_0124_sess_001,query_barn,b212075adab92cf993a28d10afac731f0721781334a1ea3b0f0086156ac1d0c5
datasets/id/external/sideviewcows2026/barn/images/124/124_0068.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0068.png,124,barn,68,30708569,barn_cow_0124_sess_001,query_barn,9724f225dd2bd8cf28b3addbe6bb287ce2f9928ed0bb964031002d69cc85e9ce
datasets/id/external/sideviewcows2026/barn/images/124/124_0069.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0069.png,124,barn,69,30708569,barn_cow_0124_sess_001,query_barn,988a9d7fb236f05fd934a4d3ae6689f27bc4a56c7bf55a4250f49b77f750d5bc
datasets/id/external/sideviewcows2026/barn/images/124/124_0070.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0070.png,124,barn,70,30708569,barn_cow_0124_sess_001,query_barn,ff001aeac7b2794ac303ebf17627939df6f2cfe41cb0f4eaeff863175a884783
datasets/id/external/sideviewcows2026/barn/images/124/124_0071.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0071.png,124,barn,71,30708569,barn_cow_0124_sess_001,query_barn,d34f29221a59c4284ae65539570bb77b7920778abe94a6d28bc14d591cbc4a6a
datasets/id/external/sideviewcows2026/barn/images/124/124_0072.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0072.png,124,barn,72,30708569,barn_cow_0124_sess_001,query_barn,10dee12702104b89abe60c3bfcbb74370741b671f2c949fe042308ce06cbd5ac
datasets/id/external/sideviewcows2026/barn/images/124/124_0073.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0073.png,124,barn,73,30708569,barn_cow_0124_sess_001,query_barn,fe5e8b3cfa77252d8efa71effec21fe1c7b471c6a553c493282f32bd27b66982
datasets/id/external/sideviewcows2026/barn/images/124/124_0074.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0074.png,124,barn,74,30708569,barn_cow_0124_sess_001,query_barn,ee7be12d3edad56522f996e2a83acd30c747dbc1e847e3d26d750b98bca99867
datasets/id/external/sideviewcows2026/barn/images/124/124_0075.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0075.png,124,barn,75,30708569,barn_cow_0124_sess_001,query_barn,e41a4cbf39d303067d1355e5749c6cb2adfd325071556614348c0ea02f8964ed
datasets/id/external/sideviewcows2026/barn/images/124/124_0076.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0076.png,124,barn,76,30708569,barn_cow_0124_sess_001,query_barn,3cc01c329e124e888b45b735d95202336dcf837e1c3469aadd5cb2303c2d1802
datasets/id/external/sideviewcows2026/barn/images/124/124_0077.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0077.png,124,barn,77,30708569,barn_cow_0124_sess_001,query_barn,263c5be318afb8599f8f02421b6768f593bf66ed78e7fc7f8158f86bc4076967
datasets/id/external/sideviewcows2026/barn/images/124/124_0078.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0078.png,124,barn,78,30708569,barn_cow_0124_sess_001,query_barn,41e8578192a69cf8567aa8d0da549cee8b92dfbfe89e3a59a3687313db26dffa
datasets/id/external/sideviewcows2026/barn/images/124/124_0079.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0079.png,124,barn,79,30708569,barn_cow_0124_sess_001,query_barn,86a606600bb9a3a3f1bd368a45ba48c7e0f4e9e24730e4426e37b640be732910
datasets/id/external/sideviewcows2026/barn/images/124/124_0080.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0080.png,124,barn,80,30708569,barn_cow_0124_sess_001,query_barn,13a777f2b28e146ed8c40dc8d340613cb2d19751d19c1bca2bd9d59b2d372d9a
datasets/id/external/sideviewcows2026/barn/images/124/124_0081.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0081.png,124,barn,81,30708569,barn_cow_0124_sess_001,query_barn,f30b83e2cc2efc39b24ddec277ed0fc4d5ce4ef8b413f378341493f3aa881498
datasets/id/external/sideviewcows2026/barn/images/124/124_0082.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0082.png,124,barn,82,30708569,barn_cow_0124_sess_001,query_barn,49c034a3cb059c60072ef1e11056f4a1031e71e0c8d024569ffc4232f14631e6
datasets/id/external/sideviewcows2026/barn/images/124/124_0083.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0083.png,124,barn,83,30708569,barn_cow_0124_sess_001,query_barn,dbbe563c746dab24551f61d0a612cdf64593281dea4aea89ce44349eb574c245
datasets/id/external/sideviewcows2026/barn/images/124/124_0084.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0084.png,124,barn,84,30708569,barn_cow_0124_sess_001,query_barn,9764c86b8e932a824dd4e818374934ae1cce18971c04737d450c0a0b5f9cd2bd
datasets/id/external/sideviewcows2026/barn/images/124/124_0085.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0085.png,124,barn,85,30708569,barn_cow_0124_sess_001,query_barn,6809d286a4e7c63639f50459e7a977f9472155bc551f4e6f6b22bf36ef7899fb
datasets/id/external/sideviewcows2026/barn/images/124/124_0086.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0086.png,124,barn,86,30708569,barn_cow_0124_sess_001,query_barn,d54c142bb07941b69a92a3e4049933ef716f4fe7aa0fd3b2657c67d0f6230e65
datasets/id/external/sideviewcows2026/barn/images/124/124_0087.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0087.png,124,barn,87,30708569,barn_cow_0124_sess_001,query_barn,e2c2f478f29932eccbc7df3ff76adb696b78529fae3021b970d1bb1e9bfe7b67
datasets/id/external/sideviewcows2026/barn/images/124/124_0088.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0088.png,124,barn,88,30708569,barn_cow_0124_sess_001,query_barn,b56faeb4ee90be4a24ebfd147b8257aa4bd4e98cd0510cb949fb90c1bdccedf5
datasets/id/external/sideviewcows2026/barn/images/124/124_0089.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0089.png,124,barn,89,30708569,barn_cow_0124_sess_001,query_barn,2653c984691618af0786bc64a181b7cda5566da9db91b1f9ab4cf964e5b0e09f
datasets/id/external/sideviewcows2026/barn/images/124/124_0090.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0090.png,124,barn,90,30708569,barn_cow_0124_sess_001,query_barn,9943b96f5e7aa135c784db2efa175d0302e1f275f986bbbec592a4824a1dbe6f
datasets/id/external/sideviewcows2026/barn/images/124/124_0091.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0091.png,124,barn,91,30708569,barn_cow_0124_sess_001,query_barn,647f14eab4117ddf7b7d73aa928a5f6907b7ec201fa9143b02786a57332a1a8b
datasets/id/external/sideviewcows2026/barn/images/124/124_0092.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0092.png,124,barn,92,30708569,barn_cow_0124_sess_001,query_barn,9482f17a41cb3d44f7665c116f8e298020da61eab004220284dbcef794fbfe86
datasets/id/external/sideviewcows2026/barn/images/124/124_0093.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0093.png,124,barn,93,30708569,barn_cow_0124_sess_001,query_barn,af3754cf6493e34581cb7b8b8d58d712ce9fd07de41459e487895eb22781e74b
datasets/id/external/sideviewcows2026/barn/images/124/124_0094.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0094.png,124,barn,94,30708569,barn_cow_0124_sess_001,query_barn,5884f4c6746b18acc3ecb3e8d29a9b6f835431d68a5de409dc6d62f111f3dd97
datasets/id/external/sideviewcows2026/barn/images/124/124_0095.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0095.png,124,barn,95,30708569,barn_cow_0124_sess_001,query_barn,53a6ff8912d85ffefb90fd4074ccef4be814e6a3be1588632807662ea1e4cd3a
datasets/id/external/sideviewcows2026/barn/images/124/124_0096.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0096.png,124,barn,96,30708569,barn_cow_0124_sess_001,query_barn,0ee738dc73cb124d02904b9402323399b9e833eac1ce10e69668213698958e76
datasets/id/external/sideviewcows2026/barn/images/124/124_0097.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0097.png,124,barn,97,30708569,barn_cow_0124_sess_001,query_barn,66da8a73482ba3cd8fbaf9c15977dbd161a7a6db2b1cf8a257e0009755af2194
datasets/id/external/sideviewcows2026/barn/images/124/124_0098.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0098.png,124,barn,98,30708569,barn_cow_0124_sess_001,query_barn,35baa52f0875085dda93005a035083e1ee96e65e58dd024c4dc533e0462d61c4
datasets/id/external/sideviewcows2026/barn/images/124/124_0099.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0099.png,124,barn,99,30708569,barn_cow_0124_sess_001,query_barn,e0b12441e84dd843ff7e1747d6bfebfdad7386586c9c12e90cb2aa1e56695d62
datasets/id/external/sideviewcows2026/barn/images/124/124_0100.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0100.png,124,barn,100,30708569,barn_cow_0124_sess_001,query_barn,65500497e5f843b6a8f0655b2e9be24e578b716d470929eeff839ba6384339cb
