cut_name,source_video_id,camera_id,date,time,track_id,segment_idx,sample_id,behavior_original,start_frame,end_frame,n_frames,fps,mean_bbox_w,mean_bbox_h,occluded_fraction
0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_222554,gopro1,20200322,222554,10,0,cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr10_seg0,hidden,111,260,150,30.0,224.0,222.0,0.0
0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_222554,gopro1,20200322,222554,11,0,cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,grazing,261,315,55,30.0,211.47,169.98,0.0
0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_222554,gopro1,20200322,222554,12,0,cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,walking,316,450,135,30.0,186.44,126.21,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,0,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr0_seg0,grazing,1,355,355,30.0,71.24,60.3,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,1,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr1_seg0,grazing,1,450,450,30.0,331.44,324.65,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,2,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr2_seg0,grazing,1,450,450,30.0,234.02,196.48,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,3,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr3_seg0,grazing,1,450,450,30.0,87.48,71.96,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,4,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr4_seg0,grazing,1,450,450,30.0,219.12,148.92,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,5,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr5_seg0,hidden,1,145,145,30.0,83.79,88.14,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,6,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr6_seg0,grazing,146,450,305,30.0,104.11,170.39,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,7,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,walking,1,134,134,30.0,87.01,58.0,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,8,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr8_seg0,grazing,135,450,316,30.0,87.0,58.0,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,9,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr9_seg0,hidden,1,315,315,30.0,91.17,42.2,0.0
0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39,arm01_gopro1_20200322_222554,gopro1,20200322,222554,10,0,cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr10_seg0,grazing,316,450,135,30.0,97.0,49.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,0,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,grazing,1,450,450,30.0,101.82,87.47,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,1,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr1_seg0,grazing,1,450,450,30.0,51.9,73.1,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,2,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr2_seg0,grazing,1,450,450,30.0,118.59,97.23,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,3,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr3_seg0,grazing,1,450,450,30.0,84.0,105.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,4,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,drinking,1,450,450,30.0,196.63,241.58,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1,arm01_gopro1_20200322_233642,gopro1,20200322,233642,5,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr5_seg0,hidden,1,450,450,30.0,130.26,123.62,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,0,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr0_seg0,grazing,1,450,450,30.0,118.04,89.13,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,1,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr1_seg0,grazing,1,450,450,30.0,45.91,74.72,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,2,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr2_seg0,grazing,1,450,450,30.0,64.12,89.52,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,3,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr3_seg0,drinking,1,450,450,30.0,149.09,234.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,4,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr4_seg0,grazing,1,450,450,30.0,134.09,113.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,5,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr5_seg0,hidden,221,450,230,30.0,90.03,48.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,6,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr6_seg0,grazing,1,275,275,30.0,133.44,127.6,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2,arm01_gopro1_20200322_233642,gopro1,20200322,233642,7,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_2_tr7_seg0,hidden,276,450,175,30.0,119.99,104.98,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,0,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr0_seg0,grazing,1,450,450,30.0,130.96,88.48,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,1,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr1_seg0,none,260,260,1,30.0,74.0,117.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,2,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr2_seg0,none,345,345,1,30.0,90.0,59.0,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,3,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr3_seg0,drinking,1,147,147,30.0,176.03,249.47,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,4,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,resting-standing,148,392,245,30.0,215.3,240.38,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,5,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,drinking,393,428,36,30.0,254.08,254.78,0.0
0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4,arm01_gopro1_20200322_233642,gopro1,20200322,233642,6,0,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr6_seg0,resting-standing,429,450,22,30.0,272.68,236.27,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr0_seg0,grazing,1,450,450,30.0,223.31,310.46,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr1_seg0,drinking,1,450,450,30.0,220.69,247.94,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,2,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr2_seg0,hidden,1,435,435,30.0,193.4,88.44,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,3,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr3_seg0,hidden,1,7,7,30.0,83.57,53.0,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,4,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr4_seg0,grazing,1,95,95,30.0,293.94,240.79,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,5,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr5_seg0,hidden,96,450,355,30.0,270.47,235.96,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,6,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr6_seg0,grazing,1,160,160,30.0,63.5,108.85,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,7,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,walking,396,450,55,30.0,180.69,181.36,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,8,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,walking,161,201,41,30.0,70.44,124.6,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,9,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr9_seg0,grazing,1,201,201,30.0,101.47,175.76,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,10,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,drinking,1,85,85,30.0,560.41,362.2,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,11,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr11_seg0,other,86,125,40,30.0,583.12,342.48,0.0
0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,12,0,cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,drinking,126,450,325,30.0,576.95,339.24,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr0_seg0,grazing,1,450,450,30.0,222.42,438.2,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr1_seg0,grazing,1,450,450,30.0,256.88,197.9,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,2,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,resting-standing,1,13,13,30.0,308.92,359.46,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,3,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,resting-standing,1,10,10,30.0,185.1,214.2,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr0_seg0,grazing,1,449,449,30.0,284.31,467.78,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr1_seg0,grazing,1,450,450,30.0,175.63,169.0,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,2,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr2_seg0,grazing,1,450,450,30.0,128.55,150.0,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,3,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr3_seg0,other,1,80,80,30.0,245.24,314.01,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,4,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,walking,81,215,135,30.0,173.13,297.7,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,5,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr5_seg0,other,216,450,235,30.0,167.36,112.14,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,6,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr6_seg0,hidden,1,100,100,30.0,125.0,104.45,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,7,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr7_seg0,walking,101,280,180,30.0,207.68,219.5,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,8,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr8_seg0,drinking,281,295,15,30.0,293.0,222.0,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,9,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr9_seg0,other,296,410,115,30.0,369.13,222.0,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,10,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,drinking,411,450,40,30.0,399.0,222.0,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,11,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr11_seg0,hidden,1,120,120,30.0,95.0,51.01,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,12,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr12_seg0,grazing,121,180,60,30.0,97.68,134.91,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,13,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr13_seg0,hidden,181,270,90,30.0,100.0,135.34,0.0
0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3,arm01_gopro1_20200322_235424,gopro1,20200322,235424,14,0,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr14_seg0,grazing,271,450,180,30.0,122.26,135.6,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr0_seg0,grazing,1,141,141,30.0,249.71,190.36,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr1_seg0,grazing,1,450,450,30.0,256.66,421.58,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,2,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr2_seg0,grooming,1,450,450,30.0,357.23,340.0,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,3,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr3_seg0,hidden,1,450,450,30.0,72.0,51.0,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,4,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr4_seg0,hidden,1,173,173,30.0,162.42,112.0,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,5,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr5_seg0,ruminating-standing,1,380,380,30.0,148.0,135.0,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,6,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr6_seg0,grazing,381,450,70,30.0,148.0,135.0,0.0
0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2,arm01_gopro1_20200322_235424,gopro1,20200322,235424,7,0,cvb_0054_arm01_gopro1_20200322_235424_beh5_ani2_ins1_cut_2_tr7_seg0,walking,1,170,170,30.0,241.0,187.15,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr0_seg0,grazing,1,450,450,30.0,331.66,474.9,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr1_seg0,grazing,1,450,450,30.0,131.52,119.17,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,2,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr2_seg0,grazing,1,450,450,30.0,77.64,144.62,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,3,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr3_seg0,drinking,1,430,430,30.0,333.0,247.0,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,4,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr4_seg0,other,431,450,20,30.0,335.31,247.0,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,5,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr5_seg0,walking,1,105,105,30.0,132.14,83.0,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,6,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr6_seg0,grooming,106,280,175,30.0,113.0,83.0,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,7,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr7_seg0,hidden,281,450,170,30.0,109.65,92.71,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,8,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr8_seg0,walking,1,90,90,30.0,74.77,126.99,0.0
0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1,arm01_gopro1_20200322_235424,gopro1,20200322,235424,9,0,cvb_0055_arm01_gopro1_20200322_235424_beh7_ani2_ins1_cut_1_tr9_seg0,grazing,91,450,360,30.0,104.7,94.2,0.0
0071_arm01_gopro1_20200322_235424_beh1_ani6_ins4_cut_16,arm01_gopro1_20200322_235424,gopro1,20200322,235424,0,0,cvb_0071_arm01_gopro1_20200322_235424_beh1_ani6_ins4_cut_16_tr0_seg0,grazing,1,450,450,30.0,510.21,429.49,0.0
0071_arm01_gopro1_20200322_235424_beh1_ani6_ins4_cut_16,arm01_gopro1_20200322_235424,gopro1,20200322,235424,1,0,cvb_0071_arm01_gopro1_20200322_235424_beh1_ani6_ins4_cut_16_tr1_seg0,grazing,1,450,450,30.0,71.85,67.31,0.0
