clean_id,class,source_clean_path,crop_path,duplicate_group_id,source_sha256,source_url,source_domain,detection_status,detection_count,selected_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,bbox_margin_rule,source_width,source_height,crop_width,crop_height,source_file_size_bytes,crop_file_size_bytes,split
front_0016,front,datasets/viewpoint/self_clean_v1/front/front_0016.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0016.jpg,dup_0017,282c7572afe0bb9779aaf7f7a3d6103a6fda929667efda7a003b96be54c70aa2,https://www.pexels.com/photo/cow-on-a-mountain-pasture-14463031/,www.pexels.com,success,1,0.9641,1719.55,1117.22,3623.73,3362.89,1624,1005,3719,3475,proportional_5pct,6000,4000,2095,2470,3416147,1852824,train
front_0017,front,datasets/viewpoint/self_clean_v1/front/front_0017.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0017.jpg,dup_0018,c127f92b8113100c8ec1d257ccdb27eaffa34b202eb45336ab41b4088f4ea94d,https://www.pexels.com/photo/brown-cow-grazing-in-santa-fe-field-33692332/,www.pexels.com,success,1,0.9594,1587.27,1787.2,3523.47,4707.42,1490,1641,3616,4816,proportional_5pct,3616,4816,2126,3175,1652168,1892343,train
front_0018,front,datasets/viewpoint/self_clean_v1/front/front_0018.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0018.jpg,dup_0019,30a9e8212175f6aab759e9bfccee6eef979a7946fbcd0ba3c3f0a304be18ebf0,https://www.pexels.com/photo/majestic-brown-cow-grazing-in-open-pasture-34114664/,www.pexels.com,success,1,0.9614,1215.4,1930.11,1973.41,3163.58,1178,1868,2011,3225,proportional_5pct,3217,4826,833,1357,1176423,376347,train
front_0019,front,datasets/viewpoint/self_clean_v1/front/front_0019.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0019.jpg,dup_0020,fb256b959db8cce4de7d7d312f50e6efaba483b7b5304a46e432fef762ffa201,https://www.pexels.com/photo/two-black-cows-on-a-grassy-field-7164014/,www.pexels.com,success,2,0.9653,1706.73,279.25,2683.92,1906.49,1658,198,2733,1988,proportional_5pct,4063,2714,1075,1790,1467997,534329,train
front_0021,front,datasets/viewpoint/self_clean_v1/front/front_0021.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0021.jpg,dup_0023,c77053764fc74e5b1e50d0936c60af73ae7d6891b46189cb05b0a4d712ee97e0,https://www.pexels.com/photo/cow-in-mountains-27062071/,www.pexels.com,success,3,0.975,333.36,1623.11,3676.68,5975.16,166,1406,3844,6193,proportional_5pct,4160,6240,3678,4787,2314856,4460108,train
front_0023,front,datasets/viewpoint/self_clean_v1/front/front_0023.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0023.jpg,dup_0025,d7c430b5ea5f0e074a92bff6237643a86546f0d0fa52f2cc6dd7e26df05281ad,https://www.pexels.com/photo/cow-by-river-in-mountains-27062079/,www.pexels.com,success,8,0.971,793.96,2477.36,3181.38,5313.34,675,2336,3301,5455,proportional_5pct,4160,6240,2626,3119,2565875,2209170,train
front_0024,front,datasets/viewpoint/self_clean_v1/front/front_0024.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0024.jpg,dup_0026,86b612805e89124a7fd9a7a265df41da21fea860c2358574df27910982d49aff,https://www.pexels.com/photo/brown-cow-in-lush-green-pasture-outdoors-28587284/,www.pexels.com,success,5,0.9731,1175.56,555.26,4486.33,3687.94,1010,399,4652,3712,proportional_5pct,5568,3712,3642,3313,1967724,3105318,train
front_0025,front,datasets/viewpoint/self_clean_v1/front/front_0025.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0025.jpg,dup_0027,2053f808bb0fbdc7cd8ed75f0968ee6556ce064f7726658063805610002d572b,https://www.pexels.com/photo/moody-cow-in-welsh-countryside-30351378/,www.pexels.com,success,1,0.9721,344.52,1240.09,2898.26,5156.85,217,1044,3026,5353,proportional_5pct,3600,5408,2809,4309,1557116,2829533,train
front_0026,front,datasets/viewpoint/self_clean_v1/front/front_0026.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0026.jpg,dup_0028,bf173d3178cdb7da9d914206707ebfd17044da9f48d1bf0330295d5755d7811f,https://www.pexels.com/photo/young-cow-walking-along-a-sunny-road-36237155/,www.pexels.com,success,6,0.9714,438.95,1136.19,2185.59,3950.22,352,995,2273,4091,proportional_5pct,3072,4608,1921,3096,1104558,1280328,train
front_0027,front,datasets/viewpoint/self_clean_v1/front/front_0027.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0027.jpg,dup_0029,6b8a476a3ced9a6e8bebf5f1fc41306f77070910eef72899bc38727b61a909d6,https://www.pexels.com/photo/bavarian-cow-in-alpine-meadow-33237446/,www.pexels.com,success,1,0.9677,469.49,1576.34,3613.48,5626.67,312,1374,3771,5829,proportional_5pct,4000,6000,3459,4455,2646870,4179493,train
front_0028,front,datasets/viewpoint/self_clean_v1/front/front_0028.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0028.jpg,dup_0030,6fb4abfdbd9b0ecc1d5b49fe08826abe1b3e88cdbce9d814fd075e9057124eb1,https://www.pexels.com/photo/holstein-cattle-grazing-in-tranquil-pasture-37262993/,www.pexels.com,success,3,0.9214,812.41,2696.46,2629.03,4812.04,722,2591,2720,4918,proportional_5pct,4000,6000,1998,2327,4865968,2248775,train
front_0030,front,datasets/viewpoint/self_clean_v1/front/front_0030.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0030.jpg,dup_0032,32d48870703cd54edc88860b10958973e2f0a7e4cf1ac20f64e72ffed78b91b6,https://www.pexels.com/photo/cow-on-field-14248147/,www.pexels.com,success,2,0.9732,689.77,1499.65,3023.21,3997.21,573,1375,3024,4032,proportional_5pct,3024,4032,2451,2657,1577689,2599673,train
front_0032,front,datasets/viewpoint/self_clean_v1/front/front_0032.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0032.jpg,dup_0034,3a6febc43763eb2eaa3514cd5cff93e5a4450818b6f461cf5edf80afc57252e8,https://www.pexels.com/photo/rind-27896613/,www.pexels.com,success,5,0.9749,502.22,167.72,3974.46,3695.87,329,0,4148,3872,proportional_5pct,6240,4160,3819,3872,2909214,3655858,train
front_0033,front,datasets/viewpoint/self_clean_v1/front/front_0033.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0033.jpg,dup_0035,a0ec977837e6483c4b5baf012b7721e3e1e1885c609629693a453c40d921db0d,https://www.pexels.com/photo/long-horned-cow-20050810/,www.pexels.com,success,1,0.97,153.67,1020.83,3797.69,5960.96,0,774,3980,6000,proportional_5pct,4000,6000,3980,5226,2398408,5186657,train
front_0034,front,datasets/viewpoint/self_clean_v1/front/front_0034.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0034.jpg,dup_0036,3632d096a79bee1d81a81131b64d5345e663bf32dca8737087d73fa440895b90,https://www.pexels.com/photo/brown-cow-on-green-grass-field-11034830/,www.pexels.com,success,2,0.9614,922.9,2073.54,2211.88,3855.23,858,1984,2276,3944,proportional_5pct,3024,4032,1418,1960,3271303,1548198,train
front_0036,front,datasets/viewpoint/self_clean_v1/front/front_0036.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0036.jpg,dup_0038,b5cad0d71790e797ebc23a2a692224fef217c42825557941ea092cb326bbd0c2,https://www.pexels.com/photo/spotted-cattle-in-rustic-farm-setting-34760407/,www.pexels.com,success,3,0.9576,533.73,1656.55,2104.89,3877.13,455,1546,2183,3988,proportional_5pct,3024,4032,1728,2442,2250972,1750076,train
front_0037,front,datasets/viewpoint/self_clean_v1/front/front_0037.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0037.jpg,dup_0039,483aade0386c613b63c1b40fa0189ba1e39bd28031d8f7cb8d49bb01403f9683,https://www.pexels.com/photo/portrait-of-a-cow-in-a-lush-green-pasture-34933951/,www.pexels.com,success,1,0.9624,1287.88,940.15,2875.22,2792.07,1209,848,2955,2885,proportional_5pct,4603,3069,1746,2037,2865241,1550134,train
front_0038,front,datasets/viewpoint/self_clean_v1/front/front_0038.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0038.jpg,dup_0040,ab52ddad810786796e76c5187c36dabcbdeb25db958df2c46701808be29b94cb,https://www.pexels.com/photo/a-cow-by-a-river-27062084/,www.pexels.com,success,3,0.9693,707.49,2109.22,3404.12,5248.97,573,1952,3539,5406,proportional_5pct,4160,6240,2966,3454,2514127,2647551,train
front_0039,front,datasets/viewpoint/self_clean_v1/front/front_0039.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0039.jpg,dup_0041,c8a9134e1502cf2dfcf8674b00a5c432a135a74136c13650d39c89cbea6dfbd6,https://www.pexels.com/photo/black-and-white-cow-on-field-27098251/,www.pexels.com,success,1,0.9681,110.44,1148.86,4161.8,5981.05,0,907,4160,6223,proportional_5pct,4160,6240,4160,5316,2700580,5234720,train
front_0040,front,datasets/viewpoint/self_clean_v1/front/front_0040.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0040.jpg,dup_0042,a7605e5d1e8775b723d624383d0f6dc247a63a48723cd9a8ac17e54fd45a2e67,https://www.pexels.com/photo/black-baldy-on-green-grass-field-9150314/,www.pexels.com,success,1,0.9655,408.0,1232.83,2688.12,3786.54,294,1105,2802,3914,proportional_5pct,3456,5184,2508,2809,2317959,2431803,train
front_0042,front,datasets/viewpoint/self_clean_v1/front/front_0042.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0042.jpg,dup_0044,31cc164e6cd842d27e8cd120aa969823c4ddb95de2ac90a8685e057c934e8f2c,https://www.pexels.com/photo/photo-of-a-brown-cow-17800847/,www.pexels.com,success,1,0.9754,63.72,1187.92,3058.38,4059.62,0,1044,3060,4080,proportional_5pct,3060,4080,3060,3036,1608818,3149496,train
front_0043,front,datasets/viewpoint/self_clean_v1/front/front_0043.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0043.jpg,dup_0045,78181419a98249520d94ed6a250249576ba7672be8ffb5e7f7bdb1355dfe7af1,https://www.pexels.com/photo/brown-and-white-cow-on-greek-country-road-3ackground-27207629/,www.pexels.com,success,1,0.9664,1292.22,2470.35,3002.02,5039.95,1207,2342,3088,5168,proportional_5pct,3712,5568,1881,2826,2807197,1707355,train
front_0045,front,datasets/viewpoint/self_clean_v1/front/front_0045.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0045.jpg,dup_0048,86920fc48e70b1e1d06633ed9f5f9bdcf819777ec849da14d6df8449e51e1326,https://www.pexels.com/photo/cows-grazing-on-pasture-17253135/,www.pexels.com,success,8,0.9543,1335.86,2691.37,2465.65,4136.54,1279,2619,2522,4209,proportional_5pct,3360,4884,1243,1590,4509735,1060131,train
front_0046,front,datasets/viewpoint/self_clean_v1/front/front_0046.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0046.jpg,dup_0050,8fa2c6b49125041d8a24b79280dc6206d8101d34b19901ce6ab0ca305544de29,https://www.pexels.com/photo/cows-on-a-grassland-7899708/,www.pexels.com,success,5,0.961,1374.48,2461.17,3070.76,4761.99,1290,2346,3156,4877,proportional_5pct,3648,5472,1866,2531,2903757,1645292,train
front_0047,front,datasets/viewpoint/self_clean_v1/front/front_0047.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0047.jpg,dup_0051,617991a60c26282d64abed521d30f8e2cabd54d5a5ba0b0d9fa33bdc1135c5bc,https://www.pexels.com/photo/cow-standing-on-pasture-20412319/,www.pexels.com,success,1,0.9564,980.11,1321.07,1689.79,2144.88,945,1280,1725,2186,proportional_5pct,2612,3264,780,906,670768,170262,train
front_0048,front,datasets/viewpoint/self_clean_v1/front/front_0048.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0048.jpg,dup_0052,61431e6083cdd588444cd610c3b9ac902a53aaf767b147c86264d010f1d8b591,https://www.pexels.com/photo/brown-cow-standing-in-sunny-pasture-28871040/,www.pexels.com,success,1,0.966,1615.13,1224.18,4408.93,4129.94,1475,1079,4549,4160,proportional_5pct,6240,4160,3074,3081,1608202,2125611,train
front_0049,front,datasets/viewpoint/self_clean_v1/front/front_0049.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0049.jpg,dup_0053,5d64ac45338b67b67961509cc643c2736ec5f6b5ead61bba3a41bfd158557bad,https://www.pexels.com/photo/young-calf-grazing-in-sunlit-meadow-28587838/,www.pexels.com,success,1,0.9593,1287.86,174.18,3050.97,2819.27,1200,42,3139,2952,proportional_5pct,3612,4670,1939,2910,2391618,1544135,train
front_0050,front,datasets/viewpoint/self_clean_v1/front/front_0050.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0050.jpg,dup_0054,319abe1209c2e4ba83c915ef928e93dadc34bd4fef7d8a59bbcce99fc1c08675,https://www.pexels.com/photo/a-cow-grazing-on-the-pasture-27061038/,www.pexels.com,success,1,0.9716,1828.8,133.67,4699.39,3351.25,1685,0,4843,3376,proportional_5pct,6000,3376,3158,3376,1937251,2765700,train
front_0051,front,datasets/viewpoint/self_clean_v1/front/front_0051.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0051.jpg,dup_0055,5ee6da02bcc6cd49ab7e7df1c96443502c586af46ee07b746f52a0c08ef2f835,https://www.pexels.com/photo/photograph-of-a-brown-cow-14114535/,www.pexels.com,success,1,0.965,1671.48,976.03,3130.83,3326.03,1599,859,3204,3343,proportional_5pct,5014,3343,1605,2484,1705021,1506550,train
front_0052,front,datasets/viewpoint/self_clean_v1/front/front_0052.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0052.jpg,dup_0056,6024b1eb058f2baea3623139179459aba25821465f1602fb6cae5f513409ee6b,https://www.pexels.com/photo/cow-on-pasture-18748630/,www.pexels.com,success,1,0.9588,4119.87,1990.2,5115.31,3550.15,4070,1912,5165,3628,proportional_5pct,6000,4000,1095,1716,1353631,349281,train
front_0054,front,datasets/viewpoint/self_clean_v1/front/front_0054.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0054.jpg,dup_0058,078695f95ff98a90eeee6a41229fee1684cb1fdceb8545c3cedb8c3086004c35,https://www.pexels.com/photo/cow-grazing-in-misty-mountain-landscape-28573984/,www.pexels.com,success,1,0.9653,2270.92,935.36,3584.59,2978.46,2205,833,3650,3081,proportional_5pct,5184,3456,1445,2248,1800669,980354,train
front_0057,front,datasets/viewpoint/self_clean_v1/front/front_0057.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0057.jpg,dup_0061,5f0c502d7cfac5502ce8cca27bd5dd1459ffacd2bf5cd3c9860297348e2c9f40,https://www.pexels.com/photo/cows-on-leash-standing-on-grass-17464344/,www.pexels.com,success,1,0.9748,299.79,408.79,2749.31,3828.98,177,238,2872,4000,proportional_5pct,3024,4032,2695,3762,1280337,2550707,train
front_0058,front,datasets/viewpoint/self_clean_v1/front/front_0058.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0058.jpg,dup_0062,9689d2043c43768109ee87537369ab6d3a58979234ac7dc6924503f1668635a9,https://www.pexels.com/photo/brown-cow-on-green-grass-11365624/,www.pexels.com,success,3,0.9529,907.7,2259.28,3178.79,5543.59,794,2095,3292,5708,proportional_5pct,4000,6000,2498,3613,3567058,3733573,train
front_0059,front,datasets/viewpoint/self_clean_v1/front/front_0059.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0059.jpg,dup_0063,3c428c12ea663d1f8465b0bd99d70128306ec0b88cf4ef70d11d0a5fa0831bc5,https://www.pexels.com/photo/a-group-of-cows-standing-in-a-field-27568762/,www.pexels.com,success,7,0.965,115.72,1110.99,1836.28,3955.96,30,969,1922,4098,proportional_5pct,2847,4284,1892,3129,1244074,1703909,train
front_0060,front,datasets/viewpoint/self_clean_v1/front/front_0060.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0060.jpg,dup_0064,8435b42721221fa140ee8c1ba92bea646ee92846b7861c610763e5160743425b,https://www.pexels.com/photo/brown-and-white-cows-grazing-in-sunny-pasture-39634717/,www.pexels.com,success,2,0.9657,2720.25,1351.16,4919.94,4292.51,2610,1204,5030,4440,proportional_5pct,6720,4480,2420,3236,2976732,2413027,train
front_0061,front,datasets/viewpoint/self_clean_v1/front/front_0061.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0061.jpg,dup_0065,975689873f605d8c3440a7ad69495de2563c1cbfc9d6d460c1969d98dbc0786a,https://www.pexels.com/photo/tagged-cows-in-pasture-23510657/,www.pexels.com,success,5,0.9678,1617.24,559.98,5176.38,3973.43,1439,389,5354,4000,proportional_5pct,5998,4000,3915,3611,1276362,2198458,train
front_0063,front,datasets/viewpoint/self_clean_v1/front/front_0063.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0063.jpg,dup_0067,a9bd537778a162749d8006e3c2e89f680319cd42b046687091c1d3490a7dc1dd,https://www.pexels.com/photo/white-cattle-standing-near-green-plants-14016546/,www.pexels.com,success,1,0.9687,575.51,3269.43,2896.92,6511.76,459,3107,3013,6674,proportional_5pct,4480,6720,2554,3567,1991318,2237044,train
front_0064,front,datasets/viewpoint/self_clean_v1/front/front_0064.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0064.jpg,dup_0068,ebcb46d896ca4bd731a4e55fbee99ec5b988356ece8925635d8ffafb6d1c3d96,https://www.pexels.com/photo/brown-and-white-cattle-standing-on-grass-2832057/,www.pexels.com,success,1,0.9678,1053.32,1286.04,2698.43,4138.64,971,1143,2781,4281,proportional_5pct,4000,5078,1810,3138,1781724,1530546,train
front_0065,front,datasets/viewpoint/self_clean_v1/front/front_0065.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0065.jpg,dup_0069,60a56c5a71d99fa1b53687152b854a65eef6f0eb30fd61dfea3f97765ec9423e,https://www.pexels.com/photo/spotted-cow-in-lush-pasture-close-up-29706691/,www.pexels.com,success,1,0.9703,21.11,789.7,2584.32,3869.89,0,636,2599,3898,proportional_5pct,2599,3898,2599,3262,1300477,2505537,train
front_0066,front,datasets/viewpoint/self_clean_v1/front/front_0066.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0066.jpg,dup_0070,d3cf7fdd0c7905104b8cb3f8bb6c3d2d3a75f5a35467c06c9e0e1805f1968054,https://www.pexels.com/photo/brown-cow-on-a-pasture-18827668/,www.pexels.com,success,1,0.9589,1562.99,2582.46,3587.96,4797.19,1462,2472,3689,4908,proportional_5pct,4152,6229,2227,2436,3254683,2009319,train
front_0070,front,datasets/viewpoint/self_clean_v1/front/front_0070.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0070.jpg,dup_0074,c22dca725c30dd4a0c1eb7256d6eeb5e89afa132d85067a5c5dd41297616be56,https://www.pexels.com/photo/cows-in-field-in-countryside-11086204/,www.pexels.com,success,6,0.9535,898.74,1352.57,2149.06,2793.06,836,1281,2212,2865,proportional_5pct,2603,3904,1376,1584,1591018,834473,train
front_0074,front,datasets/viewpoint/self_clean_v1/front/front_0074.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0074.jpg,dup_0078,1f904ea6c41e3e43869f9a5bf079d13cbf6ab8790c0ed1094aafb9da74a22463,https://www.pexels.com/photo/cow-on-farm-17039414/,www.pexels.com,success,1,0.9605,577.57,1786.45,3052.62,4431.97,454,1654,3176,4564,proportional_5pct,3294,4941,2722,2910,2007761,3288206,train
front_0075,front,datasets/viewpoint/self_clean_v1/front/front_0075.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0075.jpg,dup_0079,b7c600c71c1838159c3e7d6f3fd49491a8218d4aa5f7caacbaa584585829f85d,https://www.pexels.com/photo/holstein-friesian-calf-on-green-pasture-in-bremen-34164409/,www.pexels.com,success,1,0.9718,719.64,1937.99,3161.81,5535.05,598,1758,3284,5568,proportional_5pct,3712,5568,2686,3810,2061588,2628249,train
front_0077,front,datasets/viewpoint/self_clean_v1/front/front_0077.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0077.jpg,dup_0081,26f2587fd196f9e671ae064745e384929965b48a83d1c7e921e6bbfa7896a031,https://www.pexels.com/photo/a-cow-with-horns-standing-in-a-field-27915160/,www.pexels.com,success,1,0.9683,434.51,1807.49,3419.73,5967.97,285,1599,3569,6000,proportional_5pct,4000,6000,3284,4401,1218443,2522363,train
front_0078,front,datasets/viewpoint/self_clean_v1/front/front_0078.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0078.jpg,dup_0082,951f09403a2de70322577a97768f3e77a7957729ba268647cd3c89bc3258f902,https://www.pexels.com/photo/a-cattle-with-an-ear-tag-8064058/,www.pexels.com,success,3,0.9666,299.33,967.65,2776.15,4127.35,175,810,2773,4152,proportional_5pct,2773,4152,2598,3342,2314561,3933203,train
front_0079,front,datasets/viewpoint/self_clean_v1/front/front_0079.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0079.jpg,dup_0083,8f4a6e2400bb07795309fe79c23d8a5aeee86d14b4fea2e286a91ca13f755ab3,https://www.pexels.com/photo/black-and-white-cow-on-brown-grass-field-8662517/,www.pexels.com,success,2,0.9708,763.48,634.18,3634.8,5609.32,620,385,3778,5858,proportional_5pct,4000,6000,3158,5473,2301325,4072719,train
front_0081,front,datasets/viewpoint/self_clean_v1/front/front_0081.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0081.jpg,dup_0085,b9e683afe533677fee518cdaa6b4e285a54ea4302591815f8354ec7dd805376d,https://www.pexels.com/photo/cow-eating-grass-in-pasture-12210592/,www.pexels.com,success,1,0.9637,818.86,1915.17,3371.92,5458.97,691,1738,3500,5636,proportional_5pct,4480,6720,2809,3898,2136495,2438899,train
front_0082,front,datasets/viewpoint/self_clean_v1/front/front_0082.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0082.jpg,dup_0086,e8009a3d3abc8cea51be48e362be235e0bce53ce6d1cb65fe3a4fc1df677b72e,https://www.pexels.com/photo/cows-walking-on-a-grass-field-9392997/,www.pexels.com,success,4,0.9444,1611.62,3281.53,2405.63,5111.95,1572,3190,2445,5203,proportional_5pct,4000,6000,873,2013,2060652,441757,train
