image_path,filename,class_id,bcs_score,session_id,session_tag,cow_id,cow_number,frame_number,file_size_bytes,sha256
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/10_DGE.tif,10_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,10,150800,89802bfd60a8efc17acc67ae765676dfbd1fd2b060713b2ee895bb1f3f56a6a5
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/11_DGE.tif,11_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,11,150800,0f863025a73887db1baa8aa1e8da19d78e7ddbc43c68b92d89cad72e5c1c9904
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/12_DGE.tif,12_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,12,150800,dccc57fab848b7574784690152e8747415cb5c1bedf52d9f37eff37f02dc91db
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/13_DGE.tif,13_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,13,150800,b6ef5510d27e640f3e17a5655d2f0f1aacd8bf96b685a58394334a10a2ce669b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/14_DGE.tif,14_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,14,150800,498e7535b87531493ef1ef7057d82bb93023d84884f1c43194abbb79ab3a718a
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/15_DGE.tif,15_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,15,150800,5644b78ab095a29fe5271a3410946da1730088f51d809fe21f709b14a52528a8
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5/16_DGE.tif,16_DGE.tif,2,2.0,Cow_5,main,Cow_5,5,16,150800,4988ba9dd32adae37fd87988d2e23fd831fc469f47d8af8f2bd41d40943a222c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/100_DGE.tif,100_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,100,150800,3a7a424ee741c842e927ffb4de5c46c7ebeb23b4a285d0e399b947bdec3d8757
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/101_DGE.tif,101_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,101,150800,02269ad66b3654037faa1a8de6a33b47a7532f7254c04115cb90274d4dff5fc1
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/102_DGE.tif,102_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,102,150800,500ada95f7fd2ff34e7a535ca280f125a3de7667239c0c51f550bd50de655da3
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/103_DGE.tif,103_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,103,150800,e84a7759d4f497931f894b02f172b5e8a65f1667a05de98daaa22ad19ddd2d4c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/104_DGE.tif,104_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,104,150800,d02a5ab733de71a47d176f0ecab74801ae0f832e3e50fa61ad449e4fa66ab656
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/105_DGE.tif,105_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,105,150800,8ffd2b0bbb5074da18d51e92e1d6a99b63cf981f8aec185563a80236ddfba52d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/106_DGE.tif,106_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,106,150800,870ba2b23c88cd2b204bc44fa8931d065d0b59c42c2646572a87f477f003065d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/107_DGE.tif,107_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,107,150800,56950f8dfd36f1d037cf439af407ba607bff8e39e9ade3a0a743fe21e8b1ac5c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/108_DGE.tif,108_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,108,150800,204ed27efc6a0ee1c282ca62d6f1fda6040d4182f1314f672e5497b85a59b87d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/109_DGE.tif,109_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,109,150800,b0d2235cbad8145e8397bccf3a15d8459c6c1ae355c03421d409f20d6714180e
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/110_DGE.tif,110_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,110,150800,13620f99dae15e2aebad212581d444e1d75372d2140bb33d0c68ee270a0b98e7
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_5_1/111_DGE.tif,111_DGE.tif,2,2.0,Cow_5_1,1,Cow_5,5,111,150800,8fab12ff8406393de76a5f885cb966ca2471ec39640baf2b5f6421638b2d5811
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/20_DGE.tif,20_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,20,150800,60a045031ff019cafa66f81176107a9a851ea534ed153b4a9f9985a085e0455d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/21_DGE.tif,21_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,21,150800,26a6e28c263bfdfe0c7123d575aa91e126e75e924255c1b5bade7ca96b739bc2
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/22_DGE.tif,22_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,22,150800,0697f4787ad80c93f018ab4e680e118a218ad85c4989bfe6cf21c71fd70479dd
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/23_DGE.tif,23_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,23,150800,e20007a1cd99bd55143f6291bae5b23444d30509c84bd8c382c6976cfcf686bc
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/24_DGE.tif,24_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,24,150800,bb682f1adba8ee1b90f0739984705ae76cec30dc73c3930efc83513827587b19
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/25_DGE.tif,25_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,25,150800,e55ed22ed999c7bb4327b0b8193f8025db74f606b11fbce31c14a65853c92fa9
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/26_DGE.tif,26_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,26,150800,29f6aa15cc5a3002aa4ffc6ccdb12a6956716300841bfb57f34e85b0fb7ec298
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/27_DGE.tif,27_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,27,150800,fa58cc9ee48b1f5bb5e052272befa8d05908085491f6fa63671630c024f85b96
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/28_DGE.tif,28_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,28,150800,20bbee4c669078a41f81f6dc4d237685102b8323ab27d262d441b6bb7b4920c7
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/29_DGE.tif,29_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,29,150800,a348eea55d72cd55196779d4c559d5efdc730a04a73506dc6434d8d60f7a30d2
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/30_DGE.tif,30_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,30,150800,0b36863bbe9b8865ccf0b733179bb5ff489a62647758dd891086cbec2b275251
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/31_DGE.tif,31_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,31,150800,eb6de6d5739594d97a5e82160f5a1c5dcb5886cfec3331296049f2a5eeb7f577
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/32_DGE.tif,32_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,32,150800,dada636b22307bf29fbcd3832dc22f4f747f89745b6d9fc406233be0bb1da13b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/33_DGE.tif,33_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,33,150800,b15e03c948ba5040e05e77a8df75ff0b8c84a56485d43c62ac07e1afc328c46b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/34_DGE.tif,34_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,34,150800,b8dcebd9cb0417572b3416bc8567bf2ea3341fe11dd1a9a28c53be148b8d7fc6
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/35_DGE.tif,35_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,35,150800,902d8ddb7edc1538f61f3760edf72d78dfa195a75d364c8c95e916ad659a97d1
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/36_DGE.tif,36_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,36,150800,bf21715cf7eefc3985caf81f8b2ca8556327a5a211f3b70f8890fc71f0c0411a
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/37_DGE.tif,37_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,37,150800,ce31770aef08d87f80c1a8106fda782d6400a3d5a8e3458a4eaaff0b7f1fdcd1
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/38_DGE.tif,38_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,38,150800,ec60fd5ab884c89573e26588149711692d597037f77e13013883799b7eaef26e
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/39_DGE.tif,39_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,39,150800,4e481c0493ca236342ab5c8c06b414574d583cbc61a7e579261bd3ba9b1c6bb8
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/40_DGE.tif,40_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,40,150800,2e833c3377791c5a86f77a0b4f0713416149e71c50e24ef2c5e8d06d1211d001
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/41_DGE.tif,41_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,41,150800,9e06730dee53689074c3524c79304fc4e1a09cdb4e1e53d7ebd3ce0ea4a40d6d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/42_DGE.tif,42_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,42,150800,0723b5372d2cd36d33f0b9dc297d4c771d73fed35f3704ec7acee7603d26e58f
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/43_DGE.tif,43_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,43,150800,7ea715f106c156391b2a1db00422728b9fd7f1ad230362fdf27db1ea9e2ddb42
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/44_DGE.tif,44_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,44,150800,56aaca8fc65a5cb5b597e515a371e8b93c6c93edf0512fbe72c02271cd46ef56
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/45_DGE.tif,45_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,45,150800,f9cd86f013c0b87c0ddb951d24d95ffab4cdd4658889b9ee9314adf2960ef10c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/46_DGE.tif,46_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,46,150800,93c364969efd6dcc08b50d9f4464a363f5f72d14b460989b6e06e63fe13130a3
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/47_DGE.tif,47_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,47,150800,a6b9d5c09d1de484a4002a5251d85f2c27331a9c09d3c699823a99f207971fd2
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/48_DGE.tif,48_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,48,150800,fcd62c899d349186ca9e76eac041ebce72672f4292656e65c58bb535d6e9fc68
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/49_DGE.tif,49_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,49,150800,a6c33e3d1c91130ae580f9d9d15a01297081f4ad18b661afa3c466df887c1042
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/50_DGE.tif,50_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,50,150800,894cfcc66180fec9fe00e21972abbbc1d520cd9dce419c453ec9a7a5f6872d10
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/51_DGE.tif,51_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,51,150800,510c32d78a4cccc72e3c4256f6459416dd610357f67caf4134ce3cfaa6a1d8a3
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/52_DGE.tif,52_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,52,150800,e6a8f748ae9c07f185ce4f9ce25018683e3a674bd18fc225d9af09620cc17fc6
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/53_DGE.tif,53_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,53,150800,3e4f36b36adb50abcb70c0bfe45abcc26a62aac5fe3415063b3752609574406c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/54_DGE.tif,54_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,54,150800,93170b0faee33dcac88f667cdf041fd626dfe951bb4e1f9aeea941cea972c58b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/55_DGE.tif,55_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,55,150800,3a7bc79ed6d4ca0a784213235d98632db45f62af6cd5a7bb39764782e9dbb56a
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/56_DGE.tif,56_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,56,150800,33814548a152a887a6df9aeafc8ff2b2e283dbaa49b3f17c329293cb336a09e0
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/57_DGE.tif,57_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,57,150800,2fb6c990f638e08e20e0ac0bb94f568b318e83ec0cf546f1db0c81216e2ed7f7
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/58_DGE.tif,58_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,58,150800,c5e985ce54b6f92c1d89af9032ef7f280d94789a192f9f63cc9e866fb560247f
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/59_DGE.tif,59_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,59,150800,2e184e3f721f1e17e0c66d838c21b67f820b85d738b90590785b02c25bfafb3b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/60_DGE.tif,60_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,60,150800,8ffaad0c181418dfa3f00b74bb208f699ec8a6395f48bb2f4e7e5141f090bb6c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/61_DGE.tif,61_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,61,150800,a500bed15ec3dbf317515f61525f867d932b4b81af22a14616ef1b2eda7f9d5d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/62_DGE.tif,62_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,62,150800,5456fb5b9d588459763432e0c4ce70db999c1f984d8a4846ccb286ccccab4df7
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/63_DGE.tif,63_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,63,150800,50e3a4824d57438439f4050e1803e6d3e929a979b4798d8ab2eba388f965f20d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/64_DGE.tif,64_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,64,150800,b5f17c72f6a6f4dd62205e9bef70281ca2b21afa159a59a6da9c78c40ef22915
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/65_DGE.tif,65_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,65,150800,9d85614a76af96637576019f14fc8e81161c1710802ea4a6acee48eca091c51b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/66_DGE.tif,66_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,66,150800,f41f2d49c59f5a65e96e79df4e703ea1c5a3aefb6a088350d7207d8a7fea7aee
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/67_DGE.tif,67_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,67,150800,791f7e5c1f48dd43ceab1f6338a8b287c2114eb68e60c23f2af631814aaadef8
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/68_DGE.tif,68_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,68,150800,58f154b3b91d77f68cd33e20cb8ce1652cba2a6ac71767b99d13416590b4e978
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/69_DGE.tif,69_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,69,150800,e0b0718744d5220a8c8ef3e7351358381d43300925a3ab7e1f67d81d4ceab210
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/70_DGE.tif,70_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,70,150800,6dd55b982025b0aa432469e46915f9d0c0a1828dbaeed7e2058b27c38fbf3993
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/71_DGE.tif,71_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,71,150800,28d23cf3ba0762e89c39810628103fbe0470541b4b8b8ee871aa1910c31841a0
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/72_DGE.tif,72_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,72,150800,4221cf5717275949198b76accae2a038ace2745f599bc96e3c3471696915d869
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/73_DGE.tif,73_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,73,150800,0057c61ff580185af15d7ce068852b2200fb9f32f843fdaab7e2679428200504
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/74_DGE.tif,74_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,74,150800,dd9e67b94fc338ba027e9f64747b461b3e8e246eb9bc4723fae84a17d893ea64
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/75_DGE.tif,75_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,75,150800,970c6af8912ce8bb61fe1c714dd4678212a8f6b1d79a4462b6a3e268547ff9e2
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/76_DGE.tif,76_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,76,150800,3d6fe6f3323015ded964a3943e28b1932d8f3d16a1a43745784ed646e6de6193
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/77_DGE.tif,77_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,77,150800,f3b68fd547f5a2e085e0800388adfb83aaaad7d20384b45282a91c2bc932df69
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/78_DGE.tif,78_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,78,150800,fdc548b41e3f6fb3880f8064122ca0e421f18cf9172b92e25da0ad40c7dab4ef
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/79_DGE.tif,79_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,79,150800,bfd54ae576274780bc6b06c6bcfb3022469fc340d9e043a5603ba6299d5ff3b7
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/80_DGE.tif,80_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,80,150800,5ee3cf4b6a9fdd6f5df98944a773bb0f3b3c106e6687733b7ef78c0653edbe82
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/81_DGE.tif,81_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,81,150800,8580a247c89428457ea1ddb50b5b0aa512ed4d1a27810a3490bb865399f13562
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/82_DGE.tif,82_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,82,150800,36263d630107796f95491b1823ca3b1da154cdcb391956e5bf347253409c5184
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/83_DGE.tif,83_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,83,150800,1db71658b6a7bbe5712e79f2c1e2c7fba1b92d80759bb35cf91a9f321ee54fb9
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/84_DGE.tif,84_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,84,150800,3a5b71b0f9b4c966bd34505fe927d509f3293a418aa02cfcd8fea61104a21f84
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/85_DGE.tif,85_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,85,150800,0fa27f4ad1dca84875a80afd81b6895e6997edd7e74a530dc71a5cac6d10b7a6
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/86_DGE.tif,86_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,86,150800,f9491a5d7fb37911612bc98a8eef775d0b8e880ceb8396694c5da4e0f2a146a3
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/87_DGE.tif,87_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,87,150800,2d9e0bf8085f25ebf7f6c76b7915d0a8d713e975c08242a125aac35d573dd0b4
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/88_DGE.tif,88_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,88,150800,56534dcedbec5e2ea14ba37f7b9203e445a59c2beab32b1e716e22b8b455ed7b
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/89_DGE.tif,89_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,89,150800,275daf49ceaac756b2b0bf8a1dd7c7da65b20219f9389156440e73d623021b60
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/90_DGE.tif,90_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,90,150800,d385dca3ac31d8dbe7a12cf8e1f059186ff26660aa0265391d165e70665a56d3
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/91_DGE.tif,91_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,91,150800,cea65dd89ece833f0c5bb4676952b9ad6a4a44f364cac2468a815c8582865cb6
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/92_DGE.tif,92_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,92,150800,21849e760dc86a0ef722d40474e8efe1e363abe202759b707bedf3809974caed
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/93_DGE.tif,93_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,93,150800,8a8032cc13248eb10664fb2bcfc5c4ff1d785e8e3530ef2258caabb0c3d5c0fc
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/94_DGE.tif,94_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,94,150800,0e0393ba276f08d87ef09c7925f3185bd45a4242d0b1547c02e3620fc936890c
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/95_DGE.tif,95_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,95,150800,ebdc6dcae0f7f3fbe2c03682dbc54fa4ccbbf47535c6d1cdd4357c239feb2a6d
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/96_DGE.tif,96_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,96,150800,54c6d38cb0a5499c10a9856d108d29a92a09e2392d713a809a995b7e76085065
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/97_DGE.tif,97_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,97,150800,b5180d9f5a80c8ecc5a7a6da04574263a7453e5103a5b5089caf9fd62bad5875
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/98_DGE.tif,98_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,98,150800,09adc166a7327a091b438e5ac0613ad7f5c36b33833918d2cd0d83c3f358ccfe
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/99_DGE.tif,99_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,99,150800,5d85894c66c63771ea731f75344a8b2eb02f8b7280e7dacd9c62554529df29db
datasets/bcs/dryad_bcs/Total_sorted_DGE_images/2/Cow_11/100_DGE.tif,100_DGE.tif,2,2.0,Cow_11,main,Cow_11,11,100,150800,059d929347990f92c93d51a8402179e1cc2fac1c3eb702879dbe14aa70f0ae29
