sample_id,image_path,cow_id,session,bcs,source_filename,width,height,selection_seed
ruchay_audit_082,datasets/bcs/external/ruchay2026/samples/27.03.2025/589/rgb/11.29.33.491.png,1645,27.03.2025,4.75,11.29.33.491.png,1920,1080,2026
ruchay_audit_083,datasets/bcs/external/ruchay2026/samples/27.03.2025/592/rgb/11.30.19.573.png,2801,27.03.2025,4.75,11.30.19.573.png,1920,1080,2026
ruchay_audit_084,datasets/bcs/external/ruchay2026/samples/27.03.2025/662/rgb/11.48.23.378.png,2886,27.03.2025,4.75,11.48.23.378.png,1920,1080,2026
ruchay_audit_085,datasets/bcs/external/ruchay2026/samples/27.03.2025/577/rgb/11.26.27.762.png,4019,27.03.2025,4.75,11.26.27.762.png,1920,1080,2026
ruchay_audit_086,datasets/bcs/external/ruchay2026/samples/27.03.2025/578/rgb/11.26.42.711.png,4645,27.03.2025,4.75,11.26.42.711.png,1920,1080,2026
ruchay_audit_087,datasets/bcs/external/ruchay2026/samples/27.03.2025/584/rgb/11.28.15.379.png,4861,27.03.2025,4.75,11.28.15.379.png,1920,1080,2026
ruchay_audit_088,datasets/bcs/external/ruchay2026/samples/27.03.2025/546/rgb/11.18.22.443.png,6487,27.03.2025,4.75,11.18.22.443.png,1920,1080,2026
ruchay_audit_089,datasets/bcs/external/ruchay2026/samples/27.03.2025/579/rgb/11.26.57.839.png,6532,27.03.2025,4.75,11.26.57.839.png,1920,1080,2026
ruchay_audit_090,datasets/bcs/external/ruchay2026/samples/27.03.2025/590/rgb/11.29.50.013.png,410615,27.03.2025,4.75,11.29.50.013.png,1920,1080,2026
ruchay_audit_091,datasets/bcs/external/ruchay2026/samples/27.03.2025/618/rgb/11.37.03.032.png,1408,27.03.2025,5.0,11.37.03.032.png,1920,1080,2026
ruchay_audit_092,datasets/bcs/external/ruchay2026/samples/27.03.2025/530/rgb/11.07.06.966.png,1606,27.03.2025,5.0,11.07.06.966.png,1920,1080,2026
ruchay_audit_093,datasets/bcs/external/ruchay2026/samples/27.03.2025/629/rgb/11.39.50.688.png,2625,27.03.2025,5.0,11.39.50.688.png,1920,1080,2026
ruchay_audit_094,datasets/bcs/external/ruchay2026/samples/27.03.2025/569/rgb/11.24.22.251.png,2628,27.03.2025,5.0,11.24.22.251.png,1920,1080,2026
ruchay_audit_095,datasets/bcs/external/ruchay2026/samples/27.03.2025/617/rgb/11.36.46.618.png,3671,27.03.2025,5.0,11.36.46.618.png,1920,1080,2026
ruchay_audit_096,datasets/bcs/external/ruchay2026/samples/27.03.2025/532/rgb/11.08.15.229.png,4628,27.03.2025,5.0,11.08.15.229.png,1920,1080,2026
ruchay_audit_097,datasets/bcs/external/ruchay2026/samples/27.03.2025/587/rgb/11.29.01.626.png,6213,27.03.2025,5.0,11.29.01.626.png,1920,1080,2026
ruchay_audit_098,datasets/bcs/external/ruchay2026/samples/27.03.2025/647/rgb/11.44.30.360.png,6354,27.03.2025,5.0,11.44.30.360.png,1920,1080,2026
ruchay_audit_099,datasets/bcs/external/ruchay2026/samples/27.03.2025/529/rgb/11.05.37.075.png,6410,27.03.2025,5.0,11.05.37.075.png,1920,1080,2026
ruchay_audit_100,datasets/bcs/external/ruchay2026/samples/27.03.2025/591/rgb/11.30.05.185.png,6802,27.03.2025,5.0,11.30.05.185.png,1920,1080,2026
