sample_id,dataset,ground_truth,raw_physical_pred,raw_physical_score,second_pred,second_score,score_margin,pred_with_margin_rejection,is_rejected,input_mode,prob_front,prob_front_oblique,prob_side,prob_rear_oblique,prob_rear
vp2_0038,MmCows,front-oblique,front,0.6074630618095398,side,0.28654155135154724,0.32092151045799255,front,False,rtdetr_crop,0.60746306,0.043426033,0.28654155,0.0051256525,0.05744376
vp2_0039,MmCows,unknown / ambiguous,front,0.7137618660926819,side,0.22865547239780426,0.4851063936948776,front,False,full_image_fallback,0.71376187,0.040918496,0.22865547,7.311092e-05,0.016591046
vp2_0040,MmCows,side,front,0.806564450263977,side,0.17147338390350342,0.6350910663604736,front,False,rtdetr_crop,0.80656445,0.011100732,0.17147338,0.00010071416,0.010760732
vp2_0041,MmCows,side,front,0.8334250450134277,rear,0.12659242749214172,0.706832617521286,front,False,rtdetr_crop,0.83342505,0.023878584,0.0098969685,0.0062070237,0.12659243
vp2_0042,MmCows,side,side,0.7416578531265259,front-oblique,0.12698087096214294,0.6146769821643829,side,False,rtdetr_crop,0.114325784,0.12698087,0.74165785,0.008506138,0.008529337
vp2_0043,MmCows,side,rear,0.4589313566684723,side,0.30017465353012085,0.15875670313835144,rear,False,rtdetr_crop,0.23727588,0.0013785171,0.30017465,0.0022395074,0.45893136
vp2_0044,MmCows,side,front,0.9780433177947998,front-oblique,0.010924006812274456,0.9671193109825253,front,False,rtdetr_crop,0.9780433,0.010924007,0.00938133,6.6121817e-07,0.0016506566
vp2_0045,MmCows,rear-oblique,front,0.5278549194335938,front-oblique,0.17703843116760254,0.3508164882659912,front,False,rtdetr_crop,0.5278549,0.17703843,0.09095468,0.044397358,0.15975468
vp2_0046,MmCows,side,front,0.9929085969924927,side,0.0036003212444484234,0.9893082757480443,front,False,rtdetr_crop,0.9929086,0.0017623726,0.0036003212,0.0007367949,0.0009920505
vp2_0047,MmCows,side,rear,0.883906900882721,front,0.08563775569200516,0.7982691451907158,rear,False,rtdetr_crop,0.085637756,7.67833e-05,0.0251678,0.00521083,0.8839069
vp2_0048,MmCows,side,side,0.44586730003356934,rear,0.3990899920463562,0.046777307987213135,unknown / ambiguous,True,rtdetr_crop,0.13289352,0.01099321,0.4458673,0.0111559825,0.39909
vp2_0049,MmCows,rear,rear,0.5343188643455505,side,0.29622307419776917,0.23809579014778137,rear,False,full_image_fallback,0.11302456,0.03553514,0.29622307,0.020898346,0.53431886
vp2_0050,MmCows,side,front,0.5242812037467957,side,0.2553249001502991,0.2689563035964966,front,False,rtdetr_crop,0.5242812,0.08298243,0.2553249,0.0044177035,0.13299376
vp2_0051,MmCows,side,rear,0.9024646282196045,side,0.09433162957429886,0.8081329986453056,rear,False,rtdetr_crop,0.00088071957,0.00094813673,0.09433163,0.0013750446,0.9024646
vp2_0052,MmCows,side,rear,0.9727118611335754,side,0.02425704151391983,0.9484548196196556,rear,False,rtdetr_crop,0.00088423403,7.6242206e-05,0.024257042,0.002070563,0.97271186
vp2_0053,MmCows,side,side,0.8405935168266296,rear,0.09669051319360733,0.7439030036330223,side,False,rtdetr_crop,0.050978664,0.004649351,0.8405935,0.007087988,0.09669051
vp2_0054,MmCows,rear-oblique,rear,0.4920223355293274,front,0.38722896575927734,0.10479336977005005,rear,False,rtdetr_crop,0.38722897,0.06183131,0.050818294,0.0080990745,0.49202234
vp2_0055,MmCows,unknown / ambiguous,side,0.7461199760437012,front,0.16381651163101196,0.5823034644126892,side,False,rtdetr_crop,0.16381651,0.014237703,0.74612,0.051432513,0.024393313
vp2_0056,MmCows,side,front,0.8185428977012634,side,0.1082834005355835,0.7102594971656799,front,False,rtdetr_crop,0.8185429,0.0106985355,0.1082834,0.005015761,0.05745934
vp2_0057,MmCows,front-oblique,rear,0.6209937930107117,front,0.17362350225448608,0.4473702907562256,rear,False,rtdetr_crop,0.1736235,0.057930335,0.13931665,0.008135677,0.6209938
vp2_0058,MmCows,side,rear,0.7335751056671143,side,0.25263553857803345,0.4809395670890808,rear,False,rtdetr_crop,0.013270577,0.0004982652,0.25263554,2.0568843e-05,0.7335751
vp2_0059,MmCows,side,rear,0.3883820176124573,front,0.3299499452114105,0.05843207240104675,unknown / ambiguous,True,rtdetr_crop,0.32994995,0.007543844,0.2735522,0.0005720838,0.38838202
vp2_0060,MmCows,rear,side,0.4675912857055664,front,0.27932778000831604,0.18826350569725037,side,False,full_image_fallback,0.27932778,0.20377414,0.4675913,0.00014452619,0.049162246
vp2_0061,MmCows,unknown / ambiguous,front,0.8441581726074219,side,0.12609274685382843,0.7180654257535934,front,False,rtdetr_crop,0.8441582,0.0018213384,0.12609275,3.8526014e-05,0.027889198
vp2_0062,MmCows,side,front,0.9265037178993225,side,0.06013926863670349,0.866364449262619,front,False,rtdetr_crop,0.9265037,0.0044874502,0.06013927,0.00029965886,0.008569914
vp2_0063,MmCows,rear-oblique,rear,0.6072754263877869,side,0.3486269414424896,0.25864848494529724,rear,False,full_image_fallback,0.030520266,0.0045155776,0.34862694,0.009061787,0.6072754
vp2_0064,MmCows,side,side,0.9860621094703674,rear,0.010238033719360828,0.9758240757510066,side,False,rtdetr_crop,0.00085554534,0.00018402011,0.9860621,0.002660332,0.010238034
vp2_0065,MmCows,unknown / ambiguous,rear,0.9545258283615112,side,0.04244028404355049,0.9120855443179607,rear,False,rtdetr_crop,0.002290534,1.1234214e-05,0.042440284,0.0007320463,0.9545258
vp2_0066,MmCows,side,front,0.5958589911460876,rear,0.2612607479095459,0.33459824323654175,front,False,rtdetr_crop,0.595859,0.03360217,0.097537935,0.011740152,0.26126075
vp2_0067,MmCows,side,front,0.9989346861839294,rear,0.0005927735473960638,0.9983419126365334,front,False,rtdetr_crop,0.9989347,0.00022004296,0.00017055083,8.199172e-05,0.00059277355
vp2_0068,SideViewCows2026,side,front,0.8965761661529541,front-oblique,0.08646829426288605,0.810107871890068,front,False,rtdetr_crop,0.89657617,0.086468294,0.016171094,0.00027420526,0.0005102353
vp2_0069,SideViewCows2026,side,front,0.8282536864280701,rear,0.11898975819349289,0.7092639282345772,front,False,rtdetr_crop,0.8282537,0.0058417227,0.039849535,0.007065317,0.11898976
vp2_0070,SideViewCows2026,side,front,0.6009819507598877,rear,0.20950435101985931,0.3914775997400284,front,False,rtdetr_crop,0.60098195,0.003979589,0.17482904,0.010705138,0.20950435
vp2_0071,SideViewCows2026,side,front,0.9753605723381042,side,0.012317394837737083,0.9630431775003672,front,False,rtdetr_crop,0.9753606,0.009963494,0.012317395,2.3937832e-06,0.0023561015
vp2_0072,SideViewCows2026,side,side,0.6564615964889526,rear,0.3206239938735962,0.33583760261535645,side,False,rtdetr_crop,0.012941476,0.00044395306,0.6564616,0.00952895,0.320624
vp2_0073,SideViewCows2026,side,front-oblique,0.5678662657737732,front,0.28672730922698975,0.28113895654678345,front-oblique,False,rtdetr_crop,0.2867273,0.56786627,0.09668586,0.00017307095,0.048547443
vp2_0074,SideViewCows2026,side,side,0.73395836353302,front,0.18598714470863342,0.5479712188243866,side,False,rtdetr_crop,0.18598714,0.0049126656,0.73395836,0.00035163885,0.0747902
vp2_0075,SideViewCows2026,side,front,0.40659141540527344,rear,0.2878148853778839,0.11877653002738953,front,False,rtdetr_crop,0.40659142,0.1592759,0.083130665,0.06318712,0.2878149
vp2_0076,SideViewCows2026,side,rear,0.9456892609596252,side,0.04374241083860397,0.9019468501210213,rear,False,rtdetr_crop,0.00965196,2.7719243e-06,0.04374241,0.00091370073,0.94568926
vp2_0077,SideViewCows2026,side,front,0.7385503053665161,side,0.20717856287956238,0.5313717424869537,front,False,rtdetr_crop,0.7385503,0.001260307,0.20717856,0.0383778,0.014633009
vp2_0078,SideViewCows2026,side,front,0.5578396916389465,rear,0.40965721011161804,0.1481824815273285,front,False,rtdetr_crop,0.5578397,0.00018509534,0.028813096,0.0035048935,0.4096572
vp2_0079,SideViewCows2026,side,front,0.4904039204120636,side,0.42175164818763733,0.06865227222442627,unknown / ambiguous,True,rtdetr_crop,0.49040392,0.058358204,0.42175165,0.0006452071,0.028841086
vp2_0080,SideViewCows2026,side,rear,0.83946293592453,side,0.11497698724269867,0.7244859486818314,rear,False,rtdetr_crop,0.034945384,0.0002317453,0.11497699,0.010382981,0.83946294
vp2_0081,SideViewCows2026,side,rear,0.88875412940979,side,0.10497472435235977,0.7837794050574303,rear,False,rtdetr_crop,0.002879658,0.0027318501,0.104974724,0.0006596378,0.8887541
vp2_0082,SideViewCows2026,side,front,0.9809378981590271,side,0.009553220123052597,0.9713846780359745,front,False,rtdetr_crop,0.9809379,0.0011695087,0.00955322,6.352604e-05,0.008275918
vp2_0083,SideViewCows2026,side,rear,0.8534438610076904,front,0.12046189606189728,0.7329819649457932,rear,False,rtdetr_crop,0.120461896,0.014874576,0.007482488,0.003737245,0.85344386
vp2_0084,SideViewCows2026,side,rear,0.8653209209442139,side,0.10810347646474838,0.7572174444794655,rear,False,rtdetr_crop,0.0034814929,0.0078316005,0.10810348,0.015262624,0.8653209
vp2_0085,SideViewCows2026,side,rear,0.860612154006958,front,0.13405802845954895,0.7265541255474091,rear,False,rtdetr_crop,0.13405803,0.00027866845,0.00217836,0.0028727478,0.86061215
vp2_0086,SideViewCows2026,side,rear,0.7904839515686035,side,0.20362220704555511,0.5868617445230484,rear,False,rtdetr_crop,0.00062210986,0.0002974685,0.2036222,0.0049741785,0.79048395
vp2_0087,SideViewCows2026,side,rear,0.5821006298065186,front,0.3322499394416809,0.24985069036483765,rear,False,rtdetr_crop,0.33224994,0.021059787,0.063847646,0.00074202,0.58210063
vp2_0088,SideViewCows2026,side,side,0.5090665221214294,rear,0.4037558138370514,0.10531070828437805,side,False,rtdetr_crop,0.01268699,0.07319511,0.5090665,0.0012956106,0.4037558
vp2_0089,SideViewCows2026,side,front,0.7771591544151306,side,0.0952887237071991,0.6818704307079315,front,False,rtdetr_crop,0.77715915,0.051762864,0.09528872,0.01831869,0.057470527
vp2_0090,SideViewCows2026,side,front,0.6707949042320251,rear,0.1501968652009964,0.5205980390310287,front,False,rtdetr_crop,0.6707949,0.05290197,0.11909675,0.0070095146,0.15019687
vp2_0091,SideViewCows2026,side,front-oblique,0.8925432562828064,front,0.06704439967870712,0.8254988566040993,front-oblique,False,rtdetr_crop,0.0670444,0.89254326,0.029166503,0.002797033,0.008448769
vp2_0092,SideViewCows2026,side,side,0.9931339025497437,rear,0.006191460881382227,0.9869424416683614,side,False,rtdetr_crop,8.771599e-05,0.00052183046,0.9931339,6.5045024e-05,0.006191461
vp2_0093,SideViewCows2026,side,rear,0.9149690270423889,side,0.07398594915866852,0.8409830778837204,rear,False,rtdetr_crop,0.0060035638,0.00055436534,0.07398595,0.00448714,0.914969
vp2_0094,SideViewCows2026,side,side,0.6494666934013367,front,0.18196693062782288,0.4674997627735138,side,False,rtdetr_crop,0.18196693,0.021629246,0.6494667,0.03277586,0.11416125
vp2_0095,SideViewCows2026,side,front,0.8279334306716919,front-oblique,0.12204692512750626,0.7058865055441856,front,False,rtdetr_crop,0.82793343,0.122046925,0.033288278,0.0015859766,0.015145434
vp2_0096,SideViewCows2026,side,front,0.958366870880127,rear,0.02753976546227932,0.9308271054178476,front,False,rtdetr_crop,0.9583669,0.0031451774,0.01093314,1.513757e-05,0.027539765
vp2_0097,SideViewCows2026,side,front,0.9730038642883301,front-oblique,0.016158685088157654,0.9568451792001724,front,False,rtdetr_crop,0.97300386,0.016158685,0.0025720159,0.001653742,0.0066117076
vp2_0098,SideViewCows2026,side,front,0.7364578247070312,front-oblique,0.18187768757343292,0.5545801371335983,front,False,rtdetr_crop,0.7364578,0.18187769,0.033002626,0.0042787422,0.044383124
vp2_0099,SideViewCows2026,side,front,0.5865768194198608,front-oblique,0.3624805808067322,0.22409623861312866,front,False,rtdetr_crop,0.5865768,0.36248058,0.016953979,0.001962928,0.03202568
vp2_0100,SideViewCows2026,side,front,0.6363018751144409,rear,0.2257242351770401,0.4105776399374008,front,False,rtdetr_crop,0.6363019,0.1178762,0.019977648,0.00012006655,0.22572424
