sample_id,dataset,category_or_subset,image_path,model_name,detector_name,crop_x1,crop_y1,crop_x2,crop_y2,pose_detector_status,inference_status,inference_time_ms,num_returned_keypoints,mean_raw_confidence,median_raw_confidence,num_below_vis_threshold,num_above_vis_threshold,vis_threshold,keypoints_inside_mask_rate,failure_reason
sample_0017,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1166_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,1023,576,detector_detected,pose_output_returned,507.1,39,0.2495,0.2089,18,21,0.2,,
sample_0018,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1785_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,271,87,689,550,detector_detected,pose_output_returned,445.43,39,0.2658,0.2279,15,24,0.2,,
sample_0019,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1169_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,200,0,844,576,detector_detected,pose_output_returned,436.38,39,0.249,0.196,20,19,0.2,,
sample_0020,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_372_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,375,0,784,574,detector_detected,pose_output_returned,478.04,39,0.2796,0.2383,11,28,0.2,,
sample_0021,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,266,90,607,571,detector_detected,pose_output_returned,493.83,39,0.3385,0.3035,9,30,0.2,,
sample_0022,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1215_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,204,0,815,576,detector_no_detection,pose_detector_failure,409.42,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0023,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,460,0,919,574,detector_detected,pose_output_returned,471.17,39,0.2791,0.2836,15,24,0.2,,
sample_0024,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1857_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,263,0,1023,576,detector_detected,pose_output_returned,485.42,39,0.2661,0.2287,14,25,0.2,,
sample_0025,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1781_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,173,0,743,576,detector_detected,pose_output_returned,432.41,39,0.2491,0.2175,19,20,0.2,,
sample_0026,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_574_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,458,0,942,574,detector_detected,pose_output_returned,459.86,39,0.2325,0.2175,18,21,0.2,,
sample_0027,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_635_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,277,0,967,576,detector_detected,pose_output_returned,446.69,39,0.311,0.2869,11,28,0.2,,
sample_0028,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1259_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,405,0,876,574,detector_detected,pose_output_returned,459.83,39,0.271,0.2397,12,27,0.2,,
sample_0029,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1422_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,392,55,668,574,detector_detected,pose_output_returned,505.53,39,0.2502,0.2545,16,23,0.2,,
sample_0030,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3170_5.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,201,0,827,576,detector_detected,pose_output_returned,442.78,39,0.2209,0.1868,21,18,0.2,,
sample_0031,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_2015_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,473,61,755,574,detector_detected,pose_output_returned,497.15,39,0.2982,0.2432,14,25,0.2,,
sample_0032,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_2002_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,398,93,673,570,detector_detected,pose_output_returned,502.16,39,0.3495,0.3298,9,30,0.2,,
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,421,0,816,575,detector_detected,pose_output_returned,485.43,39,0.2545,0.2224,16,23,0.2,,
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,186,0,1023,576,detector_detected,pose_output_returned,499.62,39,0.326,0.3099,12,27,0.2,,
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,260,100,616,573,detector_detected,pose_output_returned,462.52,39,0.2597,0.2233,15,24,0.2,,
sample_0036,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_886_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,292,6,854,575,detector_detected,pose_output_returned,433.23,39,0.3147,0.2382,11,28,0.2,,
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,486,0,889,574,detector_detected,pose_output_returned,486.79,39,0.2779,0.2825,11,28,0.2,,
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,333,75,652,574,detector_detected,pose_output_returned,527.48,39,0.2721,0.238,12,27,0.2,,
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,0,1024,576,detector_detected,pose_output_returned,519.72,39,0.2614,0.2437,14,25,0.2,,
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,520.66,39,0.2185,0.1866,22,17,0.2,,
sample_0041,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1461_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0042,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1272_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0043,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\R-i10959.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,244,0,862,576,detector_detected,pose_output_returned,427.72,39,0.3043,0.2981,14,25,0.2,,
sample_0044,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1499_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,210,0,715,576,detector_detected,pose_output_returned,459.8,39,0.2718,0.2471,14,25,0.2,,
sample_0045,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_3294_5.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,115,0,701,576,detector_detected,pose_output_returned,418.57,39,0.2583,0.2226,17,22,0.2,,
sample_0046,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\YM_1765_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,285,64,609,572,detector_detected,pose_output_returned,499.24,39,0.3883,0.3826,13,26,0.2,,
sample_0047,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_281_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0048,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\YM_252_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,316,1,786,575,detector_detected,pose_output_returned,470.97,39,0.3353,0.3111,9,30,0.2,,
sample_0049,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1460_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,859,576,detector_detected,pose_output_returned,492.23,39,0.285,0.2616,11,28,0.2,,
sample_0050,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\YM_262_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,403,0,802,575,detector_detected,pose_output_returned,488.36,39,0.3892,0.3323,5,34,0.2,,
sample_0051,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\YM_301_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,514,0,867,575,detector_detected,pose_output_returned,527.69,39,0.2754,0.1842,21,18,0.2,,
sample_0052,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\YM_654_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,492,0,882,575,detector_detected,pose_output_returned,487.81,39,0.3487,0.2817,9,30,0.2,,
sample_0053,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\R-i7301.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,186,0,807,576,detector_detected,pose_output_returned,419.98,39,0.3189,0.2637,15,24,0.2,,
sample_0054,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1815_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_no_detection,pose_detector_failure,485.8,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0055,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_3286_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,21,0,725,576,detector_no_detection,pose_detector_failure,440.14,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0056,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2597_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0057,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_291_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,1024,576,detector_detected,pose_output_returned,510.45,39,0.3123,0.2712,11,28,0.2,,
sample_0058,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1806_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,519.48,39,0.2845,0.2276,15,24,0.2,,
sample_0059,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2163_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0060,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_55_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,506.27,39,0.2704,0.2308,12,27,0.2,,
sample_0061,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_328_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,525.02,39,0.2775,0.2078,17,22,0.2,,
sample_0062,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_540_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,244,0,839,576,detector_no_detection,pose_detector_failure,406.91,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0063,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_289_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,363,0,770,574,detector_detected,pose_output_returned,485.02,39,0.3066,0.2519,9,30,0.2,,
sample_0064,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_1459_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,292,60,661,573,detector_detected,pose_output_returned,482.0,39,0.3005,0.2776,8,31,0.2,,
sample_0065,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_1981_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,234,1,639,571,detector_detected,pose_output_returned,483.41,39,0.3851,0.326,5,34,0.2,,
sample_0066,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_853_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,1024,576,detector_detected,pose_output_returned,523.91,39,0.335,0.2869,9,30,0.2,,
sample_0067,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_1356_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,358,18,732,571,detector_detected,pose_output_returned,490.58,39,0.2985,0.1643,20,19,0.2,,
sample_0068,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_3041_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,204,0,800,576,detector_detected,pose_output_returned,427.36,39,0.3708,0.3142,5,34,0.2,,
sample_0069,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2821_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,69,0,1023,576,detector_no_detection,pose_detector_failure,510.99,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0070,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\R-i7065.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,40,0,839,576,detector_detected,pose_output_returned,493.31,39,0.2855,0.2544,17,22,0.2,,
sample_0071,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_1212_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,524.99,39,0.2365,0.2016,18,21,0.2,,
sample_0072,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_576_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,64,0,675,576,detector_detected,pose_output_returned,433.38,39,0.2569,0.2182,16,23,0.2,,
sample_0073,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_1092_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,403,270,948,572,detector_no_detection,pose_detector_failure,496.12,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0074,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_206_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,297,0,1021,575,detector_detected,pose_output_returned,476.06,39,0.241,0.1634,21,18,0.2,,
sample_0075,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_3317_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,506.24,39,0.3033,0.2959,15,24,0.2,,
sample_0076,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_728_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,515,0,866,575,detector_detected,pose_output_returned,530.72,39,0.313,0.2415,12,27,0.2,,
sample_0077,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_1467_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,287,69,645,573,detector_detected,pose_output_returned,514.4,39,0.3155,0.2661,8,31,0.2,,
sample_0078,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_472_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,956,576,detector_detected,pose_output_returned,526.82,39,0.2639,0.2427,13,26,0.2,,
sample_0079,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\YM_819_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,770,575,detector_detected,pose_output_returned,469.87,39,0.2399,0.187,21,18,0.2,,
sample_0080,ScienceDB,BCS_4.0,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2286_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,189,0,723,576,detector_detected,pose_output_returned,444.76,39,0.302,0.3009,11,28,0.2,,
sample_0081,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_500_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,268,0,795,576,detector_detected,pose_output_returned,440.03,39,0.3594,0.3276,9,30,0.2,,
sample_0082,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_1144_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,486,1,887,571,detector_detected,pose_output_returned,480.55,39,0.2949,0.2649,16,23,0.2,,
sample_0083,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2916_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0084,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_682_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,368,0,834,575,detector_detected,pose_output_returned,463.81,39,0.282,0.2439,9,30,0.2,,
sample_0085,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_1201_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,420,0,904,575,detector_detected,pose_output_returned,450.55,39,0.2979,0.269,14,25,0.2,,
sample_0086,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_801_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,508.77,39,0.2008,0.1637,26,13,0.2,,
sample_0087,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_303_5.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_no_detection,pose_detector_failure,503.38,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0088,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_144_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,165,0,1024,576,detector_detected,pose_output_returned,499.66,39,0.2659,0.2288,14,25,0.2,,
