sample_id,dataset,category_or_subset,image_path,model_name,detection_idx,num_detections,detection_status,box_x1,box_y1,box_x2,box_y2,confidence,inference_time_ms,image_width,image_height
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,6,6,detected,708.92,0.33,1023.82,576.33,0.282,94.98,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,1,4,detected,315.85,65.49,750.43,568.62,0.9061,26.03,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,2,4,detected,501.47,0.0,630.43,163.28,0.8987,26.03,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,3,4,detected,871.54,40.94,1023.76,353.64,0.7153,26.03,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,4,4,detected,769.58,0.04,839.74,114.93,0.351,26.03,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,1,12,detected,285.55,75.39,768.82,570.67,0.9975,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,2,12,detected,870.59,47.39,1021.44,312.83,0.9927,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,3,12,detected,504.57,0.54,629.14,164.32,0.9855,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,4,12,detected,826.2,17.91,907.48,205.74,0.9571,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,5,12,detected,924.12,95.82,1022.0,363.7,0.9546,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,6,12,detected,778.58,1.5,839.66,111.19,0.8789,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,7,12,detected,834.21,28.52,1015.26,209.66,0.8767,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,8,12,detected,790.79,13.91,918.36,113.74,0.7156,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,9,12,detected,770.93,1.97,814.76,105.02,0.5505,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,10,12,detected,339.8,471.75,502.71,573.57,0.4487,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,11,12,detected,821.7,11.2,1020.24,109.23,0.4233,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,12,12,detected,830.35,16.09,904.45,86.82,0.2619,485.87,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,1,18,detected,280.2,65.67,749.65,572.33,0.9265,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,2,18,detected,501.21,-0.09,633.58,165.3,0.9054,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,3,18,detected,871.42,35.03,1022.65,289.92,0.8093,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,4,18,detected,924.53,95.88,1023.99,359.6,0.7277,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,5,18,detected,806.9,16.28,902.43,199.34,0.6284,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,6,18,detected,339.07,471.57,502.91,575.62,0.4462,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,7,18,detected,782.64,25.44,841.58,113.36,0.4008,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,8,18,detected,837.83,0.36,1014.0,88.38,0.3701,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,9,18,detected,766.57,0.13,830.64,57.98,0.3476,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,10,18,detected,648.28,1.56,741.24,178.55,0.3376,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,11,18,detected,271.48,115.71,371.63,334.32,0.3194,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,12,18,detected,767.27,0.12,835.28,110.66,0.3135,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,13,18,detected,873.69,12.0,1014.29,87.32,0.3027,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,14,18,detected,883.23,16.88,1016.22,89.57,0.2771,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,15,18,detected,272.58,115.46,335.85,229.34,0.2624,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,16,18,detected,838.08,-0.14,880.5,20.34,0.2534,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,17,18,detected,272.64,115.8,371.33,232.59,0.2531,94.14,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,18,18,detected,885.43,17.92,988.64,73.45,0.2518,94.14,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,YOLOv8s,1,3,detected,264.14,92.88,608.71,570.34,0.8803,25.22,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,YOLOv8s,2,3,detected,769.33,8.22,872.47,138.45,0.4735,25.22,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,YOLOv8s,3,3,detected,514.92,1.46,613.6,149.43,0.2646,25.22,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,1,7,detected,222.47,94.41,616.98,571.98,0.9995,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,2,7,detected,943.7,67.14,1024.0,268.62,0.9951,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,3,7,detected,515.7,0.55,612.77,160.29,0.9892,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,4,7,detected,781.05,15.83,869.75,138.04,0.9857,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,5,7,detected,926.23,48.43,989.85,256.42,0.9212,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,6,7,detected,864.19,16.85,938.39,186.32,0.8987,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,FasterRCNN_v2,7,7,detected,805.0,9.16,917.24,173.48,0.5987,488.11,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,1,16,detected,266.19,90.24,607.2,570.7,0.9438,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,2,16,detected,514.65,0.38,619.37,155.74,0.8583,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,3,16,detected,945.12,73.75,1023.95,290.0,0.8132,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,4,16,detected,862.95,13.47,936.85,188.3,0.7636,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,5,16,detected,773.9,2.75,874.83,140.03,0.7061,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,6,16,detected,511.08,391.16,727.12,575.61,0.5983,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,7,16,detected,924.05,42.37,967.36,221.92,0.4788,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,8,16,detected,924.71,42.79,1023.72,227.12,0.4401,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,9,16,detected,791.99,49.95,862.03,138.0,0.3542,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,10,16,detected,660.34,330.88,807.77,487.61,0.3482,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,11,16,detected,512.86,329.98,809.53,575.14,0.3366,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,12,16,detected,649.0,0.77,743.42,181.3,0.3352,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,13,16,detected,2.07,303.07,154.88,497.16,0.3248,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,14,16,detected,590.19,330.02,807.8,489.86,0.2911,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,15,16,detected,649.84,0.56,741.11,129.2,0.2823,93.39,1024,576
sample_0007,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1724_4.jpg,RT-DETR-L,16,16,detected,-0.07,409.21,71.58,558.4,0.2528,93.39,1024,576
sample_0008,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1215_4.jpg,YOLOv8s,0,0,no_detection,,,,,,24.27,1024,576
sample_0008,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1215_4.jpg,FasterRCNN_v2,1,1,detected,74.74,9.22,911.48,569.22,0.6013,487.48,1024,576
sample_0008,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1215_4.jpg,RT-DETR-L,1,1,detected,204.18,0.17,815.01,576.15,0.253,94.33,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,YOLOv8s,1,2,detected,459.37,1.4,894.99,563.88,0.9084,24.96,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,YOLOv8s,2,2,detected,0.45,0.53,128.03,196.67,0.6126,24.96,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,FasterRCNN_v2,1,3,detected,449.41,3.01,936.27,571.34,0.9982,488.46,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,FasterRCNN_v2,2,3,detected,0.59,1.49,155.37,217.98,0.8778,488.46,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,FasterRCNN_v2,3,3,detected,374.93,409.64,555.74,572.92,0.5014,488.46,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,1,7,detected,459.91,0.03,918.54,573.63,0.9618,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,2,7,detected,373.36,408.83,567.91,575.21,0.8794,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,3,7,detected,-0.32,0.28,155.5,226.65,0.6558,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,4,7,detected,160.5,0.33,237.23,100.38,0.5771,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,5,7,detected,79.34,0.39,156.68,104.3,0.3751,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,6,7,detected,868.14,193.07,1024.21,570.74,0.2852,93.49,1024,576
sample_0009,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1011_1.jpg,RT-DETR-L,7,7,detected,0.22,0.58,94.65,193.17,0.2764,93.49,1024,576
sample_0010,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1857_4.jpg,YOLOv8s,0,0,no_detection,,,,,,23.62,1024,576
sample_0010,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1857_4.jpg,FasterRCNN_v2,1,1,detected,247.29,2.49,1001.8,571.86,0.4695,487.17,1024,576
sample_0010,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1857_4.jpg,RT-DETR-L,1,1,detected,263.06,-0.28,1022.9,575.72,0.3042,94.73,1024,576
sample_0011,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1781_4.jpg,YOLOv8s,1,1,detected,171.32,1.85,741.02,567.99,0.6379,25.39,1024,576
