sample_id,dataset,category_or_subset,image_path,model_name,detection_idx,num_detections,detection_status,box_x1,box_y1,box_x2,box_y2,confidence,inference_time_ms,image_width,image_height
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,FasterRCNN_v2,1,3,detected,164.8,1.14,799.8,571.23,0.9909,490.52,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,FasterRCNN_v2,2,3,detected,102.18,307.51,310.5,572.59,0.2994,490.52,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,FasterRCNN_v2,3,3,detected,229.47,258.23,671.25,567.51,0.2747,490.52,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,1,6,detected,209.77,0.15,799.14,576.1,0.9631,95.13,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,2,6,detected,-0.05,0.91,302.6,576.89,0.3815,95.13,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,3,6,detected,209.91,409.54,600.58,575.73,0.3034,95.13,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,4,6,detected,0.09,0.19,618.32,576.09,0.3006,95.13,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,5,6,detected,143.9,302.33,609.97,575.97,0.2906,95.13,1024,576
sample_0005,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2779_1.jpg,RT-DETR-L,6,6,detected,708.92,0.33,1023.82,576.33,0.282,95.13,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,1,4,detected,315.85,65.49,750.43,568.62,0.9061,26.53,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,2,4,detected,501.47,0.0,630.43,163.28,0.8987,26.53,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,3,4,detected,871.54,40.94,1023.76,353.64,0.7153,26.53,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,YOLOv8s,4,4,detected,769.58,0.04,839.74,114.93,0.351,26.53,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,1,12,detected,285.55,75.39,768.82,570.67,0.9975,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,2,12,detected,870.59,47.39,1021.44,312.83,0.9927,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,3,12,detected,504.57,0.54,629.14,164.32,0.9855,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,4,12,detected,826.2,17.91,907.48,205.74,0.9571,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,5,12,detected,924.12,95.82,1022.0,363.7,0.9546,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,6,12,detected,778.58,1.5,839.66,111.19,0.8789,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,7,12,detected,834.21,28.52,1015.26,209.66,0.8767,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,8,12,detected,790.79,13.91,918.36,113.74,0.7156,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,9,12,detected,770.93,1.97,814.76,105.02,0.5505,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,10,12,detected,339.8,471.75,502.71,573.57,0.4487,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,11,12,detected,821.7,11.2,1020.24,109.23,0.4233,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,FasterRCNN_v2,12,12,detected,830.35,16.09,904.45,86.82,0.2619,486.45,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,1,18,detected,280.2,65.67,749.65,572.33,0.9265,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,2,18,detected,501.21,-0.09,633.58,165.3,0.9054,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,3,18,detected,871.42,35.03,1022.65,289.92,0.8093,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,4,18,detected,924.53,95.88,1023.99,359.6,0.7277,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,5,18,detected,806.9,16.28,902.43,199.34,0.6284,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,6,18,detected,339.07,471.57,502.91,575.62,0.4462,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,7,18,detected,782.64,25.44,841.58,113.36,0.4008,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,8,18,detected,837.83,0.36,1014.0,88.38,0.3701,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,9,18,detected,766.57,0.13,830.64,57.98,0.3476,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,10,18,detected,648.28,1.56,741.24,178.55,0.3376,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,11,18,detected,271.48,115.71,371.63,334.32,0.3194,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,12,18,detected,767.27,0.12,835.28,110.66,0.3135,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,13,18,detected,873.69,12.0,1014.29,87.32,0.3027,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,14,18,detected,883.23,16.88,1016.22,89.57,0.2771,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,15,18,detected,272.58,115.46,335.85,229.34,0.2624,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,16,18,detected,838.08,-0.14,880.5,20.34,0.2534,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,17,18,detected,272.64,115.8,371.33,232.59,0.2531,93.71,1024,576
sample_0006,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1367_2.jpg,RT-DETR-L,18,18,detected,885.43,17.92,988.64,73.45,0.2518,93.71,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,YOLOv8s,0,0,no_detection,,,,,,29.64,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,FasterRCNN_v2,1,2,detected,268.01,0.0,743.03,576.0,0.9385,489.95,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,FasterRCNN_v2,2,2,detected,8.33,0.0,494.12,576.0,0.4308,489.95,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,RT-DETR-L,1,4,detected,29.47,-0.24,743.5,575.75,0.6105,94.35,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,RT-DETR-L,2,4,detected,0.08,-0.07,1023.97,575.93,0.372,94.35,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,RT-DETR-L,3,4,detected,684.93,-0.12,1023.89,575.87,0.3346,94.35,1024,576
sample_0007,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_3070_4.jpg,RT-DETR-L,4,4,detected,324.89,0.31,1023.33,576.08,0.2509,94.35,1024,576
sample_0008,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_864_4.jpg,YOLOv8s,1,1,detected,532.64,0.75,892.96,570.05,0.9198,24.92,1024,576
sample_0008,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_864_4.jpg,FasterRCNN_v2,1,1,detected,532.6,6.08,949.3,572.12,0.9963,486.04,1024,576
sample_0008,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_864_4.jpg,RT-DETR-L,1,1,detected,532.18,-0.18,902.78,575.79,0.9619,94.12,1024,576
sample_0009,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_862_1.jpg,YOLOv8s,1,1,detected,496.67,2.01,925.33,570.26,0.7582,26.38,1024,576
sample_0009,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_862_1.jpg,FasterRCNN_v2,1,1,detected,492.95,3.87,934.79,575.49,0.9976,489.22,1024,576
sample_0009,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_862_1.jpg,RT-DETR-L,1,1,detected,496.64,-0.75,926.69,575.1,0.9678,93.83,1024,576
sample_0010,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1059_4.jpg,YOLOv8s,0,0,no_detection,,,,,,24.12,1024,576
sample_0010,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1059_4.jpg,FasterRCNN_v2,1,2,detected,160.85,0.0,826.81,575.37,0.825,483.89,1024,576
sample_0010,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1059_4.jpg,FasterRCNN_v2,2,2,detected,1.56,0.0,319.95,576.0,0.269,483.89,1024,576
sample_0010,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_1059_4.jpg,RT-DETR-L,1,1,detected,12.08,0.36,827.88,576.34,0.9239,94.87,1024,576
sample_0011,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2009_1.jpg,YOLOv8s,1,1,detected,266.83,2.51,886.99,568.88,0.4671,33.76,1024,576
sample_0011,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2009_1.jpg,FasterRCNN_v2,1,2,detected,237.52,4.41,874.67,575.28,0.986,486.44,1024,576
sample_0011,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2009_1.jpg,FasterRCNN_v2,2,2,detected,11.02,4.39,457.37,576.0,0.2888,486.44,1024,576
sample_0011,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2009_1.jpg,RT-DETR-L,1,1,detected,256.15,0.03,890.17,576.03,0.964,94.84,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,YOLOv8s,1,3,detected,796.95,25.55,921.09,252.35,0.8602,28.91,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,YOLOv8s,2,3,detected,286.35,62.32,630.26,569.45,0.7768,28.91,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,YOLOv8s,3,3,detected,515.01,0.0,632.87,94.67,0.3807,28.91,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,1,9,detected,272.73,70.04,639.62,576.0,0.9991,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,2,9,detected,791.61,27.14,929.22,272.2,0.9951,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,3,9,detected,512.9,0.26,655.74,132.63,0.8097,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,4,9,detected,485.5,384.29,783.32,571.2,0.7463,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,5,9,detected,653.84,64.43,714.86,178.71,0.7145,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,6,9,detected,897.34,23.46,954.56,122.72,0.4418,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,7,9,detected,515.44,1.36,741.59,435.78,0.4291,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,8,9,detected,900.04,22.51,945.66,79.86,0.4109,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,FasterRCNN_v2,9,9,detected,519.32,3.61,702.65,218.19,0.3298,493.54,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,1,15,detected,289.47,71.3,634.35,571.96,0.9281,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,2,15,detected,793.85,23.44,923.14,256.84,0.8517,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,3,15,detected,474.77,381.94,773.69,573.11,0.7521,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,4,15,detected,901.92,20.88,973.04,149.07,0.5969,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,5,15,detected,514.19,-0.02,634.15,130.31,0.5386,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,6,15,detected,973.15,347.56,1023.68,492.45,0.4966,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,7,15,detected,263.43,14.26,317.55,142.93,0.3927,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,8,15,detected,766.15,0.05,801.03,74.03,0.377,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,9,15,detected,766.99,0.16,860.38,83.29,0.309,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,10,15,detected,353.86,25.9,422.68,175.62,0.2904,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,11,15,detected,514.62,0.35,607.65,95.48,0.2657,93.44,1024,576
sample_0012,ScienceDB,BCS_3.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\YM_1857_1.jpg,RT-DETR-L,12,15,detected,835.59,-0.02,913.13,37.32,0.2644,93.44,1024,576
