sample_id,dataset,category_or_subset,human_viewpoint,predicted_viewpoint,top_score,second_viewpoint,second_score,score_margin,input_mode,model_name,runtime_ms
vp2_0063,MmCows,Behavior_Drinking,rear-oblique,unknown / ambiguous,0.7155,rear,0.1627,0.5528,full_image_fallback,openai/clip-vit-base-patch32,18.7
vp2_0064,MmCows,Behavior_Licking,side,unknown / ambiguous,0.7682,rear,0.0979,0.6703,rtdetr_crop,openai/clip-vit-base-patch32,18.7
vp2_0065,MmCows,Behavior_Licking,unknown / ambiguous,unknown / ambiguous,0.7076,rear,0.0934,0.6142,rtdetr_crop,openai/clip-vit-base-patch32,18.7
vp2_0066,MmCows,Behavior_Licking,side,side,0.2898,unknown / ambiguous,0.2424,0.0474,rtdetr_crop,openai/clip-vit-base-patch32,19.6
vp2_0067,MmCows,Behavior_Licking,side,unknown / ambiguous,0.4496,front-oblique,0.1696,0.28,rtdetr_crop,openai/clip-vit-base-patch32,23.9
vp2_0068,SideViewCows2026,ReID_parlor,side,front,0.3201,unknown / ambiguous,0.1973,0.1228,rtdetr_crop,openai/clip-vit-base-patch32,19.2
vp2_0069,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.5589,rear,0.1206,0.4383,rtdetr_crop,openai/clip-vit-base-patch32,19.6
vp2_0070,SideViewCows2026,ReID_parlor,side,rear,0.2343,rear-oblique,0.2083,0.026,rtdetr_crop,openai/clip-vit-base-patch32,20.7
vp2_0071,SideViewCows2026,ReID_parlor,side,front,0.3875,rear-oblique,0.1512,0.2363,rtdetr_crop,openai/clip-vit-base-patch32,25.0
vp2_0072,SideViewCows2026,ReID_parlor,side,side,0.3436,rear-oblique,0.2265,0.1171,rtdetr_crop,openai/clip-vit-base-patch32,20.4
vp2_0073,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.2999,front,0.2695,0.0304,rtdetr_crop,openai/clip-vit-base-patch32,19.9
vp2_0074,SideViewCows2026,ReID_parlor,side,rear-oblique,0.2233,front-oblique,0.2025,0.0208,rtdetr_crop,openai/clip-vit-base-patch32,19.4
vp2_0075,SideViewCows2026,ReID_parlor,side,rear,0.3454,rear-oblique,0.2617,0.0837,rtdetr_crop,openai/clip-vit-base-patch32,20.0
vp2_0076,SideViewCows2026,ReID_parlor,side,front,0.2332,unknown / ambiguous,0.2259,0.0072,rtdetr_crop,openai/clip-vit-base-patch32,20.4
vp2_0077,SideViewCows2026,ReID_parlor,side,rear,0.369,rear-oblique,0.2926,0.0763,rtdetr_crop,openai/clip-vit-base-patch32,20.1
vp2_0078,SideViewCows2026,ReID_parlor,side,rear-oblique,0.2958,side,0.2069,0.0889,rtdetr_crop,openai/clip-vit-base-patch32,20.1
vp2_0079,SideViewCows2026,ReID_parlor,side,side,0.2178,rear-oblique,0.191,0.0269,rtdetr_crop,openai/clip-vit-base-patch32,20.9
vp2_0080,SideViewCows2026,ReID_parlor,side,side,0.3283,rear-oblique,0.2172,0.1111,rtdetr_crop,openai/clip-vit-base-patch32,19.4
vp2_0081,SideViewCows2026,ReID_barn,side,front-oblique,0.2993,rear-oblique,0.2428,0.0565,rtdetr_crop,openai/clip-vit-base-patch32,23.5
vp2_0082,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.2323,side,0.2147,0.0177,rtdetr_crop,openai/clip-vit-base-patch32,25.6
vp2_0083,SideViewCows2026,ReID_barn,side,side,0.3902,rear-oblique,0.2339,0.1562,rtdetr_crop,openai/clip-vit-base-patch32,25.0
vp2_0084,SideViewCows2026,ReID_barn,side,rear-oblique,0.2346,side,0.2302,0.0044,rtdetr_crop,openai/clip-vit-base-patch32,24.8
vp2_0085,SideViewCows2026,ReID_barn,side,side,0.3628,rear-oblique,0.2231,0.1398,rtdetr_crop,openai/clip-vit-base-patch32,25.3
vp2_0086,SideViewCows2026,ReID_barn,side,rear-oblique,0.3559,side,0.2083,0.1476,rtdetr_crop,openai/clip-vit-base-patch32,24.9
vp2_0087,SideViewCows2026,ReID_barn,side,front-oblique,0.3215,side,0.2238,0.0978,rtdetr_crop,openai/clip-vit-base-patch32,24.9
vp2_0088,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.2906,rear-oblique,0.1927,0.0979,rtdetr_crop,openai/clip-vit-base-patch32,23.6
vp2_0089,SideViewCows2026,ReID_barn,side,side,0.3127,front-oblique,0.3108,0.0019,rtdetr_crop,openai/clip-vit-base-patch32,23.5
vp2_0090,SideViewCows2026,ReID_barn,side,side,0.3199,rear-oblique,0.257,0.0629,rtdetr_crop,openai/clip-vit-base-patch32,24.5
vp2_0091,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.2867,front-oblique,0.2163,0.0705,rtdetr_crop,openai/clip-vit-base-patch32,23.6
vp2_0092,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.2236,front-oblique,0.2032,0.0204,rtdetr_crop,openai/clip-vit-base-patch32,25.5
vp2_0093,SideViewCows2026,ReID_barn,side,rear-oblique,0.2662,unknown / ambiguous,0.246,0.0201,rtdetr_crop,openai/clip-vit-base-patch32,24.6
vp2_0094,SideViewCows2026,ReID_snapshots,side,side,0.3675,unknown / ambiguous,0.1681,0.1994,rtdetr_crop,openai/clip-vit-base-patch32,21.2
vp2_0095,SideViewCows2026,ReID_snapshots,side,side,0.3577,rear-oblique,0.2422,0.1154,rtdetr_crop,openai/clip-vit-base-patch32,22.2
vp2_0096,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.5292,front-oblique,0.1625,0.3666,rtdetr_crop,openai/clip-vit-base-patch32,21.7
vp2_0097,SideViewCows2026,ReID_snapshots,side,side,0.3967,front-oblique,0.2614,0.1353,rtdetr_crop,openai/clip-vit-base-patch32,21.3
vp2_0098,SideViewCows2026,ReID_snapshots,side,side,0.3011,front-oblique,0.2403,0.0608,rtdetr_crop,openai/clip-vit-base-patch32,22.8
vp2_0099,SideViewCows2026,ReID_snapshots,side,front-oblique,0.2933,side,0.2846,0.0087,rtdetr_crop,openai/clip-vit-base-patch32,22.0
vp2_0100,SideViewCows2026,ReID_snapshots,side,side,0.4344,front-oblique,0.2263,0.2082,rtdetr_crop,openai/clip-vit-base-patch32,21.6
