sample_id,dataset,category_or_subset,human_viewpoint,predicted_viewpoint,top_score,second_viewpoint,second_score,score_margin,input_mode,model_name,runtime_ms
vp2_0045,MmCows,Behavior_Feeding_head_down,rear-oblique,unknown / ambiguous,0.8064,front,0.1052,0.7012,rtdetr_crop,google/siglip-base-patch16-224,40.8
vp2_0046,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.7856,front,0.1277,0.6579,rtdetr_crop,google/siglip-base-patch16-224,45.2
vp2_0047,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.8202,side,0.0844,0.7358,rtdetr_crop,google/siglip-base-patch16-224,39.8
vp2_0048,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.6877,front,0.1733,0.5144,rtdetr_crop,google/siglip-base-patch16-224,41.0
vp2_0049,MmCows,Behavior_Feeding_head_down,rear,unknown / ambiguous,0.9736,side,0.0114,0.9623,full_image_fallback,google/siglip-base-patch16-224,39.3
vp2_0050,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.771,front,0.1664,0.6046,rtdetr_crop,google/siglip-base-patch16-224,41.3
vp2_0051,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.7151,front,0.2084,0.5067,rtdetr_crop,google/siglip-base-patch16-224,40.8
vp2_0052,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.8668,front,0.0904,0.7764,rtdetr_crop,google/siglip-base-patch16-224,40.5
vp2_0053,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.6668,side,0.1765,0.4903,rtdetr_crop,google/siglip-base-patch16-224,42.1
vp2_0054,MmCows,Behavior_Feeding_head_up,rear-oblique,unknown / ambiguous,0.8334,front,0.1071,0.7263,rtdetr_crop,google/siglip-base-patch16-224,40.6
vp2_0055,MmCows,Behavior_Walking,unknown / ambiguous,unknown / ambiguous,0.8197,front,0.0954,0.7243,rtdetr_crop,google/siglip-base-patch16-224,40.1
vp2_0056,MmCows,Behavior_Walking,side,unknown / ambiguous,0.9467,front,0.0382,0.9085,rtdetr_crop,google/siglip-base-patch16-224,42.4
vp2_0057,MmCows,Behavior_Walking,front-oblique,unknown / ambiguous,0.7175,side,0.1734,0.5441,rtdetr_crop,google/siglip-base-patch16-224,41.0
vp2_0058,MmCows,Behavior_Walking,side,unknown / ambiguous,0.9612,side,0.0178,0.9433,rtdetr_crop,google/siglip-base-patch16-224,40.3
vp2_0059,MmCows,Behavior_Walking,side,unknown / ambiguous,0.8419,side,0.0773,0.7646,rtdetr_crop,google/siglip-base-patch16-224,41.4
vp2_0060,MmCows,Behavior_Drinking,rear,unknown / ambiguous,0.8928,rear,0.0575,0.8353,full_image_fallback,google/siglip-base-patch16-224,40.3
vp2_0061,MmCows,Behavior_Drinking,unknown / ambiguous,unknown / ambiguous,0.7395,front,0.1728,0.5667,rtdetr_crop,google/siglip-base-patch16-224,41.1
vp2_0062,MmCows,Behavior_Drinking,side,unknown / ambiguous,0.7037,front,0.165,0.5386,rtdetr_crop,google/siglip-base-patch16-224,42.0
vp2_0063,MmCows,Behavior_Drinking,rear-oblique,unknown / ambiguous,0.9391,side,0.0318,0.9074,full_image_fallback,google/siglip-base-patch16-224,40.6
vp2_0064,MmCows,Behavior_Licking,side,unknown / ambiguous,0.8559,front,0.0755,0.7804,rtdetr_crop,google/siglip-base-patch16-224,40.0
vp2_0065,MmCows,Behavior_Licking,unknown / ambiguous,unknown / ambiguous,0.8765,front,0.0668,0.8096,rtdetr_crop,google/siglip-base-patch16-224,39.9
vp2_0066,MmCows,Behavior_Licking,side,unknown / ambiguous,0.9143,front,0.0383,0.876,rtdetr_crop,google/siglip-base-patch16-224,40.3
vp2_0067,MmCows,Behavior_Licking,side,unknown / ambiguous,0.8333,front,0.1259,0.7074,rtdetr_crop,google/siglip-base-patch16-224,44.1
vp2_0068,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.6716,front,0.263,0.4086,rtdetr_crop,google/siglip-base-patch16-224,40.9
vp2_0069,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.6805,front,0.2184,0.4621,rtdetr_crop,google/siglip-base-patch16-224,41.1
vp2_0070,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.7855,front,0.1413,0.6442,rtdetr_crop,google/siglip-base-patch16-224,41.8
vp2_0071,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8972,front,0.0569,0.8403,rtdetr_crop,google/siglip-base-patch16-224,47.1
vp2_0072,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.7793,front,0.174,0.6053,rtdetr_crop,google/siglip-base-patch16-224,41.3
vp2_0073,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8426,front,0.0783,0.7642,rtdetr_crop,google/siglip-base-patch16-224,41.6
vp2_0074,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8267,front,0.1307,0.696,rtdetr_crop,google/siglip-base-patch16-224,40.6
vp2_0075,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8603,front,0.0808,0.7795,rtdetr_crop,google/siglip-base-patch16-224,41.3
vp2_0076,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.9197,front,0.0545,0.8652,rtdetr_crop,google/siglip-base-patch16-224,42.4
vp2_0077,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.9261,front,0.049,0.8771,rtdetr_crop,google/siglip-base-patch16-224,41.5
vp2_0078,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8813,front,0.0784,0.8029,rtdetr_crop,google/siglip-base-patch16-224,42.3
vp2_0079,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.789,front,0.1573,0.6318,rtdetr_crop,google/siglip-base-patch16-224,41.6
vp2_0080,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.7022,front,0.2216,0.4806,rtdetr_crop,google/siglip-base-patch16-224,39.9
vp2_0081,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.784,side,0.1206,0.6634,rtdetr_crop,google/siglip-base-patch16-224,45.8
vp2_0082,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7257,front,0.1757,0.55,rtdetr_crop,google/siglip-base-patch16-224,46.0
vp2_0083,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7146,front,0.1801,0.5345,rtdetr_crop,google/siglip-base-patch16-224,44.9
vp2_0084,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7275,front,0.1782,0.5493,rtdetr_crop,google/siglip-base-patch16-224,45.7
vp2_0085,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.736,side,0.139,0.597,rtdetr_crop,google/siglip-base-patch16-224,45.4
vp2_0086,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.8425,front,0.0795,0.763,rtdetr_crop,google/siglip-base-patch16-224,46.5
vp2_0087,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7914,front,0.1448,0.6466,rtdetr_crop,google/siglip-base-patch16-224,44.7
vp2_0088,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7464,front,0.1435,0.6029,rtdetr_crop,google/siglip-base-patch16-224,44.4
vp2_0089,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.8091,side,0.0887,0.7204,rtdetr_crop,google/siglip-base-patch16-224,44.3
vp2_0090,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7996,front,0.1318,0.6679,rtdetr_crop,google/siglip-base-patch16-224,45.8
vp2_0091,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.7805,front,0.1216,0.6589,rtdetr_crop,google/siglip-base-patch16-224,45.2
vp2_0092,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.8661,front,0.1083,0.7579,rtdetr_crop,google/siglip-base-patch16-224,43.9
vp2_0093,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.792,front,0.117,0.675,rtdetr_crop,google/siglip-base-patch16-224,45.2
vp2_0094,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.7324,front,0.1788,0.5536,rtdetr_crop,google/siglip-base-patch16-224,43.7
vp2_0095,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.8361,front,0.1011,0.735,rtdetr_crop,google/siglip-base-patch16-224,41.1
vp2_0096,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.7783,front,0.162,0.6163,rtdetr_crop,google/siglip-base-patch16-224,42.7
vp2_0097,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.7424,front,0.1593,0.5831,rtdetr_crop,google/siglip-base-patch16-224,43.0
vp2_0098,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.6619,front,0.2695,0.3923,rtdetr_crop,google/siglip-base-patch16-224,42.6
vp2_0099,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.7765,front,0.1451,0.6314,rtdetr_crop,google/siglip-base-patch16-224,43.8
vp2_0100,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.6652,front,0.2172,0.4481,rtdetr_crop,google/siglip-base-patch16-224,41.2
