sample_id,dataset,category_or_subset,human_viewpoint,predicted_viewpoint,top_score,second_viewpoint,second_score,score_margin,input_mode,model_name,runtime_ms
vp2_0013,ScienceDB,BCS_3.75,rear-oblique,unknown / ambiguous,0.9639,rear-oblique,0.015,0.9489,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.3
vp2_0014,ScienceDB,BCS_3.75,rear,unknown / ambiguous,0.4741,front,0.3553,0.1187,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.5
vp2_0015,ScienceDB,BCS_3.75,rear,unknown / ambiguous,0.8084,rear,0.1206,0.6878,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.0
vp2_0016,ScienceDB,BCS_3.75,rear-oblique,unknown / ambiguous,0.5877,front,0.1808,0.4068,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.0
vp2_0017,ScienceDB,BCS_3.75,rear,unknown / ambiguous,0.6431,front,0.2152,0.4279,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.0
vp2_0018,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.7313,rear,0.1076,0.6237,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.6
vp2_0019,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.5521,rear,0.249,0.3031,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.1
vp2_0020,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.7104,rear-oblique,0.0966,0.6138,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.2
vp2_0021,ScienceDB,BCS_4.0,rear-oblique,unknown / ambiguous,0.9726,front,0.01,0.9626,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.0
vp2_0022,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.9614,rear,0.02,0.9414,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.0
vp2_0023,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.422,rear-oblique,0.2488,0.1732,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.0
vp2_0024,ScienceDB,BCS_4.25,rear,unknown / ambiguous,0.9402,rear-oblique,0.0231,0.9171,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.4
vp2_0025,ScienceDB,BCS_4.25,rear,unknown / ambiguous,0.5598,rear,0.1556,0.4042,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.4
vp2_0026,ScienceDB,BCS_4.25,rear,unknown / ambiguous,0.6055,front,0.2024,0.4032,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.9
vp2_0027,ScienceDB,BCS_4.25,rear,rear-oblique,0.2609,rear,0.2605,0.0003,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.9
vp2_0028,ScienceDB,BCS_4.25,rear,unknown / ambiguous,0.9224,rear,0.0262,0.8963,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.6
vp2_0029,ScienceDB,BCS_3.25,rear-oblique,unknown / ambiguous,0.5588,rear,0.2436,0.3152,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.1
vp2_0030,ScienceDB,BCS_3.5,rear,unknown / ambiguous,0.4952,rear-oblique,0.2192,0.276,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.3
vp2_0031,ScienceDB,BCS_3.75,rear,unknown / ambiguous,0.5397,rear-oblique,0.3306,0.2091,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.1
vp2_0032,ScienceDB,BCS_3.75,rear-oblique,unknown / ambiguous,0.6949,rear,0.1244,0.5705,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.4
vp2_0033,ScienceDB,BCS_4.0,rear,unknown / ambiguous,0.5448,rear-oblique,0.2049,0.3399,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.7
vp2_0034,ScienceDB,BCS_4.25,rear-oblique,unknown / ambiguous,0.8206,rear,0.0766,0.7439,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.3
vp2_0035,MmCows,Behavior_Lying,unknown / ambiguous,unknown / ambiguous,0.9982,rear,0.0007,0.9975,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.5
vp2_0036,MmCows,Behavior_Lying,side,unknown / ambiguous,0.9985,rear,0.0012,0.9973,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.2
vp2_0037,MmCows,Behavior_Lying,side,unknown / ambiguous,0.9998,rear-oblique,0.0001,0.9998,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.7
vp2_0038,MmCows,Behavior_Lying,front-oblique,unknown / ambiguous,0.9793,rear,0.011,0.9682,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.9
vp2_0039,MmCows,Behavior_Lying,unknown / ambiguous,unknown / ambiguous,0.9887,rear,0.0051,0.9837,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.4
vp2_0040,MmCows,Behavior_Standing,side,unknown / ambiguous,0.9995,front,0.0002,0.9994,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.5
vp2_0041,MmCows,Behavior_Standing,side,unknown / ambiguous,0.8188,rear,0.071,0.7478,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.3
vp2_0042,MmCows,Behavior_Standing,side,unknown / ambiguous,0.9637,rear,0.0162,0.9475,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.7
vp2_0043,MmCows,Behavior_Standing,side,unknown / ambiguous,0.9878,rear-oblique,0.0037,0.9841,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.5
vp2_0044,MmCows,Behavior_Standing,side,unknown / ambiguous,0.999,rear,0.0006,0.9984,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.6
vp2_0045,MmCows,Behavior_Feeding_head_down,rear-oblique,unknown / ambiguous,0.8357,rear,0.0559,0.7798,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.2
vp2_0046,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.9843,rear,0.0063,0.978,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.5
vp2_0047,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.6805,rear,0.2454,0.435,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.5
vp2_0048,MmCows,Behavior_Feeding_head_down,side,unknown / ambiguous,0.6098,side,0.128,0.4818,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.9
vp2_0049,MmCows,Behavior_Feeding_head_down,rear,unknown / ambiguous,0.9525,rear,0.025,0.9275,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.3
vp2_0050,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.9221,rear,0.0373,0.8849,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.9
vp2_0051,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.9544,rear,0.0258,0.9287,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.1
vp2_0052,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.9984,rear,0.0007,0.9976,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.1
vp2_0053,MmCows,Behavior_Feeding_head_up,side,unknown / ambiguous,0.9969,rear,0.0019,0.995,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.9
vp2_0054,MmCows,Behavior_Feeding_head_up,rear-oblique,unknown / ambiguous,0.8915,rear-oblique,0.0371,0.8544,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.0
vp2_0055,MmCows,Behavior_Walking,unknown / ambiguous,unknown / ambiguous,0.716,rear,0.1538,0.5622,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.8
vp2_0056,MmCows,Behavior_Walking,side,unknown / ambiguous,0.3389,rear-oblique,0.2077,0.1312,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.6
vp2_0057,MmCows,Behavior_Walking,front-oblique,unknown / ambiguous,0.9962,rear-oblique,0.0017,0.9945,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.7
vp2_0058,MmCows,Behavior_Walking,side,unknown / ambiguous,0.9985,rear,0.0005,0.998,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.4
vp2_0059,MmCows,Behavior_Walking,side,unknown / ambiguous,0.3758,rear,0.2327,0.143,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,22.1
vp2_0060,MmCows,Behavior_Drinking,rear,unknown / ambiguous,0.994,rear,0.0043,0.9897,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.7
vp2_0061,MmCows,Behavior_Drinking,unknown / ambiguous,unknown / ambiguous,0.9167,rear,0.0281,0.8885,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.7
vp2_0062,MmCows,Behavior_Drinking,side,unknown / ambiguous,0.5381,rear,0.1764,0.3617,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.9
vp2_0063,MmCows,Behavior_Drinking,rear-oblique,unknown / ambiguous,0.9983,rear,0.0005,0.9978,full_image_fallback,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.8
vp2_0064,MmCows,Behavior_Licking,side,unknown / ambiguous,0.9221,rear,0.0551,0.867,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.6
vp2_0065,MmCows,Behavior_Licking,unknown / ambiguous,unknown / ambiguous,0.9494,rear,0.0233,0.9261,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,18.5
vp2_0066,MmCows,Behavior_Licking,side,unknown / ambiguous,0.8593,rear-oblique,0.0494,0.8099,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.8
vp2_0067,MmCows,Behavior_Licking,side,unknown / ambiguous,0.9359,rear-oblique,0.0251,0.9109,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.1
vp2_0068,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8516,rear,0.0683,0.7833,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.3
vp2_0069,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.9051,rear,0.0713,0.8338,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.6
vp2_0070,SideViewCows2026,ReID_parlor,side,rear,0.3823,unknown / ambiguous,0.3675,0.0149,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.6
vp2_0071,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.8046,front,0.1041,0.7005,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,26.4
vp2_0072,SideViewCows2026,ReID_parlor,side,rear,0.2991,rear-oblique,0.2927,0.0064,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.5
vp2_0073,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.9819,rear,0.0062,0.9757,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.6
vp2_0074,SideViewCows2026,ReID_parlor,side,rear-oblique,0.2965,unknown / ambiguous,0.2057,0.0908,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.2
vp2_0075,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.4984,rear,0.2574,0.241,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.6
vp2_0076,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.66,rear,0.158,0.5021,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,20.1
vp2_0077,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.4446,rear,0.2766,0.168,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.2
vp2_0078,SideViewCows2026,ReID_parlor,side,rear,0.3212,unknown / ambiguous,0.2869,0.0343,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.8
vp2_0079,SideViewCows2026,ReID_parlor,side,unknown / ambiguous,0.4764,rear-oblique,0.215,0.2614,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.0
vp2_0080,SideViewCows2026,ReID_parlor,side,rear-oblique,0.4256,unknown / ambiguous,0.3074,0.1183,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,19.3
vp2_0081,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.4718,rear,0.2957,0.176,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,23.3
vp2_0082,SideViewCows2026,ReID_barn,side,rear-oblique,0.295,unknown / ambiguous,0.2515,0.0435,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,25.3
vp2_0083,SideViewCows2026,ReID_barn,side,rear-oblique,0.4429,side,0.165,0.2779,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.4
vp2_0084,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.5679,rear-oblique,0.1748,0.3931,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.5
vp2_0085,SideViewCows2026,ReID_barn,side,rear-oblique,0.3801,rear,0.2544,0.1258,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.8
vp2_0086,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.409,rear,0.2395,0.1695,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.5
vp2_0087,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.6214,rear-oblique,0.1408,0.4806,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.4
vp2_0088,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.6771,rear-oblique,0.1466,0.5305,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,23.4
vp2_0089,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.2732,rear-oblique,0.252,0.0212,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,23.2
vp2_0090,SideViewCows2026,ReID_barn,side,rear-oblique,0.3962,rear,0.2414,0.1548,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.4
vp2_0091,SideViewCows2026,ReID_barn,side,rear,0.2741,rear-oblique,0.23,0.0441,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,25.5
vp2_0092,SideViewCows2026,ReID_barn,side,unknown / ambiguous,0.8258,rear-oblique,0.075,0.7508,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,25.6
vp2_0093,SideViewCows2026,ReID_barn,side,rear,0.4251,unknown / ambiguous,0.3112,0.1139,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,24.6
vp2_0094,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.4582,rear-oblique,0.2198,0.2384,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,23.2
vp2_0095,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.4531,rear-oblique,0.2636,0.1895,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,22.2
vp2_0096,SideViewCows2026,ReID_snapshots,side,unknown / ambiguous,0.7803,rear-oblique,0.0643,0.716,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.8
vp2_0097,SideViewCows2026,ReID_snapshots,side,rear-oblique,0.4651,side,0.1919,0.2731,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.1
vp2_0098,SideViewCows2026,ReID_snapshots,side,rear-oblique,0.3882,rear,0.1857,0.2025,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,22.0
vp2_0099,SideViewCows2026,ReID_snapshots,side,side,0.2847,rear-oblique,0.2477,0.037,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.6
vp2_0100,SideViewCows2026,ReID_snapshots,side,rear-oblique,0.359,side,0.2566,0.1024,rtdetr_crop,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,21.4
