image_path,class_id,class_name,cow_id,camera_id,timestamp_epoch,split
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271846_02-57-26_12_2.jpg,2,Standing,12,2,1690271846,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271846_02-57-26_12_3.jpg,2,Standing,12,3,1690271846,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271846_02-57-26_12_4.jpg,2,Standing,12,4,1690271846,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271846_02-57-26_14_2.jpg,7,Lying,14,2,1690271846,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271846_02-57-26_15_3.jpg,7,Lying,15,3,1690271846,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271861_02-57-41_1_1.jpg,4,Feeding_head_down,1,1,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271861_02-57-41_1_2.jpg,4,Feeding_head_down,1,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271861_02-57-41_1_3.jpg,4,Feeding_head_down,1,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271861_02-57-41_1_4.jpg,4,Feeding_head_down,1,4,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_3_3.jpg,7,Lying,3,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_4_2.jpg,7,Lying,4,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_4_3.jpg,7,Lying,4,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_4_4.jpg,7,Lying,4,4,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_6_2.jpg,7,Lying,6,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_6_3.jpg,7,Lying,6,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_8_2.jpg,7,Lying,8,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_9_1.jpg,2,Standing,9,1,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_9_2.jpg,2,Standing,9,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_9_3.jpg,2,Standing,9,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_9_4.jpg,2,Standing,9,4,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_10_2.jpg,7,Lying,10,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_10_3.jpg,7,Lying,10,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_10_4.jpg,7,Lying,10,4,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_12_1.jpg,2,Standing,12,1,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_12_2.jpg,2,Standing,12,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_12_3.jpg,2,Standing,12,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271861_02-57-41_12_4.jpg,2,Standing,12,4,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_14_2.jpg,7,Lying,14,2,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271861_02-57-41_15_3.jpg,7,Lying,15,3,1690271861,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271876_02-57-56_1_1.jpg,3,Feeding_head_up,1,1,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271876_02-57-56_1_2.jpg,3,Feeding_head_up,1,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271876_02-57-56_1_3.jpg,3,Feeding_head_up,1,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271876_02-57-56_1_4.jpg,3,Feeding_head_up,1,4,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_3_3.jpg,7,Lying,3,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_4_2.jpg,7,Lying,4,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_4_3.jpg,7,Lying,4,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_4_4.jpg,7,Lying,4,4,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_6_2.jpg,7,Lying,6,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_6_3.jpg,7,Lying,6,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_8_2.jpg,7,Lying,8,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_9_1.jpg,2,Standing,9,1,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_9_2.jpg,2,Standing,9,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_9_3.jpg,2,Standing,9,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_9_4.jpg,2,Standing,9,4,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_10_2.jpg,7,Lying,10,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_10_3.jpg,7,Lying,10,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_10_4.jpg,7,Lying,10,4,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_12_1.jpg,2,Standing,12,1,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_12_2.jpg,2,Standing,12,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_12_3.jpg,2,Standing,12,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271876_02-57-56_12_4.jpg,2,Standing,12,4,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_14_2.jpg,7,Lying,14,2,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271876_02-57-56_15_3.jpg,7,Lying,15,3,1690271876,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271891_02-58-11_1_1.jpg,4,Feeding_head_down,1,1,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271891_02-58-11_1_2.jpg,4,Feeding_head_down,1,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271891_02-58-11_1_3.jpg,4,Feeding_head_down,1,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271891_02-58-11_1_4.jpg,4,Feeding_head_down,1,4,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_3_3.jpg,7,Lying,3,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_4_2.jpg,7,Lying,4,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_4_3.jpg,7,Lying,4,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_4_4.jpg,7,Lying,4,4,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_6_2.jpg,7,Lying,6,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_6_3.jpg,7,Lying,6,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_8_2.jpg,7,Lying,8,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_9_1.jpg,2,Standing,9,1,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_9_2.jpg,2,Standing,9,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_9_3.jpg,2,Standing,9,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_9_4.jpg,2,Standing,9,4,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_10_2.jpg,7,Lying,10,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_10_3.jpg,7,Lying,10,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_10_4.jpg,7,Lying,10,4,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_12_1.jpg,2,Standing,12,1,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_12_2.jpg,2,Standing,12,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_12_3.jpg,2,Standing,12,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271891_02-58-11_12_4.jpg,2,Standing,12,4,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_14_2.jpg,7,Lying,14,2,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271891_02-58-11_15_3.jpg,7,Lying,15,3,1690271891,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271906_02-58-26_1_1.jpg,4,Feeding_head_down,1,1,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271906_02-58-26_1_2.jpg,4,Feeding_head_down,1,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271906_02-58-26_1_3.jpg,4,Feeding_head_down,1,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271906_02-58-26_1_4.jpg,4,Feeding_head_down,1,4,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_3_3.jpg,7,Lying,3,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_4_2.jpg,7,Lying,4,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_4_3.jpg,7,Lying,4,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_4_4.jpg,7,Lying,4,4,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_6_2.jpg,7,Lying,6,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_6_3.jpg,7,Lying,6,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_8_2.jpg,7,Lying,8,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_9_1.jpg,2,Standing,9,1,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_9_2.jpg,2,Standing,9,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_9_3.jpg,2,Standing,9,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_9_4.jpg,2,Standing,9,4,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_10_2.jpg,7,Lying,10,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_10_3.jpg,7,Lying,10,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_10_4.jpg,7,Lying,10,4,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_12_1.jpg,2,Standing,12,1,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_12_2.jpg,2,Standing,12,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_12_3.jpg,2,Standing,12,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271906_02-58-26_12_4.jpg,2,Standing,12,4,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_14_2.jpg,7,Lying,14,2,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271906_02-58-26_15_3.jpg,7,Lying,15,3,1690271906,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271921_02-58-41_1_1.jpg,3,Feeding_head_up,1,1,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271921_02-58-41_1_2.jpg,3,Feeding_head_up,1,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271921_02-58-41_1_3.jpg,3,Feeding_head_up,1,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271921_02-58-41_1_4.jpg,3,Feeding_head_up,1,4,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_3_3.jpg,7,Lying,3,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_4_2.jpg,7,Lying,4,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_4_3.jpg,7,Lying,4,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_4_4.jpg,7,Lying,4,4,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_6_2.jpg,7,Lying,6,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_6_3.jpg,7,Lying,6,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_8_2.jpg,7,Lying,8,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_9_1.jpg,2,Standing,9,1,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_9_2.jpg,2,Standing,9,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_9_3.jpg,2,Standing,9,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_9_4.jpg,2,Standing,9,4,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_10_2.jpg,7,Lying,10,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_10_3.jpg,7,Lying,10,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_10_4.jpg,7,Lying,10,4,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_12_1.jpg,2,Standing,12,1,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_12_2.jpg,2,Standing,12,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_12_3.jpg,2,Standing,12,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271921_02-58-41_12_4.jpg,2,Standing,12,4,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_14_2.jpg,7,Lying,14,2,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271921_02-58-41_15_3.jpg,7,Lying,15,3,1690271921,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271936_02-58-56_1_1.jpg,3,Feeding_head_up,1,1,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271936_02-58-56_1_2.jpg,3,Feeding_head_up,1,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271936_02-58-56_1_3.jpg,3,Feeding_head_up,1,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690271936_02-58-56_1_4.jpg,3,Feeding_head_up,1,4,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_3_3.jpg,7,Lying,3,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_4_2.jpg,7,Lying,4,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_4_3.jpg,7,Lying,4,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_4_4.jpg,7,Lying,4,4,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_6_2.jpg,7,Lying,6,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_6_3.jpg,7,Lying,6,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_8_2.jpg,7,Lying,8,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_9_1.jpg,2,Standing,9,1,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_9_2.jpg,2,Standing,9,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_9_3.jpg,2,Standing,9,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_9_4.jpg,2,Standing,9,4,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_10_2.jpg,7,Lying,10,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_10_3.jpg,7,Lying,10,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_10_4.jpg,7,Lying,10,4,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_12_1.jpg,2,Standing,12,1,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_12_2.jpg,2,Standing,12,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_12_3.jpg,2,Standing,12,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271936_02-58-56_12_4.jpg,2,Standing,12,4,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_14_2.jpg,7,Lying,14,2,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271936_02-58-56_15_3.jpg,7,Lying,15,3,1690271936,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271951_02-59-11_1_1.jpg,4,Feeding_head_down,1,1,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271951_02-59-11_1_2.jpg,4,Feeding_head_down,1,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271951_02-59-11_1_3.jpg,4,Feeding_head_down,1,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271951_02-59-11_1_4.jpg,4,Feeding_head_down,1,4,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_3_3.jpg,7,Lying,3,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_4_2.jpg,7,Lying,4,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_4_3.jpg,7,Lying,4,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_4_4.jpg,7,Lying,4,4,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_6_2.jpg,7,Lying,6,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_6_3.jpg,7,Lying,6,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_8_2.jpg,7,Lying,8,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_9_1.jpg,2,Standing,9,1,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_9_2.jpg,2,Standing,9,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_9_3.jpg,2,Standing,9,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_9_4.jpg,2,Standing,9,4,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_10_2.jpg,7,Lying,10,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_10_3.jpg,7,Lying,10,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_10_4.jpg,7,Lying,10,4,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_12_1.jpg,2,Standing,12,1,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_12_2.jpg,2,Standing,12,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_12_3.jpg,2,Standing,12,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271951_02-59-11_12_4.jpg,2,Standing,12,4,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_14_2.jpg,7,Lying,14,2,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271951_02-59-11_15_3.jpg,7,Lying,15,3,1690271951,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271966_02-59-26_1_1.jpg,4,Feeding_head_down,1,1,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271966_02-59-26_1_2.jpg,4,Feeding_head_down,1,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271966_02-59-26_1_3.jpg,4,Feeding_head_down,1,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690271966_02-59-26_1_4.jpg,4,Feeding_head_down,1,4,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_3_3.jpg,7,Lying,3,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_4_2.jpg,7,Lying,4,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_4_3.jpg,7,Lying,4,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_4_4.jpg,7,Lying,4,4,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_6_2.jpg,7,Lying,6,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_6_3.jpg,7,Lying,6,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_8_2.jpg,7,Lying,8,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271966_02-59-26_9_1.jpg,2,Standing,9,1,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271966_02-59-26_9_2.jpg,2,Standing,9,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271966_02-59-26_9_3.jpg,2,Standing,9,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271966_02-59-26_9_4.jpg,2,Standing,9,4,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_10_2.jpg,7,Lying,10,2,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_10_3.jpg,7,Lying,10,3,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690271966_02-59-26_10_4.jpg,7,Lying,10,4,1690271966,train
datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690271966_02-59-26_12_1.jpg,2,Standing,12,1,1690271966,train
