sample_id,dataset,t,frame_index,tracklet_id,bbox,prompt_strategy,fallback_used,mask_success,mask_pixels,mask_area_ratio,failure_reason
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,2,2,2.0,already_cached,cvb_gt_bbox,False,True,24514,0.4886,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,3,3,2.0,already_cached,cvb_gt_bbox,False,True,25764,0.5135,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,4,4,2.0,already_cached,cvb_gt_bbox,False,True,26524,0.5286,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,5,5,2.0,already_cached,cvb_gt_bbox,False,True,25967,0.5175,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,6,6,2.0,already_cached,cvb_gt_bbox,False,True,26998,0.5381,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr2_seg0,cvb,7,7,2.0,already_cached,cvb_gt_bbox,False,True,26620,0.5305,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,0,0,3.0,already_cached,cvb_gt_bbox,False,True,20108,0.4007,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,1,1,3.0,already_cached,cvb_gt_bbox,False,True,19445,0.3875,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,2,2,3.0,already_cached,cvb_gt_bbox,False,True,19320,0.385,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,3,3,3.0,already_cached,cvb_gt_bbox,False,True,19874,0.3961,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,4,4,3.0,already_cached,cvb_gt_bbox,False,True,19949,0.3976,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,5,5,3.0,already_cached,cvb_gt_bbox,False,True,17729,0.3533,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,6,6,3.0,already_cached,cvb_gt_bbox,False,True,14193,0.2829,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_2_tr3_seg0,cvb,7,7,3.0,already_cached,cvb_gt_bbox,False,True,15545,0.3098,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,0,0,10.0,already_cached,cvb_gt_bbox,False,True,28528,0.5686,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,1,1,10.0,already_cached,cvb_gt_bbox,False,True,28344,0.5649,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,2,2,10.0,already_cached,cvb_gt_bbox,False,True,25976,0.5177,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,3,3,10.0,already_cached,cvb_gt_bbox,False,True,26007,0.5183,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,4,4,10.0,already_cached,cvb_gt_bbox,False,True,23886,0.476,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,5,5,10.0,already_cached,cvb_gt_bbox,False,True,24301,0.4843,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,6,6,10.0,already_cached,cvb_gt_bbox,False,True,24620,0.4907,
cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr10_seg0,cvb,7,7,10.0,already_cached,cvb_gt_bbox,False,True,26343,0.525,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,0,0,19.0,already_cached,beef_cached,False,True,2395,0.0477,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,1,1,19.0,already_cached,beef_cached,False,True,2508,0.05,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,2,2,19.0,already_cached,beef_cached,False,True,2442,0.0487,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,3,3,19.0,already_cached,beef_cached,False,True,2529,0.0504,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,4,4,19.0,already_cached,beef_cached,False,True,9321,0.1858,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,5,5,19.0,already_cached,beef_cached,False,True,2438,0.0486,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,6,6,19.0,already_cached,beef_cached,False,True,2527,0.0504,
beef_00000000109000000_19_clip_0,beef_cattle_behavior,7,7,19.0,already_cached,beef_cached,False,True,42826,0.8535,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,0,0,19.0,already_cached,beef_cached,False,True,36178,0.721,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,1,1,19.0,already_cached,beef_cached,False,True,2075,0.0414,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,2,2,19.0,already_cached,beef_cached,False,True,2475,0.0493,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,3,3,19.0,already_cached,beef_cached,False,True,2134,0.0425,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,4,4,19.0,already_cached,beef_cached,False,True,22290,0.4442,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,5,5,19.0,already_cached,beef_cached,False,True,36254,0.7225,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,6,6,19.0,already_cached,beef_cached,False,True,3750,0.0747,
beef_00000000109000000_19_clip_1,beef_cattle_behavior,7,7,19.0,already_cached,beef_cached,False,True,2317,0.0462,
beef_00000000109000000_19_clip_10,beef_cattle_behavior,0,0,,"[107.8, 133.1, 161.9, 167.9]",beef_A5_rtdetr_box_center_point,False,True,1181,0.0235,
beef_00000000109000000_19_clip_10,beef_cattle_behavior,1,36,,,beef_center_point_fallback,True,True,3260,0.065,
beef_00000000109000000_19_clip_10,beef_cattle_behavior,2,71,,,beef_center_point_fallback,True,False,0,0.0,sam_returned_empty_mask
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,0,0,3.0,already_cached,cvb_gt_bbox,False,True,31776,0.6333,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,1,1,3.0,already_cached,cvb_gt_bbox,False,True,32176,0.6413,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,2,2,3.0,already_cached,cvb_gt_bbox,False,True,31976,0.6373,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,3,3,3.0,already_cached,cvb_gt_bbox,False,True,31516,0.6281,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,4,4,3.0,already_cached,cvb_gt_bbox,False,True,28364,0.5653,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,5,5,3.0,already_cached,cvb_gt_bbox,False,True,27077,0.5396,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,6,6,3.0,already_cached,cvb_gt_bbox,False,True,26678,0.5317,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr3_seg0,cvb,7,7,3.0,already_cached,cvb_gt_bbox,False,True,26403,0.5262,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,0,0,4.0,already_cached,cvb_gt_bbox,False,True,34837,0.6943,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,1,1,4.0,already_cached,cvb_gt_bbox,False,True,36673,0.7309,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,2,2,4.0,already_cached,cvb_gt_bbox,False,True,33758,0.6728,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,3,3,4.0,already_cached,cvb_gt_bbox,False,True,32154,0.6408,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,4,4,4.0,already_cached,cvb_gt_bbox,False,True,33616,0.67,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,5,5,4.0,already_cached,cvb_gt_bbox,False,True,35716,0.7118,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,6,6,4.0,already_cached,cvb_gt_bbox,False,True,34580,0.6892,
cvb_0198_arm01_gopro1_20200323_023342_beh5_ani2_ins1_cut_1_tr4_seg0,cvb,7,7,4.0,already_cached,cvb_gt_bbox,False,True,35483,0.7072,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,0,0,1.0,already_cached,cvb_gt_bbox,False,True,20933,0.4172,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,1,1,1.0,already_cached,cvb_gt_bbox,False,True,29307,0.5841,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,2,2,1.0,already_cached,cvb_gt_bbox,False,True,28347,0.565,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,3,3,1.0,already_cached,cvb_gt_bbox,False,True,25082,0.4999,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,4,4,1.0,already_cached,cvb_gt_bbox,False,True,31722,0.6322,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,5,5,1.0,already_cached,cvb_gt_bbox,False,True,32205,0.6418,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,6,6,1.0,already_cached,cvb_gt_bbox,False,True,34021,0.678,
cvb_0199_arm01_gopro1_20200323_023342_beh3_ani3_ins1_cut_1_tr1_seg0,cvb,7,7,1.0,already_cached,cvb_gt_bbox,False,True,32094,0.6396,
beef_101_1_clip_0,beef_cattle_behavior,0,0,1.0,already_cached,beef_cached,False,True,13148,0.262,
beef_101_1_clip_0,beef_cattle_behavior,1,1,1.0,already_cached,beef_cached,False,True,13293,0.2649,
beef_101_1_clip_0,beef_cattle_behavior,2,2,1.0,already_cached,beef_cached,False,True,13536,0.2698,
beef_101_1_clip_0,beef_cattle_behavior,3,3,1.0,already_cached,beef_cached,False,True,14219,0.2834,
beef_101_1_clip_0,beef_cattle_behavior,4,4,1.0,already_cached,beef_cached,False,True,13119,0.2615,
beef_101_1_clip_0,beef_cattle_behavior,5,5,1.0,already_cached,beef_cached,False,True,13355,0.2662,
beef_101_1_clip_0,beef_cattle_behavior,6,6,1.0,already_cached,beef_cached,False,True,14065,0.2803,
beef_101_1_clip_0,beef_cattle_behavior,7,7,1.0,already_cached,beef_cached,False,True,14926,0.2975,
beef_101_3_clip_0,beef_cattle_behavior,0,0,3.0,already_cached,beef_cached,False,True,13657,0.2722,
beef_101_3_clip_0,beef_cattle_behavior,1,1,3.0,already_cached,beef_cached,False,True,13417,0.2674,
beef_101_3_clip_0,beef_cattle_behavior,2,2,3.0,already_cached,beef_cached,False,True,830,0.0165,
beef_101_3_clip_0,beef_cattle_behavior,3,3,3.0,already_cached,beef_cached,False,True,14552,0.29,
beef_101_3_clip_0,beef_cattle_behavior,4,4,3.0,already_cached,beef_cached,False,True,14210,0.2832,
beef_101_3_clip_0,beef_cattle_behavior,5,5,3.0,already_cached,beef_cached,False,True,13308,0.2652,
beef_101_3_clip_0,beef_cattle_behavior,6,6,3.0,already_cached,beef_cached,False,True,13788,0.2748,
beef_101_3_clip_0,beef_cattle_behavior,7,7,3.0,already_cached,beef_cached,False,True,13500,0.2691,
beef_101_4_clip_0,beef_cattle_behavior,0,0,4.0,already_cached,beef_cached,False,True,10094,0.2012,
beef_101_4_clip_0,beef_cattle_behavior,1,1,4.0,already_cached,beef_cached,False,True,18198,0.3627,
beef_101_4_clip_0,beef_cattle_behavior,2,2,4.0,already_cached,beef_cached,False,True,10984,0.2189,
beef_101_4_clip_0,beef_cattle_behavior,3,3,4.0,already_cached,beef_cached,False,True,10796,0.2152,
beef_101_4_clip_0,beef_cattle_behavior,4,4,4.0,already_cached,beef_cached,False,True,11149,0.2222,
beef_101_4_clip_0,beef_cattle_behavior,5,5,4.0,already_cached,beef_cached,False,True,12950,0.2581,
beef_101_4_clip_0,beef_cattle_behavior,6,6,4.0,already_cached,beef_cached,False,True,11753,0.2342,
beef_101_4_clip_0,beef_cattle_behavior,7,7,4.0,already_cached,beef_cached,False,True,11855,0.2363,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,0,0,0.0,already_cached,cvb_gt_bbox,False,True,28472,0.5674,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,1,1,0.0,already_cached,cvb_gt_bbox,False,True,31770,0.6332,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,2,2,0.0,already_cached,cvb_gt_bbox,False,True,32747,0.6526,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,3,3,0.0,already_cached,cvb_gt_bbox,False,True,31382,0.6254,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,4,4,0.0,already_cached,cvb_gt_bbox,False,True,35246,0.7024,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,5,5,0.0,already_cached,cvb_gt_bbox,False,True,35073,0.699,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,6,6,0.0,already_cached,cvb_gt_bbox,False,True,29424,0.5864,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr0_seg0,cvb,7,7,0.0,already_cached,cvb_gt_bbox,False,True,20294,0.4045,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,0,0,11.0,already_cached,cvb_gt_bbox,False,True,30882,0.6155,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,1,1,11.0,already_cached,cvb_gt_bbox,False,True,35565,0.7088,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,2,2,11.0,already_cached,cvb_gt_bbox,False,True,23331,0.465,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,3,3,11.0,already_cached,cvb_gt_bbox,False,True,26397,0.5261,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,4,4,11.0,already_cached,cvb_gt_bbox,False,True,22439,0.4472,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,5,5,11.0,already_cached,cvb_gt_bbox,False,True,16003,0.3189,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,6,6,11.0,already_cached,cvb_gt_bbox,False,True,19557,0.3898,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr11_seg0,cvb,7,7,11.0,already_cached,cvb_gt_bbox,False,True,18598,0.3707,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,0,0,1.0,already_cached,cvb_gt_bbox,False,True,31876,0.6353,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,1,1,1.0,already_cached,cvb_gt_bbox,False,True,34805,0.6937,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,2,2,1.0,already_cached,cvb_gt_bbox,False,True,31261,0.623,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,3,3,1.0,already_cached,cvb_gt_bbox,False,True,24896,0.4962,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,4,4,1.0,already_cached,cvb_gt_bbox,False,True,25027,0.4988,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,5,5,1.0,already_cached,cvb_gt_bbox,False,True,25621,0.5106,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,6,6,1.0,already_cached,cvb_gt_bbox,False,True,25414,0.5065,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr1_seg0,cvb,7,7,1.0,already_cached,cvb_gt_bbox,False,True,28578,0.5696,
beef_11_1_clip_0,beef_cattle_behavior,0,0,1.0,already_cached,beef_cached,False,True,15747,0.3138,
beef_11_1_clip_0,beef_cattle_behavior,1,1,1.0,already_cached,beef_cached,False,True,16588,0.3306,
beef_11_1_clip_0,beef_cattle_behavior,2,2,1.0,already_cached,beef_cached,False,True,15306,0.305,
beef_11_1_clip_0,beef_cattle_behavior,3,3,1.0,already_cached,beef_cached,False,True,16039,0.3197,
beef_11_1_clip_0,beef_cattle_behavior,4,4,1.0,already_cached,beef_cached,False,True,15066,0.3003,
beef_11_1_clip_0,beef_cattle_behavior,5,5,1.0,already_cached,beef_cached,False,True,14738,0.2937,
beef_11_1_clip_0,beef_cattle_behavior,6,6,1.0,already_cached,beef_cached,False,True,15257,0.3041,
beef_11_1_clip_0,beef_cattle_behavior,7,7,1.0,already_cached,beef_cached,False,True,16546,0.3298,
beef_11_3_clip_0,beef_cattle_behavior,0,0,3.0,already_cached,beef_cached,False,True,13097,0.261,
beef_11_3_clip_0,beef_cattle_behavior,1,1,3.0,already_cached,beef_cached,False,True,13444,0.2679,
beef_11_3_clip_0,beef_cattle_behavior,2,2,3.0,already_cached,beef_cached,False,True,13130,0.2617,
beef_11_3_clip_0,beef_cattle_behavior,3,3,3.0,already_cached,beef_cached,False,True,13556,0.2702,
beef_11_3_clip_0,beef_cattle_behavior,4,4,3.0,already_cached,beef_cached,False,True,13008,0.2592,
beef_11_3_clip_0,beef_cattle_behavior,5,5,3.0,already_cached,beef_cached,False,True,13313,0.2653,
beef_11_3_clip_0,beef_cattle_behavior,6,6,3.0,already_cached,beef_cached,False,True,13407,0.2672,
beef_11_3_clip_0,beef_cattle_behavior,7,7,3.0,already_cached,beef_cached,False,True,13414,0.2673,
beef_11_4_clip_0,beef_cattle_behavior,0,0,4.0,already_cached,beef_cached,False,True,11867,0.2365,
beef_11_4_clip_0,beef_cattle_behavior,1,1,4.0,already_cached,beef_cached,False,True,13795,0.2749,
beef_11_4_clip_0,beef_cattle_behavior,2,2,4.0,already_cached,beef_cached,False,True,13575,0.2705,
beef_11_4_clip_0,beef_cattle_behavior,3,3,4.0,already_cached,beef_cached,False,True,13169,0.2625,
beef_11_4_clip_0,beef_cattle_behavior,4,4,4.0,already_cached,beef_cached,False,True,14398,0.2869,
beef_11_4_clip_0,beef_cattle_behavior,5,5,4.0,already_cached,beef_cached,False,True,14880,0.2966,
beef_11_4_clip_0,beef_cattle_behavior,6,6,4.0,already_cached,beef_cached,False,True,13030,0.2597,
beef_11_4_clip_0,beef_cattle_behavior,7,7,4.0,already_cached,beef_cached,False,True,14407,0.2871,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,0,0,2.0,already_cached,cvb_gt_bbox,False,True,28380,0.5656,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,1,1,2.0,already_cached,cvb_gt_bbox,False,True,31578,0.6293,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,2,2,2.0,already_cached,cvb_gt_bbox,False,True,31747,0.6327,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,3,3,2.0,already_cached,cvb_gt_bbox,False,True,28954,0.577,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,4,4,2.0,already_cached,cvb_gt_bbox,False,True,26083,0.5198,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,5,5,2.0,already_cached,cvb_gt_bbox,False,True,30512,0.6081,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,6,6,2.0,already_cached,cvb_gt_bbox,False,True,30549,0.6088,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr2_seg0,cvb,7,7,2.0,already_cached,cvb_gt_bbox,False,True,30791,0.6137,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,0,0,10.0,already_cached,cvb_gt_bbox,False,True,27590,0.5499,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,1,1,10.0,already_cached,cvb_gt_bbox,False,True,25721,0.5126,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,2,2,10.0,already_cached,cvb_gt_bbox,False,True,25229,0.5028,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,3,3,10.0,already_cached,cvb_gt_bbox,False,True,26178,0.5217,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,4,4,10.0,already_cached,cvb_gt_bbox,False,True,24277,0.4838,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,5,5,10.0,already_cached,cvb_gt_bbox,False,True,27555,0.5492,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,6,6,10.0,already_cached,cvb_gt_bbox,False,True,26819,0.5345,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr10_seg0,cvb,7,7,10.0,already_cached,cvb_gt_bbox,False,True,28171,0.5614,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,0,0,12.0,already_cached,cvb_gt_bbox,False,True,26605,0.5302,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,1,1,12.0,already_cached,cvb_gt_bbox,False,True,25147,0.5012,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,2,2,12.0,already_cached,cvb_gt_bbox,False,True,25747,0.5131,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,3,3,12.0,already_cached,cvb_gt_bbox,False,True,26037,0.5189,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,4,4,12.0,already_cached,cvb_gt_bbox,False,True,24895,0.4962,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,5,5,12.0,already_cached,cvb_gt_bbox,False,True,26908,0.5363,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,6,6,12.0,already_cached,cvb_gt_bbox,False,True,25936,0.5169,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,7,7,12.0,already_cached,cvb_gt_bbox,False,True,22881,0.456,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,0,0,12.0,already_cached,cvb_gt_bbox,False,True,18890,0.3765,
