clean_id,clean_path,normalized_class,original_path,original_label,source_url,source_domain,width,height,sha256,perceptual_hash,duplicate_group_id,duplicate_status,stock_flag,quality_status,inclusion_status,exclusion_reason,notes
front_0011,datasets/viewpoint/self_clean_v1/front/front_0011.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/108.jpg,front,https://www.pexels.com/photo/cows-grazing-in-autumn-landscape-styria-34498322/,www.pexels.com,6688,4459,69c7128ad7cddc57fb4d74300753b5fede595e0e14c283210ec24e9e87d1db8c,aaa1a5e0eaccd794,dup_0011,canonical,False,pass,included,none,Valid clean capture
front_0012,datasets/viewpoint/self_clean_v1/front/front_0012.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/109.jpg,front,https://www.pexels.com/photo/a-brown-and-white-cow-in-a-grassy-field-5690992/,www.pexels.com,5616,3744,aec745f5651e517fbfbdde4a1755383c4f148d2dd97ba6ebbb11231b8aebb21d,91934e4b92f8c6e6,dup_0012,canonical,False,pass,included,none,Valid clean capture
front_0013,datasets/viewpoint/self_clean_v1/front/front_0013.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/11.jpg,front,https://www.pexels.com/photo/brown-cow-on-a-pasture-18827662/,www.pexels.com,4160,6240,e6d5a120123129b101dab0ff5c4700cc28441ed7ae367ff691f48ee58128eefb,b88706505d2f5e97,dup_0013,canonical,False,pass,included,none,Valid clean capture
front_0014,datasets/viewpoint/self_clean_v1/front/front_0014.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/110.jpg,front,https://www.pexels.com/photo/a-cattle-with-ear-tags-13706519/,www.pexels.com,4495,3000,af453c7ea3f878f1918da26b33fe5733bb34507c5d3121a9c59422d2e0a8e17d,adc9f314d918636a,dup_0014,canonical,False,pass,included,none,Valid clean capture
front_0015,datasets/viewpoint/self_clean_v1/front/front_0015.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/112.jpg,front,https://www.pexels.com/photo/brown-cow-grazing-in-irish-green-pasture-28774066/,www.pexels.com,6000,4000,071ed91c05ba06e0d610c7536ea044c93ae322ad5a36482276912501492d5e53,b3ccccf3980c3363,dup_0016,canonical,False,pass,included,none,Valid clean capture
front_0016,datasets/viewpoint/self_clean_v1/front/front_0016.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/113.jpg,front,https://www.pexels.com/photo/cow-on-a-mountain-pasture-14463031/,www.pexels.com,6000,4000,282c7572afe0bb9779aaf7f7a3d6103a6fda929667efda7a003b96be54c70aa2,d5d5f1a10eeae222,dup_0017,canonical,False,pass,included,none,Valid clean capture
front_0017,datasets/viewpoint/self_clean_v1/front/front_0017.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/114.jpg,front,https://www.pexels.com/photo/brown-cow-grazing-in-santa-fe-field-33692332/,www.pexels.com,3616,4816,c127f92b8113100c8ec1d257ccdb27eaffa34b202eb45336ab41b4088f4ea94d,ee959366891a7689,dup_0018,canonical,False,pass,included,none,Valid clean capture
front_0018,datasets/viewpoint/self_clean_v1/front/front_0018.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/115.jpg,front,https://www.pexels.com/photo/majestic-brown-cow-grazing-in-open-pasture-34114664/,www.pexels.com,3217,4826,30a9e8212175f6aab759e9bfccee6eef979a7946fbcd0ba3c3f0a304be18ebf0,96dd491e26c3d90d,dup_0019,canonical,False,pass,included,none,Valid clean capture
front_0019,datasets/viewpoint/self_clean_v1/front/front_0019.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/116.jpg,front,https://www.pexels.com/photo/two-black-cows-on-a-grassy-field-7164014/,www.pexels.com,4063,2714,fb256b959db8cce4de7d7d312f50e6efaba483b7b5304a46e432fef762ffa201,e6e6d9d1b69c0909,dup_0020,canonical,False,pass,included,none,Valid clean capture
front_0020,datasets/viewpoint/self_clean_v1/front/front_0020.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/118.jpg,front,https://www.pexels.com/photo/close-up-shot-of-a-cattle-13121633/,www.pexels.com,3237,2160,27a8f7771254ec517fd27f2ba453bc234b290c0b11cd6d987c9b2fab88cd24cc,eeb3d0c497103c6b,dup_0022,canonical,False,pass,included,none,Valid clean capture
front_0021,datasets/viewpoint/self_clean_v1/front/front_0021.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/119.jpg,front,https://www.pexels.com/photo/cow-in-mountains-27062071/,www.pexels.com,4160,6240,c77053764fc74e5b1e50d0936c60af73ae7d6891b46189cb05b0a4d712ee97e0,92c9cd3e9243e566,dup_0023,canonical,False,pass,included,none,Valid clean capture
front_0022,datasets/viewpoint/self_clean_v1/front/front_0022.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/12.jpg,front,https://www.pexels.com/photo/brown-cow-on-a-pasture-18827685/,www.pexels.com,4160,6240,024e8b08c84309dfeda09b24a4d43d676e8a9aee3c71195e3ba92201ebe6e96d,f09aa785536c3993,dup_0024,canonical,False,pass,included,none,Valid clean capture
front_0023,datasets/viewpoint/self_clean_v1/front/front_0023.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/120.jpg,front,https://www.pexels.com/photo/cow-by-river-in-mountains-27062079/,www.pexels.com,4160,6240,d7c430b5ea5f0e074a92bff6237643a86546f0d0fa52f2cc6dd7e26df05281ad,93eec43973467c11,dup_0025,canonical,False,pass,included,none,Valid clean capture
front_0024,datasets/viewpoint/self_clean_v1/front/front_0024.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/121.jpg,front,https://www.pexels.com/photo/brown-cow-in-lush-green-pasture-outdoors-28587284/,www.pexels.com,5568,3712,86b612805e89124a7fd9a7a265df41da21fea860c2358574df27910982d49aff,b3da8d6d9094f21a,dup_0026,canonical,False,pass,included,none,Valid clean capture
front_0025,datasets/viewpoint/self_clean_v1/front/front_0025.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/122.jpg,front,https://www.pexels.com/photo/moody-cow-in-welsh-countryside-30351378/,www.pexels.com,3600,5408,2053f808bb0fbdc7cd8ed75f0968ee6556ce064f7726658063805610002d572b,c04f3f3c78c3031f,dup_0027,canonical,False,pass,included,none,Valid clean capture
front_0026,datasets/viewpoint/self_clean_v1/front/front_0026.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/123.jpg,front,https://www.pexels.com/photo/young-cow-walking-along-a-sunny-road-36237155/,www.pexels.com,3072,4608,bf173d3178cdb7da9d914206707ebfd17044da9f48d1bf0330295d5755d7811f,8dc5f0b657986926,dup_0028,canonical,False,pass,included,none,Valid clean capture
front_0027,datasets/viewpoint/self_clean_v1/front/front_0027.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/124.jpg,front,https://www.pexels.com/photo/bavarian-cow-in-alpine-meadow-33237446/,www.pexels.com,4000,6000,6b8a476a3ced9a6e8bebf5f1fc41306f77070910eef72899bc38727b61a909d6,92830dedd2d2e56a,dup_0029,canonical,False,pass,included,none,Valid clean capture
front_0028,datasets/viewpoint/self_clean_v1/front/front_0028.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/125.jpg,front,https://www.pexels.com/photo/holstein-cattle-grazing-in-tranquil-pasture-37262993/,www.pexels.com,4000,6000,6fb4abfdbd9b0ecc1d5b49fe08826abe1b3e88cdbce9d814fd075e9057124eb1,b2ed493066cb1b3c,dup_0030,canonical,False,pass,included,none,Valid clean capture
front_0029,datasets/viewpoint/self_clean_v1/front/front_0029.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/126.jpg,front,https://www.pexels.com/photo/autumn-pasture-with-grazing-cow-in-meadow-34582682/,www.pexels.com,6240,4160,9f1a89d67d055e3c1263156c614587e141216c3de918e5c5e004d29507835a17,d9266620f10dadf5,dup_0031,canonical,False,pass,included,none,Valid clean capture
front_0030,datasets/viewpoint/self_clean_v1/front/front_0030.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/127.jpg,front,https://www.pexels.com/photo/cow-on-field-14248147/,www.pexels.com,3024,4032,32d48870703cd54edc88860b10958973e2f0a7e4cf1ac20f64e72ffed78b91b6,c9f2934c79b58e03,dup_0032,canonical,False,pass,included,none,Valid clean capture
front_0031,datasets/viewpoint/self_clean_v1/front/front_0031.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/128.jpg,front,https://www.pexels.com/photo/young-holstein-cow-grazing-on-lush-pasture-34164407/,www.pexels.com,5568,3712,e99a93bea9feb8739a399d70b4026fac213c4aa8dceff7ebae73e78820692f69,85da5a66cab594cc,dup_0033,canonical,False,pass,included,none,Valid clean capture
front_0032,datasets/viewpoint/self_clean_v1/front/front_0032.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/129.jpg,front,https://www.pexels.com/photo/rind-27896613/,www.pexels.com,6240,4160,3a6febc43763eb2eaa3514cd5cff93e5a4450818b6f461cf5edf80afc57252e8,98cac2f1bc1dc36a,dup_0034,canonical,False,pass,included,none,Valid clean capture
front_0033,datasets/viewpoint/self_clean_v1/front/front_0033.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/13.jpg,front,https://www.pexels.com/photo/long-horned-cow-20050810/,www.pexels.com,4000,6000,a0ec977837e6483c4b5baf012b7721e3e1e1885c609629693a453c40d921db0d,c1e43f18789316ed,dup_0035,canonical,False,pass,included,none,Valid clean capture
front_0034,datasets/viewpoint/self_clean_v1/front/front_0034.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/130.jpg,front,https://www.pexels.com/photo/brown-cow-on-green-grass-field-11034830/,www.pexels.com,3024,4032,3632d096a79bee1d81a81131b64d5345e663bf32dca8737087d73fa440895b90,db539b995c32194c,dup_0036,canonical,False,pass,included,none,Valid clean capture
front_0035,datasets/viewpoint/self_clean_v1/front/front_0035.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/131.jpg,front,https://www.pexels.com/photo/clsoe-up-of-a-cow-in-the-pasture-18050006/,www.pexels.com,4000,6000,a6e7c323967dd6d85f5bbf1dae50db55b429525148743cf3da51246f36c9b3ed,bba3c41e1be0e10f,dup_0037,canonical,False,pass,included,none,Valid clean capture
front_0036,datasets/viewpoint/self_clean_v1/front/front_0036.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/132.jpg,front,https://www.pexels.com/photo/spotted-cattle-in-rustic-farm-setting-34760407/,www.pexels.com,3024,4032,b5cad0d71790e797ebc23a2a692224fef217c42825557941ea092cb326bbd0c2,8987b680c5e37a7c,dup_0038,canonical,False,pass,included,none,Valid clean capture
front_0037,datasets/viewpoint/self_clean_v1/front/front_0037.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/133.jpg,front,https://www.pexels.com/photo/portrait-of-a-cow-in-a-lush-green-pasture-34933951/,www.pexels.com,4603,3069,483aade0386c613b63c1b40fa0189ba1e39bd28031d8f7cb8d49bb01403f9683,f14e8cb164675e58,dup_0039,canonical,False,pass,included,none,Valid clean capture
front_0038,datasets/viewpoint/self_clean_v1/front/front_0038.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/134.jpg,front,https://www.pexels.com/photo/a-cow-by-a-river-27062084/,www.pexels.com,4160,6240,ab52ddad810786796e76c5187c36dabcbdeb25db958df2c46701808be29b94cb,92eb8d3872c3f894,dup_0040,canonical,False,pass,included,none,Valid clean capture
front_0039,datasets/viewpoint/self_clean_v1/front/front_0039.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/135.jpg,front,https://www.pexels.com/photo/black-and-white-cow-on-field-27098251/,www.pexels.com,4160,6240,c8a9134e1502cf2dfcf8674b00a5c432a135a74136c13650d39c89cbea6dfbd6,a6168be9786c9762,dup_0041,canonical,False,pass,included,none,Valid clean capture
front_0040,datasets/viewpoint/self_clean_v1/front/front_0040.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/136.jpg,front,https://www.pexels.com/photo/black-baldy-on-green-grass-field-9150314/,www.pexels.com,3456,5184,a7605e5d1e8775b723d624383d0f6dc247a63a48723cd9a8ac17e54fd45a2e67,e70f18186127efac,dup_0042,canonical,False,pass,included,none,Valid clean capture
front_0041,datasets/viewpoint/self_clean_v1/front/front_0041.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/137.jpg,front,https://www.pexels.com/photo/young-cow-in-a-field-in-uruguay-17956254/,www.pexels.com,4000,6000,cd709543317c28015b94937431dd9bbd442be829aa3d218080500d84306f6357,b99bc6ec84235966,dup_0043,canonical,False,pass,included,none,Valid clean capture
front_0042,datasets/viewpoint/self_clean_v1/front/front_0042.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/138.jpg,front,https://www.pexels.com/photo/photo-of-a-brown-cow-17800847/,www.pexels.com,3060,4080,31cc164e6cd842d27e8cd120aa969823c4ddb95de2ac90a8685e057c934e8f2c,f89f86e14c363193,dup_0044,canonical,False,pass,included,none,Valid clean capture
front_0043,datasets/viewpoint/self_clean_v1/front/front_0043.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/139.jpg,front,https://www.pexels.com/photo/brown-and-white-cow-on-greek-country-road-3ackground-27207629/,www.pexels.com,3712,5568,78181419a98249520d94ed6a250249576ba7672be8ffb5e7f7bdb1355dfe7af1,8453f3a85ab32d6c,dup_0045,canonical,False,pass,included,none,Valid clean capture
front_0044,datasets/viewpoint/self_clean_v1/front/front_0044.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/140.jpg,front,https://www.pexels.com/photo/brown-cow-grazing-in-swiss-countryside-34325513/,www.pexels.com,1984,2976,d1263c55bd7e29054a1a1fd0d14c97bb0b3baf8651d595a34c0be273ffdc392d,b3c0883f73c1bc3c,dup_0047,canonical,False,pass,included,none,Valid clean capture
front_0045,datasets/viewpoint/self_clean_v1/front/front_0045.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/141.jpg,front,https://www.pexels.com/photo/cows-grazing-on-pasture-17253135/,www.pexels.com,3360,4884,86920fc48e70b1e1d06633ed9f5f9bdcf819777ec849da14d6df8449e51e1326,f7cd8880106d775b,dup_0048,canonical,False,pass,included,none,Valid clean capture
front_0046,datasets/viewpoint/self_clean_v1/front/front_0046.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/143.jpg,front,https://www.pexels.com/photo/cows-on-a-grassland-7899708/,www.pexels.com,3648,5472,8fa2c6b49125041d8a24b79280dc6206d8101d34b19901ce6ab0ca305544de29,d3c146b2e46b3ba4,dup_0050,canonical,False,pass,included,none,Valid clean capture
front_0047,datasets/viewpoint/self_clean_v1/front/front_0047.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/144.jpg,front,https://www.pexels.com/photo/cow-standing-on-pasture-20412319/,www.pexels.com,2612,3264,617991a60c26282d64abed521d30f8e2cabd54d5a5ba0b0d9fa33bdc1135c5bc,d39e18d3a42c6bd2,dup_0051,canonical,False,pass,included,none,Valid clean capture
front_0048,datasets/viewpoint/self_clean_v1/front/front_0048.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/145.jpg,front,https://www.pexels.com/photo/brown-cow-standing-in-sunny-pasture-28871040/,www.pexels.com,6240,4160,61431e6083cdd588444cd610c3b9ac902a53aaf767b147c86264d010f1d8b591,d9ccd79386247872,dup_0052,canonical,False,pass,included,none,Valid clean capture
front_0049,datasets/viewpoint/self_clean_v1/front/front_0049.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/146.jpg,front,https://www.pexels.com/photo/young-calf-grazing-in-sunlit-meadow-28587838/,www.pexels.com,3612,4670,5d64ac45338b67b67961509cc643c2736ec5f6b5ead61bba3a41bfd158557bad,e4e6da1ad9cc1998,dup_0053,canonical,False,pass,included,none,Valid clean capture
front_0050,datasets/viewpoint/self_clean_v1/front/front_0050.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/147.jpg,front,https://www.pexels.com/photo/a-cow-grazing-on-the-pasture-27061038/,www.pexels.com,6000,3376,319abe1209c2e4ba83c915ef928e93dadc34bd4fef7d8a59bbcce99fc1c08675,a3e5cc189696d68e,dup_0054,canonical,False,pass,included,none,Valid clean capture
front_0051,datasets/viewpoint/self_clean_v1/front/front_0051.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/148.jpg,front,https://www.pexels.com/photo/photograph-of-a-brown-cow-14114535/,www.pexels.com,5014,3343,5ee6da02bcc6cd49ab7e7df1c96443502c586af46ee07b746f52a0c08ef2f835,b3f988e655d30a8c,dup_0055,canonical,False,pass,included,none,Valid clean capture
front_0052,datasets/viewpoint/self_clean_v1/front/front_0052.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/149.jpg,front,https://www.pexels.com/photo/cow-on-pasture-18748630/,www.pexels.com,6000,4000,6024b1eb058f2baea3623139179459aba25821465f1602fb6cae5f513409ee6b,85caea358b6ad52c,dup_0056,canonical,False,pass,included,none,Valid clean capture
front_0053,datasets/viewpoint/self_clean_v1/front/front_0053.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/15.jpg,front,https://www.pexels.com/photo/cow-standing-on-a-hillside-pasture-17968140/,www.pexels.com,3814,5137,081573100ae959aac01cc68918a41a85791af6b05795f5cf211b394a3187b0f8,9abaf5c54c0a32b9,dup_0057,canonical,False,pass,included,none,Valid clean capture
front_0054,datasets/viewpoint/self_clean_v1/front/front_0054.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/150.jpg,front,https://www.pexels.com/photo/cow-grazing-in-misty-mountain-landscape-28573984/,www.pexels.com,5184,3456,078695f95ff98a90eeee6a41229fee1684cb1fdceb8545c3cedb8c3086004c35,ac7c9324e48f9a93,dup_0058,canonical,False,pass,included,none,Valid clean capture
front_0055,datasets/viewpoint/self_clean_v1/front/front_0055.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/151.jpg,front,https://www.pexels.com/photo/young-cow-in-countryside-15774652/,www.pexels.com,3656,2437,95ace365b34752f543162b83e1a3feb96fa5c467e5b4b58990eba3eba3053ae5,9180c6c76b79b93c,dup_0059,canonical,False,pass,included,none,Valid clean capture
front_0056,datasets/viewpoint/self_clean_v1/front/front_0056.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/152.jpg,front,https://www.pexels.com/photo/close-up-shot-of-a-calf-on-the-grass-7523231/,www.pexels.com,3682,2455,b63574aaf40300946671ed377ba7be2e64bf94f462ed84d0e4ddc5f2e407e5a9,8399c806e6a65777,dup_0060,canonical,False,pass,included,none,Valid clean capture
front_0057,datasets/viewpoint/self_clean_v1/front/front_0057.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/153.jpg,front,https://www.pexels.com/photo/cows-on-leash-standing-on-grass-17464344/,www.pexels.com,3024,4032,5f0c502d7cfac5502ce8cca27bd5dd1459ffacd2bf5cd3c9860297348e2c9f40,c36339342cb4a9f9,dup_0061,canonical,False,pass,included,none,Valid clean capture
front_0058,datasets/viewpoint/self_clean_v1/front/front_0058.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/154.jpg,front,https://www.pexels.com/photo/brown-cow-on-green-grass-11365624/,www.pexels.com,4000,6000,9689d2043c43768109ee87537369ab6d3a58979234ac7dc6924503f1668635a9,9c98c6e7c04729f3,dup_0062,canonical,False,pass,included,none,Valid clean capture
front_0059,datasets/viewpoint/self_clean_v1/front/front_0059.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/155.jpg,front,https://www.pexels.com/photo/a-group-of-cows-standing-in-a-field-27568762/,www.pexels.com,2847,4284,3c428c12ea663d1f8465b0bd99d70128306ec0b88cf4ef70d11d0a5fa0831bc5,dd825259c4ff83b0,dup_0063,canonical,False,pass,included,none,Valid clean capture
front_0060,datasets/viewpoint/self_clean_v1/front/front_0060.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/156.jpg,front,https://www.pexels.com/photo/brown-and-white-cows-grazing-in-sunny-pasture-39634717/,www.pexels.com,6720,4480,8435b42721221fa140ee8c1ba92bea646ee92846b7861c610763e5160743425b,e7999c66934b1c2c,dup_0064,canonical,False,pass,included,none,Valid clean capture
front_0061,datasets/viewpoint/self_clean_v1/front/front_0061.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/157.jpg,front,https://www.pexels.com/photo/tagged-cows-in-pasture-23510657/,www.pexels.com,5998,4000,975689873f605d8c3440a7ad69495de2563c1cbfc9d6d460c1969d98dbc0786a,e9c31257893c3ccd,dup_0065,canonical,False,pass,included,none,Valid clean capture
front_0062,datasets/viewpoint/self_clean_v1/front/front_0062.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/158.jpg,front,https://www.pexels.com/photo/serene-cow-in-lush-brazilian-landscape-34518624/,www.pexels.com,3456,5184,6a539d2495dad4115a9f8181324aa38ec7c70af471bc0374d6be8883b2280ecb,c6c490e0687e7e5e,dup_0066,canonical,False,pass,included,none,Valid clean capture
front_0063,datasets/viewpoint/self_clean_v1/front/front_0063.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/159.jpg,front,https://www.pexels.com/photo/white-cattle-standing-near-green-plants-14016546/,www.pexels.com,4480,6720,a9bd537778a162749d8006e3c2e89f680319cd42b046687091c1d3490a7dc1dd,81fe97a14c3e74c8,dup_0067,canonical,False,pass,included,none,Valid clean capture
front_0064,datasets/viewpoint/self_clean_v1/front/front_0064.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/16.jpg,front,https://www.pexels.com/photo/brown-and-white-cattle-standing-on-grass-2832057/,www.pexels.com,4000,5078,ebcb46d896ca4bd731a4e55fbee99ec5b988356ece8925635d8ffafb6d1c3d96,84a6db592624e3f3,dup_0068,canonical,False,pass,included,none,Valid clean capture
front_0065,datasets/viewpoint/self_clean_v1/front/front_0065.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/160.jpg,front,https://www.pexels.com/photo/spotted-cow-in-lush-pasture-close-up-29706691/,www.pexels.com,2599,3898,60a56c5a71d99fa1b53687152b854a65eef6f0eb30fd61dfea3f97765ec9423e,f4ea46a549597a4c,dup_0069,canonical,False,pass,included,none,Valid clean capture
front_0066,datasets/viewpoint/self_clean_v1/front/front_0066.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/161.jpg,front,https://www.pexels.com/photo/brown-cow-on-a-pasture-18827668/,www.pexels.com,4152,6229,d3cf7fdd0c7905104b8cb3f8bb6c3d2d3a75f5a35467c06c9e0e1805f1968054,dcbe8ae411c36b29,dup_0070,canonical,False,pass,included,none,Valid clean capture
front_0067,datasets/viewpoint/self_clean_v1/front/front_0067.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/162.jpg,front,https://www.pexels.com/photo/close-up-of-a-brown-and-white-cow-grazing-39158963/,www.pexels.com,2153,3230,2b7b0dab94fe1b73a9aba0f47fbd253d58e5cf216b9d87a1486204ed1900f7fe,e2e9da5e0ca585c6,dup_0071,canonical,False,pass,included,none,Valid clean capture
front_0068,datasets/viewpoint/self_clean_v1/front/front_0068.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/163.jpg,front,https://www.pexels.com/photo/white-and-brown-cow-on-green-grass-field-10026027/,www.pexels.com,3992,6000,5a33bbd801a992299bf6f9b913494b2d120ade2160575c0a1fc943a82bad16e7,a6f9990666b0b34d,dup_0072,canonical,False,pass,included,none,Valid clean capture
front_0069,datasets/viewpoint/self_clean_v1/front/front_0069.jpg,front,datasets/viewpoint/self/Cow_/front/Cow Front/164.jpg,front,https://www.pexels.com/photo/cow-in-the-pasture-2635685/,www.pexels.com,2000,3000,44234ebf1a16826407db973c98708d8f848785df2cd3a49ed330b2c13ad82252,b6f85836b7d94824,dup_0073,canonical,False,pass,included,none,Valid clean capture
