cow_id,image_id,view,azimuth,elevation
cow0,cow0_47,back-right,331.601440,7.173783
cow0,cow0_48,right,-5.607988,22.889148
cow0,cow0_49,right,12.581676,25.497832
cow0,cow0_50,front-right,47.095316,24.324249
cow0,cow0_51,front,72.554077,28.020704
cow0,cow0_52,front,95.541597,28.193661
cow0,cow0_53,front,103.723958,29.309335
cow0,cow0_54,front-left,141.320317,21.967816
cow0,cow0_55,front-left,148.455674,22.489544
cow0,cow0_56,left,187.948680,28.810281
cow0,cow0_57,left,195.516451,22.356390
cow0,cow0_58,back-left,216.793636,19.870315
cow0,cow0_59,back,254.147205,21.382392
cow0,cow0_60,back,260.989312,20.139538
cow0,cow0_61,back,292.415078,22.076027
cow0,cow0_62,back-right,306.177413,28.557133
cow0,cow0_63,right,344.236656,21.520650
cow0,cow0_64,right,-1.217711,34.908365
cow0,cow0_65,front-right,29.446582,42.345357
cow0,cow0_66,front-right,47.448383,36.268234
cow0,cow0_67,front-right,66.143629,34.519669
cow0,cow0_68,front,94.319259,36.452316
cow0,cow0_69,front,108.700425,43.594444
cow0,cow0_70,front-left,143.260563,35.168208
cow0,cow0_71,left,159.721640,34.510621
cow0,cow0_72,left,185.143524,35.761735
cow0,cow0_73,back-left,204.123708,39.836241
cow0,cow0_74,back-left,228.947006,36.597031
cow0,cow0_75,back-left,247.220516,42.315540
cow0,cow0_76,back,278.049953,38.656543
cow0,cow0_77,back,282.761092,42.253922
cow0,cow0_78,back-right,315.857105,38.948310
cow0,cow0_79,right,347.388293,38.407894
cow0,cow0_80,right,-5.014720,51.992800
cow0,cow0_81,front-right,30.005677,51.851722
cow0,cow0_82,front-right,50.795327,49.843475
cow0,cow0_83,front,75.133477,52.553049
cow0,cow0_84,front,87.519813,53.550595
cow0,cow0_85,front-left,114.249806,57.505576
cow0,cow0_86,front-left,128.551099,55.629089
cow0,cow0_87,front-left,152.286067,55.394194
cow0,cow0_88,left,171.006554,54.050436
cow0,cow0_89,back-left,211.002528,56.038101
cow0,cow0_90,back-left,231.648629,51.729512
cow0,cow0_91,back,253.023992,51.521542
cow0,cow0_92,back,268.066347,52.750176
cow0,cow0_93,back,284.405045,55.895325
cow0,cow0_94,back-right,318.706097,51.564842
cow0,cow0_95,back-right,333.241465,55.253574
cow1,cow1_0,right,3.674566,-18.726234
cow1,cow1_1,right,15.592782,-19.179037
cow1,cow1_2,front-right,49.319505,-18.441560
cow1,cow1_3,front-right,62.279431,-15.937435
cow1,cow1_4,front,93.689669,-20.285588
cow1,cow1_5,front-left,113.681944,-24.248839
cow1,cow1_6,front-left,135.469804,-16.835071
cow1,cow1_7,left,164.615765,-15.756606
cow1,cow1_8,left,171.845217,-23.864390
cow1,cow1_9,left,198.514551,-18.865613
cow1,cow1_10,back-left,222.011296,-20.956661
cow1,cow1_11,back-left,243.134459,-22.513572
cow1,cow1_12,back,271.767453,-24.151116
cow1,cow1_13,back,290.100218,-24.145789
cow1,cow1_14,back-right,305.635986,-20.125919
cow1,cow1_15,back-right,333.774756,-23.799300
cow1,cow1_16,right,7.447136,-5.851401
cow1,cow1_17,right,15.036674,-2.751836
cow1,cow1_18,front-right,43.698838,-7.965549
cow1,cow1_19,front,69.384670,-7.380793
cow1,cow1_20,front,88.744973,-9.581958
cow1,cow1_21,front-left,117.289607,-0.295167
cow1,cow1_22,front-left,135.388997,-5.569424
cow1,cow1_23,front-left,156.382248,-4.655602
cow1,cow1_24,left,172.552035,-5.345724
cow1,cow1_25,back-left,205.817560,-4.014348
cow1,cow1_26,back-left,226.752334,-2.854508
cow1,cow1_27,back-left,245.551747,-3.866168
cow1,cow1_28,back,279.470749,-6.420621
cow1,cow1_29,back-right,300.995032,-3.086397
cow1,cow1_30,back-right,306.489726,-3.309376
cow1,cow1_31,back-right,328.128458,-3.022857
cow1,cow1_32,right,-6.954593,9.716289
cow1,cow1_33,right,18.180385,5.509367
cow1,cow1_34,front-right,44.134464,5.172784
cow1,cow1_35,front-right,57.646644,11.631568
cow1,cow1_36,front,87.128466,10.367686
cow1,cow1_37,front-left,121.185281,11.235804
cow1,cow1_38,front-left,142.363348,14.326762
cow1,cow1_39,left,161.036257,11.464937
cow1,cow1_40,left,176.508369,7.519117
cow1,cow1_41,back-left,211.945130,5.106158
cow1,cow1_42,back-left,224.009158,14.353877
cow1,cow1_43,back,257.368975,14.200917
cow1,cow1_44,back,268.680097,10.415204
cow1,cow1_45,back-right,294.079910,8.589151
cow1,cow1_46,back-right,316.835757,12.511091
cow1,cow1_47,back-right,335.049658,7.885051
cow1,cow1_48,right,-2.582885,29.478093
cow1,cow1_49,right,18.695843,22.762562
cow1,cow1_50,front-right,47.906668,27.135688
cow1,cow1_51,front,71.360004,28.587403
cow1,cow1_52,front,93.517799,21.331505
cow1,cow1_53,front-left,122.465017,22.256410
cow1,cow1_54,front-left,136.574372,20.546767
cow1,cow1_55,front-left,151.735636,28.042906
cow1,cow1_56,left,187.299324,25.663264
cow1,cow1_57,back-left,210.756374,20.208723
cow1,cow1_58,back-left,222.972101,24.163621
cow1,cow1_59,back-left,244.019323,21.074961
cow1,cow1_60,back,268.292284,20.497831
cow1,cow1_61,back,286.035243,29.190316
cow1,cow1_62,back-right,317.944869,20.771854
cow1,cow1_63,back-right,330.451787,23.828185
cow1,cow1_64,right,-1.649824,38.562389
cow1,cow1_65,right,16.927373,41.308772
cow1,cow1_66,front-right,43.510764,43.055971
cow1,cow1_67,front,76.349915,35.672292
cow1,cow1_68,front,94.126655,41.275474
cow1,cow1_69,front,107.254057,37.010958
cow1,cow1_70,front-left,132.416823,36.518113
cow1,cow1_71,left,162.186832,37.668284
cow1,cow1_72,left,172.471265,36.289756
cow1,cow1_73,back-left,211.708041,43.586615
cow1,cow1_74,back-left,220.048567,36.967445
cow1,cow1_75,back,252.592713,41.323497
cow1,cow1_76,back,271.222017,41.988796
cow1,cow1_77,back,288.278354,41.340156
cow1,cow1_78,back-right,318.993315,39.990227
cow1,cow1_79,back-right,330.040280,34.581183
cow1,cow1_80,right,3.752351,52.327365
cow1,cow1_81,front-right,28.283289,57.887523
cow1,cow1_82,front-right,43.374068,54.864788
cow1,cow1_83,front-right,63.413246,56.309368
cow1,cow1_84,front,83.678901,58.368630
cow1,cow1_85,front,110.721160,51.151731
cow1,cow1_86,front-left,142.362295,51.104259
cow1,cow1_87,front-left,155.279744,54.118346
cow1,cow1_88,left,174.682675,50.698030
cow1,cow1_89,left,201.511926,55.041425
cow1,cow1_90,back-left,227.326549,55.246825
cow1,cow1_91,back,255.926415,56.582487
cow1,cow1_92,back,262.852231,49.662865
cow1,cow1_93,back,292.031960,55.303844
cow1,cow1_94,back-right,318.668845,53.225415
cow1,cow1_95,right,344.786609,56.689943
cow3,cow3_0,right,2.266105,-18.856505
cow3,cow3_1,right,13.537431,-20.333565
cow3,cow3_2,front-right,42.129227,-22.792432
cow3,cow3_3,front-right,67.148961,-21.227801
cow3,cow3_4,front,83.367876,-20.608908
cow3,cow3_5,front-left,115.335352,-22.840847
cow3,cow3_6,front-left,141.057701,-19.493263
cow3,cow3_7,front-left,154.293149,-16.089588
cow3,cow3_8,left,185.422597,-18.525786
cow3,cow3_9,left,193.604867,-22.249511
cow3,cow3_10,back-left,225.991287,-15.207199
cow3,cow3_11,back,257.134446,-17.341362
cow3,cow3_12,back,269.528793,-17.523045
cow3,cow3_13,back,285.630626,-21.397475
cow3,cow3_14,back-right,308.992927,-21.359512
cow3,cow3_15,back-right,331.462247,-20.122196
cow3,cow3_16,right,-2.120634,-6.085584
cow3,cow3_17,right,20.993105,-5.347246
cow3,cow3_18,front-right,37.678077,-6.355184
cow3,cow3_19,front,75.363789,-3.903809
cow3,cow3_20,front,95.334550,-1.389654
cow3,cow3_21,front-left,112.792146,-9.870215
cow3,cow3_22,front-left,131.554474,-1.350926
cow3,cow3_23,front-left,155.284181,-7.178392
cow3,cow3_24,left,175.426266,-3.857881
cow3,cow3_25,left,194.836520,-9.848518
cow3,cow3_26,back-left,231.227258,-4.950380
cow3,cow3_27,back-left,242.535304,-2.010772
cow3,cow3_28,back,263.836775,-6.719541
cow3,cow3_29,back-right,292.579373,-8.078249
cow3,cow3_30,back-right,324.294824,-3.219101
cow3,cow3_31,right,345.365522,-7.432235
cow3,cow3_32,right,-5.517037,11.011302
cow3,cow3_33,right,13.469879,13.633222
cow3,cow3_34,front-right,46.000737,11.425243
cow3,cow3_35,front-right,59.926820,6.239118
cow3,cow3_36,front,83.136414,8.684122
cow3,cow3_37,front-left,121.566765,7.520022
cow3,cow3_38,front-left,143.851379,5.986161
cow3,cow3_39,front-left,153.422007,8.055710
cow3,cow3_40,left,189.196202,8.009214
cow3,cow3_41,left,198.496964,12.325884
cow3,cow3_42,back-left,217.530904,10.636884
cow3,cow3_43,back-left,242.678972,8.491448
cow3,cow3_44,back,261.878030,7.791219
cow3,cow3_45,back-right,299.219278,6.066889
cow3,cow3_46,back-right,322.739058,8.450580
cow3,cow3_47,right,343.490499,14.101113
cow3,cow3_48,right,5.255687,25.696617
cow3,cow3_49,front-right,27.186523,24.482511
cow3,cow3_50,front-right,38.089773,26.120084
cow3,cow3_51,front,68.849563,26.704607
cow3,cow3_52,front,96.456284,27.967205
cow3,cow3_53,front,103.873560,20.646647
cow3,cow3_54,front-left,143.347243,20.142352
cow3,cow3_55,left,157.526417,29.300416
cow3,cow3_56,left,178.037732,21.978745
cow3,cow3_57,left,198.092384,20.455293
cow3,cow3_58,back-left,215.487821,25.945596
cow3,cow3_59,back,255.168257,20.570789
cow3,cow3_60,back,278.893961,26.554756
cow3,cow3_61,back-right,293.211597,20.377533
cow3,cow3_62,back-right,320.329168,21.744033
cow3,cow3_63,back-right,328.968653,28.615092
cow3,cow3_64,right,7.307728,40.846417
cow3,cow3_65,front-right,29.760293,35.438777
cow3,cow3_66,front-right,50.436858,41.769714
cow3,cow3_67,front,75.892227,35.894246
cow3,cow3_68,front,98.780509,41.463868
cow3,cow3_69,front-left,120.601679,42.402441
cow3,cow3_70,front-left,140.425908,36.608839
cow3,cow3_71,left,167.340008,43.079916
cow3,cow3_72,left,185.456915,38.396578
cow3,cow3_73,left,195.706608,40.943663
cow3,cow3_74,back-left,233.876094,42.294977
cow3,cow3_75,back,255.431634,34.902589
cow3,cow3_76,back,277.638503,42.784635
cow3,cow3_77,back-right,301.327142,35.067050
cow3,cow3_78,back-right,308.539575,40.147365
cow3,cow3_79,right,345.265615,39.139882
cow3,cow3_80,right,6.314622,55.012243
cow3,cow3_81,front-right,23.767972,53.501576
cow3,cow3_82,front-right,36.839528,56.366595
cow3,cow3_83,front-right,61.834119,52.431033
cow3,cow3_84,front,93.903053,53.169187
cow3,cow3_85,front,105.352427,56.856271
cow3,cow3_86,front-left,138.876937,58.520749
cow3,cow3_87,front-left,157.163796,55.394662
cow3,cow3_88,left,173.298199,56.488609
cow3,cow3_89,left,193.995330,56.638947
cow3,cow3_90,back-left,224.445522,58.050282
cow3,cow3_91,back,250.663526,52.497077
cow3,cow3_92,back,267.066061,52.527782
cow3,cow3_93,back-right,298.615184,58.209243
cow3,cow3_94,back-right,319.551296,57.157075
cow3,cow3_95,right,344.176192,50.205904
cow4,cow4_0,right,7.371335,-18.248891
cow4,cow4_1,front-right,31.841508,-22.483437
cow4,cow4_2,front-right,39.984085,-23.333934
cow4,cow4_3,front-right,60.814696,-24.658527
cow4,cow4_4,front,90.114596,-20.011045
cow4,cow4_5,front,109.141386,-16.664083
cow4,cow4_6,front-left,139.206127,-16.353915
cow4,cow4_7,left,167.477753,-15.447685
cow4,cow4_8,left,170.479174,-16.232510
cow4,cow4_9,back-left,208.556579,-20.709860
cow4,cow4_10,back-left,222.198303,-18.407048
cow4,cow4_11,back,248.460153,-16.570599
cow4,cow4_12,back,267.500042,-24.284079
cow4,cow4_13,back-right,297.253035,-18.040446
cow4,cow4_14,back-right,311.970297,-24.175410
cow4,cow4_15,right,337.952433,-15.595927
cow4,cow4_16,right,1.393053,-5.216784
cow4,cow4_17,right,16.745867,-3.916265
cow4,cow4_18,front-right,35.093206,-8.987896
cow4,cow4_19,front,69.831871,-7.439501
cow4,cow4_20,front,94.145028,-5.881120
cow4,cow4_21,front,108.939956,-6.418785
cow4,cow4_22,front-left,136.140730,-9.065975
cow4,cow4_23,front-left,153.666623,-4.595992
cow4,cow4_24,left,185.468977,-3.881702
cow4,cow4_25,left,193.612187,-8.894376
cow4,cow4_26,back-left,232.042479,-2.591875
cow4,cow4_27,back-left,247.447086,-2.122804
cow4,cow4_28,back,262.190646,-3.265241
cow4,cow4_29,back-right,298.247155,-6.843197
cow4,cow4_30,back-right,314.783256,-6.819714
cow4,cow4_31,back-right,333.271740,-4.939938
cow4,cow4_32,right,2.493531,13.829004
cow4,cow4_33,right,18.208470,6.803666
cow4,cow4_34,front-right,41.523811,5.418341
cow4,cow4_35,front-right,62.700403,5.939157
cow4,cow4_36,front,89.448274,10.866472
cow4,cow4_37,front,111.719837,6.552579
cow4,cow4_38,front-left,127.040043,9.825727
cow4,cow4_39,front-left,152.137088,8.983835
cow4,cow4_40,left,187.014285,8.890994
cow4,cow4_41,back-left,209.538188,7.165602
cow4,cow4_42,back-left,220.290798,11.383373
cow4,cow4_43,back-left,237.551536,9.661107
cow4,cow4_44,back,270.280883,7.231664
cow4,cow4_45,back-right,300.207571,13.725575
cow4,cow4_46,back-right,308.567042,12.303802
cow4,cow4_47,back-right,331.261581,11.107968
cow4,cow4_48,right,3.573294,21.966383
cow4,cow4_49,right,19.170472,28.623614
cow4,cow4_50,front-right,46.240181,21.452015
cow4,cow4_51,front-right,60.007381,19.699113
cow4,cow4_52,front,92.900080,25.495748
cow4,cow4_53,front-left,114.281015,23.193220
cow4,cow4_54,front-left,131.837236,28.263678
cow4,cow4_55,left,162.292401,25.698810
cow4,cow4_56,left,179.838574,26.822124
cow4,cow4_57,back-left,203.305974,20.665644
cow4,cow4_58,back-left,223.070386,22.986992
cow4,cow4_59,back,248.132219,24.650353
cow4,cow4_60,back,273.390945,23.856511
cow4,cow4_61,back,288.700726,26.905432
cow4,cow4_62,back-right,316.365443,23.170603
cow4,cow4_63,right,346.936106,23.669323
cow4,cow4_64,right,2.116660,37.595940
cow4,cow4_65,right,20.901955,35.076855
cow4,cow4_66,front-right,50.786626,37.841366
cow4,cow4_67,front-right,65.312760,41.117899
cow4,cow4_68,front,95.131838,36.966518
cow4,cow4_69,front-left,116.661774,37.918276
cow4,cow4_70,front-left,125.960963,43.392297
cow4,cow4_71,left,165.024334,36.959414
cow4,cow4_72,left,173.672120,42.980500
cow4,cow4_73,left,200.897027,44.242563
cow4,cow4_74,back-left,226.296810,37.505232
cow4,cow4_75,back-left,243.331982,36.069260
cow4,cow4_76,back,272.863742,35.687657
cow4,cow4_77,back-right,300.867701,39.473500
cow4,cow4_78,back-right,321.145934,40.342202
cow4,cow4_79,back-right,334.214634,42.956539
cow4,cow4_80,right,-0.504905,56.507897
cow4,cow4_81,right,15.217654,55.225689
cow4,cow4_82,front-right,45.121471,56.377425
cow4,cow4_83,front-right,63.010565,56.406782
cow4,cow4_84,front,80.220678,59.013909
cow4,cow4_85,front-left,120.892749,57.158432
cow4,cow4_86,front-left,136.869360,53.421045
cow4,cow4_87,left,157.551973,53.178496
cow4,cow4_88,left,175.327799,53.380936
cow4,cow4_89,back-left,204.394461,50.167819
cow4,cow4_90,back-left,233.993416,54.069482
cow4,cow4_91,back-left,239.798796,59.162927
cow4,cow4_92,back,277.709292,49.766030
cow4,cow4_93,back,288.953842,55.809233
cow4,cow4_94,back-right,314.603046,53.864638
cow4,cow4_95,back-right,333.496737,51.158850
cow5,cow5_0,right,-4.134058,-24.773130
cow5,cow5_1,front-right,24.208277,-16.200968
cow5,cow5_2,front-right,41.440247,-21.867113
cow5,cow5_3,front,72.181707,-22.749283
cow5,cow5_4,front,93.207836,-15.308062
cow5,cow5_5,front-left,116.145948,-21.137768
cow5,cow5_6,front-left,136.974208,-17.391526
cow5,cow5_7,left,160.404101,-23.074118
cow5,cow5_8,left,183.119408,-21.968798
cow5,cow5_9,left,201.018198,-21.509277
cow5,cow5_10,back-left,228.391819,-16.919142
cow5,cow5_11,back,252.706205,-20.664006
cow5,cow5_12,back,266.170365,-23.669848
cow5,cow5_13,back-right,295.739667,-18.182463
cow5,cow5_14,back-right,312.699848,-21.184288
cow5,cow5_15,right,346.383354,-19.807824
cow5,cow5_16,right,-6.886639,-9.888846
cow5,cow5_17,front-right,24.715295,-3.212625
cow5,cow5_18,front-right,54.818926,-4.581694
cow5,cow5_19,front,75.329177,-4.884628
cow5,cow5_20,front,81.498413,-2.004782
cow5,cow5_21,front-left,121.521154,-5.425191
cow5,cow5_22,front-left,143.140081,-2.199248
cow5,cow5_23,front-left,149.442378,-0.687211
cow5,cow5_24,left,171.742365,-5.143757
cow5,cow5_25,back-left,210.310649,-0.969883
cow5,cow5_26,back-left,232.801173,-6.781652
cow5,cow5_27,back,252.924448,-6.101167
cow5,cow5_28,back,260.229135,-9.207462
cow5,cow5_29,back,289.545767,-1.620950
cow5,cow5_30,back-right,313.683186,-9.533255
cow5,cow5_31,back-right,336.029587,-2.020547
cow5,cow5_32,right,0.367948,8.160225
cow5,cow5_33,right,13.928828,14.003338
cow5,cow5_34,front-right,47.921728,11.096090
cow5,cow5_35,front,73.516715,13.135091
cow5,cow5_36,front,95.237206,14.355314
cow5,cow5_37,front-left,119.544617,12.312859
cow5,cow5_38,front-left,126.022244,8.362186
cow5,cow5_39,left,165.438712,10.001749
cow5,cow5_40,left,181.647821,12.883075
cow5,cow5_41,left,197.382862,6.503071
cow5,cow5_42,back-left,218.133270,13.993030
cow5,cow5_43,back-left,240.816699,5.736609
cow5,cow5_44,back,263.771104,13.342425
cow5,cow5_45,back-right,302.433056,6.244601
cow5,cow5_46,back-right,314.321828,5.370894
cow5,cow5_47,right,343.195202,10.326783
cow5,cow5_48,right,-6.276562,22.509293
cow5,cow5_49,right,13.825637,20.531781
cow5,cow5_50,front-right,45.887212,24.755622
cow5,cow5_51,front,72.166018,23.795277
cow5,cow5_52,front,88.868456,28.930762
cow5,cow5_53,front,102.687284,25.077419
cow5,cow5_54,front-left,140.058737,25.592940
cow5,cow5_55,front-left,148.555045,19.785873
cow5,cow5_56,left,171.412810,20.317757
cow5,cow5_57,left,200.471891,25.881471
cow5,cow5_58,back-left,232.877702,23.479758
cow5,cow5_59,back,255.252469,21.479691
cow5,cow5_60,back,273.566444,23.125024
cow5,cow5_61,back-right,301.871247,23.186540
cow5,cow5_62,back-right,319.922310,23.516493
cow5,cow5_63,right,340.744822,25.816684
cow5,cow5_64,right,-0.442394,35.474789
cow5,cow5_65,front-right,32.347056,42.360479
cow5,cow5_66,front-right,43.788820,39.606133
cow5,cow5_67,front,71.063703,38.777210
cow5,cow5_68,front,85.220682,42.053609
cow5,cow5_69,front,109.634404,42.886705
cow5,cow5_70,front-left,126.405627,39.269077
cow5,cow5_71,front-left,154.757873,36.275502
cow5,cow5_72,left,174.603999,42.701440
cow5,cow5_73,left,199.618841,43.580838
cow5,cow5_74,back-left,228.274517,35.757303
cow5,cow5_75,back,250.227231,36.383404
cow5,cow5_76,back,266.279735,35.005587
cow5,cow5_77,back-right,294.304264,37.017800
cow5,cow5_78,back-right,307.147138,37.160070
cow5,cow5_79,back-right,334.295817,44.299073
cow5,cow5_80,right,8.005510,57.082979
cow5,cow5_81,right,20.708691,59.048382
cow5,cow5_82,front-right,45.698457,56.222365
cow5,cow5_83,front-right,67.075573,53.278179
cow5,cow5_84,front,86.378294,54.124602
cow5,cow5_85,front,110.812527,54.798935
cow5,cow5_86,front-left,135.594436,53.023873
cow5,cow5_87,left,160.954135,55.079870
cow5,cow5_88,left,183.247210,54.532030
cow5,cow5_89,left,193.270552,54.129966
cow5,cow5_90,back-left,220.405254,52.026442
cow5,cow5_91,back,253.816947,53.645996
cow5,cow5_92,back,269.037929,55.266185
cow5,cow5_93,back-right,300.076326,57.211661
cow5,cow5_94,back-right,311.133754,49.818631
cow5,cow5_95,back-right,333.302862,54.687815
cow6,cow6_0,right,4.924111,-17.765645
cow6,cow6_1,right,21.197955,-24.457182
cow6,cow6_2,front-right,40.383741,-24.391575
cow6,cow6_3,front-right,62.760892,-23.559713
cow6,cow6_4,front,83.687307,-17.226508
cow6,cow6_5,front,105.474677,-15.318911
cow6,cow6_6,front-left,126.189095,-19.712979
cow6,cow6_7,front-left,149.356070,-22.565035
cow6,cow6_8,left,173.939370,-22.013254
cow6,cow6_9,back-left,207.638982,-21.232878
cow6,cow6_10,back-left,234.379299,-20.406451
cow6,cow6_11,back,248.083319,-15.097511
cow6,cow6_12,back,277.218230,-19.955928
cow6,cow6_13,back,287.926779,-20.271220
cow6,cow6_14,back-right,316.889597,-16.801005
cow6,cow6_15,back-right,332.169384,-20.618346
cow6,cow6_16,right,3.112158,-6.364176
cow6,cow6_17,right,12.966283,-9.714347
cow6,cow6_18,front-right,51.793682,-9.472072
cow6,cow6_19,front-right,60.948163,-2.573798
cow6,cow6_20,front,85.610908,-8.683896
cow6,cow6_21,front,107.392323,-9.617600
cow6,cow6_22,front-left,136.274779,-3.486693
cow6,cow6_23,front-left,153.422901,-8.877356
cow6,cow6_24,left,171.742330,-5.447956
cow6,cow6_25,left,201.499303,-3.249500
cow6,cow6_26,back-left,217.460866,-0.772096
cow6,cow6_27,back-left,243.441829,-5.099026
cow6,cow6_28,back,275.870041,-0.977883
cow6,cow6_29,back,290.077965,-9.064291
cow6,cow6_30,back-right,320.976336,-8.042830
cow6,cow6_31,back-right,327.504557,-2.079050
cow6,cow6_32,right,-6.895357,9.174918
cow6,cow6_33,front-right,22.679094,14.137821
cow6,cow6_34,front-right,39.232686,13.200955
cow6,cow6_35,front,74.882034,5.055114
cow6,cow6_36,front,96.826483,12.671679
cow6,cow6_37,front,107.105507,8.623748
cow6,cow6_38,front-left,131.539346,5.074162
cow6,cow6_39,front-left,152.233729,6.180273
cow6,cow6_40,left,182.519831,12.676362
cow6,cow6_41,back-left,207.439846,4.891805
cow6,cow6_42,back-left,234.721267,9.852269
cow6,cow6_43,back-left,240.015450,6.257193
cow6,cow6_44,back,270.715371,12.155923
cow6,cow6_45,back,287.232288,8.131714
cow6,cow6_46,back-right,318.938683,13.261760
cow6,cow6_47,right,340.017834,5.791434
cow6,cow6_48,right,-7.238712,23.394398
cow6,cow6_49,right,17.041112,20.168765
cow6,cow6_50,front-right,36.596342,26.950096
cow6,cow6_51,front-right,62.884094,26.649466
cow6,cow6_52,front,87.000181,27.685403
cow6,cow6_53,front-left,120.221227,22.620844
cow6,cow6_54,front-left,126.745283,25.592630
cow6,cow6_55,left,161.901376,28.696321
cow6,cow6_56,left,171.978096,19.640071
cow6,cow6_57,left,197.726035,19.718814
cow6,cow6_58,back-left,220.222929,28.611413
cow6,cow6_59,back,252.373485,23.031556
cow6,cow6_60,back,276.586342,24.337080
cow6,cow6_61,back-right,293.761167,22.676197
cow6,cow6_62,back-right,316.359924,21.275676
cow6,cow6_63,right,344.873379,23.682936
cow6,cow6_64,right,-7.361408,34.675918
cow6,cow6_65,front-right,27.953827,43.227958
cow6,cow6_66,front-right,46.725872,42.201069
cow6,cow6_67,front-right,58.708912,43.419256
cow6,cow6_68,front,90.270088,42.512433
cow6,cow6_69,front-left,116.030140,36.096048
cow6,cow6_70,front-left,140.434951,38.591716
cow6,cow6_71,front-left,157.387080,37.830253
cow6,cow6_72,left,174.528378,34.569675
cow6,cow6_73,left,196.996997,36.236972
cow6,cow6_74,back-left,226.867030,36.743827
cow6,cow6_75,back-left,246.815441,38.235167
cow6,cow6_76,back,270.859655,38.062155
cow6,cow6_77,back-right,298.229930,40.177090
cow6,cow6_78,back-right,324.235454,39.571505
cow6,cow6_79,right,341.575171,39.881061
cow6,cow6_80,right,-7.689831,55.700387
cow6,cow6_81,front-right,27.733175,52.458075
cow6,cow6_82,front-right,45.627159,53.989063
cow6,cow6_83,front-right,59.384519,57.467724
cow6,cow6_84,front,86.434338,52.325316
cow6,cow6_85,front-left,120.433807,55.940534
cow6,cow6_86,front-left,127.314504,54.219754
cow6,cow6_87,left,163.737460,50.841521
cow6,cow6_88,left,176.706125,55.260733
cow6,cow6_89,back-left,207.926914,54.974183
cow6,cow6_90,back-left,218.153727,56.596095
cow6,cow6_91,back-left,240.790550,50.447181
cow6,cow6_92,back,267.385145,52.067906
cow6,cow6_93,back,289.878354,56.525550
cow6,cow6_94,back-right,323.408869,52.739642
cow6,cow6_95,back-right,330.131531,57.824087
cow7,cow7_0,right,8.017293,-24.018461
cow7,cow7_1,right,19.524255,-18.830399
cow7,cow7_2,front-right,47.214651,-21.257401
cow7,cow7_3,front,70.837277,-16.050565
cow7,cow7_4,front,92.416338,-19.644805
cow7,cow7_5,front,106.799993,-18.575804
cow7,cow7_6,front-left,131.050379,-16.787427
cow7,cow7_7,left,161.330414,-18.206171
cow7,cow7_8,left,171.597293,-15.713387
cow7,cow7_9,left,198.222119,-22.653290
cow7,cow7_10,back-left,221.305529,-15.888569
cow7,cow7_11,back-left,239.566844,-22.033543
cow7,cow7_12,back,270.164057,-20.247978
cow7,cow7_13,back-right,301.859024,-20.719518
cow7,cow7_14,back-right,319.160016,-15.840140
cow7,cow7_15,back-right,331.695085,-16.617599
cow7,cow7_16,right,6.219657,-6.225448
cow7,cow7_17,front-right,23.609265,-3.964570
cow7,cow7_18,front-right,40.466843,-1.223243
cow7,cow7_19,front,75.064286,-4.869404
cow7,cow7_20,front,97.536592,-7.714933
